蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/09/01 ~ 113/09/30 (農曆:113/07/29 ~ 113/08/28),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/09/01,104 台北二,LF1 蕹菜 大葉 ,20.0 ,20.0 ,20.0 ,20.0 , + 33,30 , - 25,600
113/09/01,104 台北二,LF2 蕹菜 小葉 ,55.9 ,37.4 ,25.1 ,38.6 , +  2,"10,056 ", +  2,388161.6
113/09/01,104 台北二,LF3 蕹菜 水蕹菜 ,88.0 ,81.0 ,42.3 ,74.6 , +  1,765 , +  5,57069
113/09/01,104 台北二,LG2 芹菜 白梗 ,152.0 ,77.8 ,38.3 ,84.8 , -  9,"1,270 ", -  5,107696
113/09/01,104 台北二,LG9 芹菜 進口 ,35.0 ,20.5 ,8.0 ,20.9 , -  6,"1,540 ", - 15,32186
113/09/01,104 台北二,LH2 菠菜 角葉 ,119.0 ,76.3 ,31.3 ,75.8 , -  3,920 , + 54,69736
113/09/01,104 台北二,LI0 萵苣菜 其他 ,217.3 ,136.3 ,53.0 ,135.8 , - 29,287 , - 34,38974.6
113/09/01,104 台北二,LI1 萵苣菜 廣東菜 ,90.0 ,81.8 ,51.3 ,77.3 , -  8,180 , + 58,13914
113/09/01,104 台北二,LI3 萵苣菜 本島圓葉 ,72.5 ,52.5 ,29.5 ,51.9 , +  7,"1,553 ", -  9,80600.7
113/09/01,104 台北二,LI5 萵苣菜 油麥菜 ,54.1 ,37.2 ,20.7 ,37.2 ,    0,"8,129 ", - 14,302398.8
113/09/01,104 台北二,LI6 萵苣菜 蘿美 ,160.0 ,160.0 ,160.0 ,160.0 , -  5,60 , - 64,9600
113/09/01,104 台北二,LI7 萵苣菜 紅捲綠捲 ,180.0 ,103.0 ,50.0 ,107.8 , - 23,27 , - 16,2910.6
113/09/01,104 台北二,LI8 萵苣菜 水耕 ,106.7 ,94.4 ,75.2 ,93.0 , -  3,"1,170 ", + 16,108810
113/09/01,104 台北二,LI9 萵苣菜 進口 ,176.9 ,101.6 ,55.6 ,107.4 , -  6,"3,125 ", + 17,335625
113/09/01,104 台北二,LJ4 芥菜 小芥菜 ,48.0 ,39.3 ,30.0 ,39.2 , + 19,413 , - 49,16189.6
113/09/01,104 台北二,LK2 芥藍菜  ,43.5 ,22.9 ,14.4 ,25.3 , -  2,"1,790 ", - 14,45287
113/09/01,104 台北二,LK3 芥藍菜 芥藍芽 ,248.1 ,117.9 ,64.2 ,133.2 , +  3,"1,142 ", + 26,152114.4
113/09/01,104 台北二,LK9 芥藍菜 進口 ,40.0 ,40.0 ,40.0 ,40.0 , - 14,30 ,    0,1200
113/09/01,104 台北二,LM1 莧菜 紅莧菜 ,45.0 ,43.1 ,38.0 ,42.4 , - 11,365 , + 33,15476
113/09/01,104 台北二,LM2 莧菜 白莧菜 ,45.8 ,36.6 ,26.8 ,36.5 , - 11,"4,043 ", + 15,147569.5
113/09/01,104 台北二,LN1 油菜  ,30.2 ,24.5 ,18.7 ,24.5 , +  3,"6,460 ", +  5,158270
113/09/01,104 台北二,LN2 油菜 小松菜 ,45.0 ,45.0 ,45.0 ,45.0 , -  3,25 , - 75,1125
113/09/01,104 台北二,LO1 甘薯葉  ,73.7 ,39.2 ,23.9 ,43.0 , + 12,"8,518 ", -  3,366274
113/09/01,104 台北二,LP1 芫荽  ,389.6 ,332.1 ,214.1 ,320.0 , + 11,313 , -  1,100160
113/09/01,104 台北二,LP2 九層塔  ,71.3 ,44.1 ,26.1 ,46.0 ,    0,"1,283 ", +  9,59018
113/09/01,104 台北二,LP3 羅勒  ,50.0 ,39.6 ,35.0 ,40.8 , - 21,13 ,    0,530.4
113/09/01,104 台北二,LP9 芫荽 進口 ,330.0 ,330.0 ,330.0 ,330.0 , - 13,32 , + 14,10560
113/09/01,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,79.0 ,66.4 ,56.7 ,67.0 , - 13,527 , + 25,35309
113/09/01,104 台北二,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,100 ,    0,5000
113/09/01,104 台北二,LT3 海菜 水蓮 ,154.3 ,138.6 ,123.4 ,138.7 , -  1,"1,125 ", -  1,156037.5
113/09/01,104 台北二,LV1 巴西利  ,60.0 ,47.6 ,45.0 ,49.6 , - 29,36 , +140,1785.6
113/09/01,104 台北二,LV9 巴西利 進口 ,10.0 ,10.0 ,10.0 ,10.0 ,    0,16 ,    0,160
113/09/01,104 台北二,LX1 蕨菜 過貓 ,110.0 ,82.2 ,57.0 ,82.7 , +  4,216 , +  9,17863.2
113/09/01,104 台北二,LX2 蕨菜 山蘇 ,150.0 ,150.0 ,150.0 ,150.0 , - 25,8 , - 78,1200
113/09/01,104 台北二,LZ2 藤川七 川七葉 ,100.0 ,100.0 ,100.0 ,100.0 ,  -  ,12 ,  -  ,1200
113/09/01,104 台北二,MA0 洋菇 其他 ,57.0 ,57.0 ,57.0 ,57.0 ,    0,20 ,    0,1140
113/09/01,104 台北二,MA1 洋菇  ,160.0 ,130.4 ,110.0 ,132.2 , - 11,36 , - 12,4759.2
113/09/01,104 台北二,MA2 洋菇 盒裝 ,327.0 ,285.9 ,128.2 ,262.6 , - 16,428 , + 51,112392.8
113/09/01,104 台北二,MB1 草菇  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,10 ,    0,1100
113/09/01,104 台北二,MC1 濕木耳  ,128.8 ,103.9 ,28.5 ,93.8 , -  5,480 , - 39,45024
113/09/01,104 台北二,MD1 濕香菇  ,146.0 ,115.4 ,63.1 ,111.1 , + 22,"1,011 ", - 29,112322.1
113/09/01,104 台北二,ME1 金絲菇 金針菇 ,53.2 ,41.7 ,18.3 ,39.3 , + 13,"1,410 ", +  9,55413
113/09/01,104 台北二,ME2 金絲菇 盒裝 ,50.0 ,47.6 ,25.0 ,43.6 , +  4,350 , - 60,15260
113/09/01,104 台北二,MF1 蠔菇 鮑魚菇 ,108.0 ,87.2 ,53.0 ,84.5 , + 59,14 , + 40,1183
113/09/01,104 台北二,MG2 巴西蘑菇 盒裝 ,120.0 ,120.0 ,120.0 ,120.0 ,  -  ,2 ,  -  ,240
113/09/01,104 台北二,MI1 秀珍菇  ,105.5 ,85.9 ,49.6 ,82.6 , - 16,464 , + 98,38326.4
113/09/01,104 台北二,MJ1 杏鮑菇  ,101.7 ,76.8 ,37.8 ,74.0 , +  6,"3,146 ", - 14,232804
113/09/01,104 台北二,MJ2 杏鮑菇 盒裝 ,130.0 ,52.9 ,40.0 ,65.7 , - 40,14 , - 33,919.8
113/09/01,104 台北二,MK1 鴻喜菇  ,232.9 ,121.4 ,110.0 ,141.4 , -  1,124 , - 14,17533.6
113/09/01,104 台北二,MK2 鴻喜菇 盒裝 ,180.0 ,174.4 ,155.9 ,171.8 , +  3,165 , +  6,28347
113/09/01,104 台北二,ML1 珊瑚菇  ,85.0 ,85.0 ,85.0 ,85.0 ,  -  ,1 ,  -  ,85
113/09/01,104 台北二,MN1 柳松菇  ,122.1 ,115.0 ,101.2 ,113.7 ,    0,98 , +  5,11142.6
113/09/01,104 台北二,MX1 其他菇類  ,211.0 ,149.6 ,106.3 ,153.2 , +  1,403 , + 21,61739.6
113/09/01,104 台北二,OA1 鹹菜 清心 ,31.2 ,30.0 ,30.0 ,30.2 ,  -  ,756 ,  -  ,22831.2
113/09/01,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 ,    0,950 , + 51,33250
113/09/01,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,240 , - 55,7200
113/09/01,104 台北二,OD1 蘿蔔乾  ,35.0 ,34.4 ,30.0 ,33.6 , + 12,216 , +440,7257.6
113/09/01,104 台北二,OE2 醃瓜 漬 漬,38.0 ,36.2 ,30.0 ,35.3 , +  5,144 , - 14,5083.2
113/09/01,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
113/09/01,104 台北二,OI4 筍茸  ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,252 ,  -  ,10080
113/09/01,104 台北二,OL1 朴菜  ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,24 ,  -  ,840
113/09/01,104 台北二,OX1 其他  ,73.4 ,30.4 ,20.8 ,37.1 , +  4,"3,213 ", - 31,119202.3
113/09/01,104 台北二,SA3 蘿蔔 矸仔 ,12.0 ,12.0 ,12.0 ,12.0 , -  9,25 , - 95,300
113/09/01,104 台北二,SA7 蘿蔔 甜菜根 ,30.0 ,28.4 ,13.6 ,25.8 , - 30,132 , +313,3405.6
113/09/01,104 台北二,SA9 蘿蔔 進口 ,31.2 ,26.6 ,23.0 ,26.8 , + 10,"10,680 ", - 50,286224
113/09/01,104 台北二,SB1 胡蘿蔔 未洗 ,13.5 ,12.7 ,11.6 ,12.6 , -  6,"1,388 ", + 19,17488.8
113/09/01,104 台北二,SB2 胡蘿蔔 清洗 ,24.4 ,16.7 ,10.7 ,17.0 , -  4,"11,220 ", + 12,190740
113/09/01,104 台北二,SC1 馬鈴薯 本產 ,30.8 ,17.4 ,7.6 ,18.1 , -  9,"5,909 ", + 17,106952.9
113/09/01,104 台北二,SC9 馬鈴薯 進口 ,48.8 ,30.2 ,12.3 ,30.4 , - 30,905 , +132,27512
113/09/01,104 台北二,SD1 洋蔥 本產 ,26.3 ,20.3 ,13.4 ,20.1 , +  2,"3,969 ", -  9,79776.9
113/09/01,104 台北二,SD9 洋蔥 進口 ,38.5 ,24.4 ,20.4 ,26.4 , + 10,"3,515 ", + 10,92796
113/09/01,104 台北二,SE1 青蔥 日蔥 ,430.4 ,359.4 ,223.6 ,346.4 , + 45,180 , - 36,62352
113/09/01,104 台北二,SE2 青蔥 北蔥 ,81.0 ,71.6 ,48.0 ,68.8 , -  5,"1,961 ", - 10,134916.8
113/09/01,104 台北二,SE5 青蔥 紅蔥頭 ,90.0 ,90.0 ,90.0 ,90.0 ,    0,108 , - 57,9720
113/09/01,104 台北二,SE6 青蔥 粉蔥 ,168.8 ,108.0 ,51.9 ,108.9 , -  2,"5,736 ", +  6,624650.4
113/09/01,104 台北二,SF1 韭菜 白頭 ,68.5 ,47.1 ,35.1 ,49.0 , + 26,910 , +  2,44590
113/09/01,104 台北二,SF2 韭菜 韭菜黃 ,179.6 ,128.9 ,96.7 ,132.6 , +  1,360 , +  5,47736
113/09/01,104 台北二,SF3 韭菜 韭菜花 ,129.9 ,110.4 ,88.6 ,110.0 , -  9,422 , +  6,46420
113/09/01,104 台北二,SF4 韭菜 青頭 ,70.0 ,54.9 ,40.3 ,55.0 , -  8,877 , + 20,48235
113/09/01,104 台北二,SG2 大蒜 軟梗 ,355.0 ,142.4 ,92.0 ,174.8 , -  2,350 , + 25,61180
113/09/01,104 台北二,SG5 大蒜 蒜頭 ,136.1 ,96.9 ,70.0 ,99.4 , - 11,90 , +173,8946
113/09/01,104 台北二,SG6 大蒜 蒜仁 ,135.0 ,135.0 ,135.0 ,135.0 ,    0,"1,449 ", + 22,195615
113/09/01,104 台北二,SG7 大蒜 蒜瓣 ,195.8 ,150.4 ,101.1 ,149.6 , -  7,516 , + 70,77193.6
113/09/01,104 台北二,SH1 竹筍 麻竹筍 ,68.2 ,59.0 ,32.4 ,55.5 , -  5,"2,305 ", + 33,127927.5
113/09/01,104 台北二,SH2 竹筍 綠竹筍 ,186.3 ,98.2 ,47.3 ,105.6 , +  4,"1,533 ", - 17,161884.8
113/09/01,104 台北二,SH5 竹筍 烏殼綠 ,70.9 ,47.9 ,26.4 ,48.2 , - 10,"2,530 ", + 41,121946
113/09/01,104 台北二,SH7 竹筍 去殼 ,41.6 ,40.0 ,40.0 ,40.3 , + 30,620 , +356,24986
113/09/01,104 台北二,SJ2 芋 檳榔心芋 ,63.5 ,53.6 ,37.0 ,52.3 , -  0,"1,650 ", - 28,86295
113/09/01,104 台北二,SJ3 芋 里芋 ,91.4 ,78.3 ,46.2 ,74.5 , -  3,315 , +  8,23467.5
113/09/01,104 台北二,SJ4 芋 芋莖 ,23.5 ,7.0 ,7.0 ,10.3 , - 34,98 , +  1,1009.4
113/09/01,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,160 , - 35,11200
113/09/01,104 台北二,SL1 豆薯  ,28.0 ,25.9 ,20.0 ,25.2 , -  5,525 , - 19,13230
113/09/01,104 台北二,SM9 牛蒡 進口 ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,250 ,  -  ,8750
113/09/01,104 台北二,SN1 蓮藕  ,65.0 ,30.3 ,5.0 ,32.2 , - 10,625 , - 53,20125
113/09/01,104 台北二,SN2 蓮藕 蓮子 ,450.0 ,450.0 ,450.0 ,450.0 ,    0,6 , - 60,2700
113/09/01,104 台北二,SO1 甘薯 臺農57號 ,36.8 ,21.8 ,14.8 ,23.4 , +  7,"4,765 ", +  4,111501
113/09/01,104 台北二,SO2 甘薯 芋仔甘薯 ,30.0 ,29.9 ,25.0 ,28.9 , + 57,115 , - 71,3323.5
113/09/01,104 台北二,SO3 甘薯 臺農66號 ,28.3 ,12.4 ,10.0 ,15.1 , + 18,"4,167 ", - 35,62921.7
113/09/01,104 台北二,SP0 薑 其他 ,60.0 ,60.0 ,43.3 ,56.7 , - 13,24 , - 43,1360.8
113/09/01,104 台北二,SP1 薑 老薑 ,96.8 ,54.7 ,29.4 ,58.1 , - 27,"1,464 ", + 33,85058.4
113/09/01,104 台北二,SP2 薑 嫩薑 ,60.9 ,42.3 ,20.9 ,41.7 , +  1,"1,662 ", - 15,69305.4
113/09/01,104 台北二,SP3 薑 粉薑 ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,32 ,  -  ,960
113/09/01,104 台北二,SQ1 茭白筍 帶殼 ,98.7 ,75.9 ,58.0 ,76.9 , -  9,"3,287 ", + 57,252770.3
113/09/01,104 台北二,SQ3 茭白筍 去殼 ,243.4 ,163.9 ,77.7 ,162.6 , -  1,733 , + 18,119185.8
113/09/01,104 台北二,SU1 薯蕷 紅薯蕷 ,48.0 ,46.3 ,45.0 ,46.4 , + 15,56 , - 71,2598.4
113/09/01,104 台北二,SU2 薯蕷 白薯蕷 ,85.4 ,57.3 ,41.7 ,59.8 , - 10,516 , -  6,30856.8
113/09/01,104 台北二,SV1 蘆筍 白蘆筍 ,40.0 ,40.0 ,40.0 ,40.0 , - 58,6 , - 54,240
113/09/01,104 台北二,SV2 蘆筍 綠蘆筍 ,220.0 ,195.1 ,134.4 ,187.9 , - 16,17 , - 74,3194.3
113/09/01,104 台北二,SV3 蘆筍 蘆筍花 ,250.0 ,126.7 ,70.0 ,140.0 , + 40,10 , +150,1400
113/09/01,104 台北二,SV9 蘆筍 進口 ,271.9 ,226.0 ,127.4 ,215.5 , -  6,553 , +  1,119171.5
113/09/01,104 台北二,SX0 芽菜類 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,83 , + 46,1660
113/09/01,104 台北二,SX1 芽菜類 綠豆芽 ,12.0 ,12.0 ,12.0 ,12.0 ,    0,"2,250 ", +  8,27000
113/09/01,104 台北二,SX2 芽菜類 黃豆芽 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,338 , + 30,6760
113/09/01,104 台北二,SX3 芽菜類 豌豆芽 ,85.0 ,82.5 ,70.0 ,80.5 , +  3,72 , - 43,5796
113/09/01,104 台北二,SX4 芽菜類 苜蓿芽 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,87 , + 45,4350
113/09/01,104 台北二,SZ1 半天筍  ,90.0 ,90.0 ,90.0 ,90.0 ,    0,6 ,    0,540
113/09/01,104 台北二,SZ8 香茅  ,40.3 ,30.0 ,25.0 ,31.0 , +  6,215 , - 26,6665
113/09/03,104 台北二,FA0 其他花類  ,110.0 ,110.0 ,110.0 ,110.0 ,  -  ,10 ,  -  ,1100
113/09/03,104 台北二,FA1 黃秋葵  ,119.8 ,69.9 ,37.4 ,73.4 , - 22,"1,917 ", + 59,140707.8
113/09/03,104 台北二,FB1 花椰菜 青梗 ,192.7 ,175.9 ,127.3 ,169.5 , +  9,165 , +  6,27967.5
113/09/03,104 台北二,FC1 胡瓜 黑刺 ,52.1 ,31.2 ,17.1 ,32.6 , -  8,"9,266 ", + 52,302071.6
113/09/03,104 台北二,FD0 花胡瓜 其他 ,131.8 ,84.6 ,60.0 ,89.1 , -  9,822 , + 89,73240.2
113/09/03,104 台北二,FD1 花胡瓜  ,82.0 ,56.5 ,27.7 ,55.9 , - 12,"19,172 ", + 64,1071714.8
113/09/03,104 台北二,FE0 冬瓜 其他 ,35.0 ,35.0 ,35.0 ,35.0 , + 10,60 , -  6,2100
113/09/03,104 台北二,FE1 冬瓜 白皮 ,30.0 ,23.8 ,16.9 ,23.6 , -  6,"5,502 ", + 79,129847.2
113/09/03,104 台北二,FF0 絲瓜 其他 ,41.8 ,32.8 ,23.8 ,32.8 , +  3,"2,263 ", + 28,74226.4
113/09/03,104 台北二,FF1 絲瓜  ,48.9 ,36.2 ,24.1 ,36.3 , +  5,"15,255 ", + 31,553756.5
113/09/03,104 台北二,FF2 絲瓜 角瓜 ,57.6 ,45.0 ,33.6 ,45.2 , - 28,462 , +295,20882.4
113/09/03,104 台北二,FF4 絲瓜 長絲瓜 ,38.7 ,25.1 ,20.4 ,26.9 , + 20,264 , + 33,7101.6
113/09/03,104 台北二,FG0 苦瓜 其他 ,74.7 ,60.0 ,35.6 ,58.0 , +  4,"1,775 ", + 38,102950
113/09/03,104 台北二,FG1 苦瓜 白大米 ,103.8 ,72.1 ,47.4 ,73.5 , -  5,"4,384 ", + 23,322224
113/09/03,104 台北二,FG3 苦瓜 山苦瓜 ,190.0 ,190.0 ,190.0 ,190.0 , + 15,14 ,    0,2660
113/09/03,104 台北二,FG4 苦瓜 翠綠 ,61.9 ,50.8 ,39.1 ,50.7 , +  3,795 , + 42,40306.5
