蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/04/01 ~ 113/04/30 (農曆:113/02/23 ~ 113/03/22),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/04/02,104 台北二,FH1 扁蒲 長形 ,5.0 ,5.0 ,5.0 ,5.0 ,  -  ,20 ,  -  ,100
113/04/02,104 台北二,FH3 扁蒲 花蒲 ,14.8 ,9.6 ,5.5 ,9.8 , - 27,"2,736 ", + 63,26812.8
113/04/02,104 台北二,FH4 扁蒲 梨子蒲 ,20.0 ,14.8 ,9.4 ,14.8 , - 22,"4,979 ", + 92,73689.2
113/04/02,104 台北二,FI0 茄子 其他 ,20.0 ,17.8 ,5.0 ,15.6 , + 54,69 , - 53,1076.4
113/04/02,104 台北二,FI1 茄子 胭脂茄 ,20.0 ,15.1 ,7.7 ,14.6 , + 46,527 , +225,7694.2
113/04/02,104 台北二,FI2 茄子 麻荸茄 ,41.7 ,22.3 ,9.4 ,23.6 , +  9,"7,961 ", + 35,187879.6
113/04/02,104 台北二,FI3 茄子 日本種 ,17.3 ,7.9 ,5.4 ,9.3 , -  2,485 , +110,4510.5
113/04/02,104 台北二,FJ0 番茄 其他 ,20.0 ,19.0 ,18.0 ,19.0 , + 90,20 , + 82,380
113/04/02,104 台北二,FJ1 番茄 黑柿 ,28.5 ,13.3 ,6.4 ,15.0 , + 10,"2,643 ", + 58,39645
113/04/02,104 台北二,FJ2 番茄 粉柿 ,35.0 ,30.0 ,25.0 ,30.0 ,  -  ,30 ,  -  ,900
113/04/02,104 台北二,FJ3 番茄 牛番茄 ,29.8 ,15.6 ,5.3 ,16.4 , -  2,"22,440 ", + 51,368016
113/04/02,104 台北二,FK3 甜椒 新香 ,16.0 ,11.8 ,5.8 ,11.4 , + 58,183 , - 64,2086.2
113/04/02,104 台北二,FK4 甜椒 彩色種 ,79.6 ,42.7 ,19.0 ,45.3 , + 48,"2,841 ", + 62,128697.3
113/04/02,104 台北二,FK5 甜椒 青椒 ,31.7 ,17.5 ,4.8 ,17.8 , + 68,"3,545 ", - 26,63101
113/04/02,104 台北二,FK6 甜椒 水果彩椒 ,180.0 ,124.4 ,35.9 ,117.8 , + 64,192 , - 41,22617.6
113/04/02,104 台北二,FL1 豌豆 白花 ,60.0 ,60.0 ,60.0 ,60.0 , + 50,50 , - 80,3000
113/04/02,104 台北二,FL2 豌豆 紅花 ,130.0 ,75.8 ,35.2 ,78.5 , - 18,263 , + 12,20645.5
113/04/02,104 台北二,FL3 豌豆 豆莢 ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,6 ,  -  ,300
113/04/02,104 台北二,FL5 豌豆 豌豆苗 ,150.0 ,107.4 ,100.0 ,114.4 , - 18,190 , -  8,21736
113/04/02,104 台北二,FL6 豌豆 甜豌豆 ,102.5 ,53.6 ,28.5 ,58.4 , -  7,"1,200 ", + 35,70080
113/04/02,104 台北二,FM1 菜豆 白色 ,20.0 ,20.0 ,20.0 ,20.0 ,  -  ,45 ,  -  ,900
113/04/02,104 台北二,FM2 菜豆 青色 ,64.4 ,47.0 ,26.1 ,46.3 , -  2,"1,076 ", + 64,49818.8
113/04/02,104 台北二,FN1 敏豆 白豆 ,106.4 ,48.6 ,17.2 ,53.9 , +  3,"5,699 ", + 26,307176.1
113/04/02,104 台北二,FN4 敏豆 翼豆 ,75.0 ,75.0 ,62.9 ,72.6 , + 21,29 , +  7,2105.4
113/04/02,104 台北二,FN5 敏豆 醜豆 ,46.1 ,23.8 ,13.0 ,26.1 , -  7,"2,415 ", -  5,63031.5
113/04/02,104 台北二,FP1 萊豆 豆莢 ,48.7 ,38.2 ,26.4 ,37.9 , + 46,382 , - 60,14477.8
113/04/02,104 台北二,FP2 萊豆 豆仁 ,95.0 ,83.7 ,56.4 ,80.5 , - 15,348 , +100,28014
113/04/02,104 台北二,FP3 鵲豆 肉豆 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,22 , + 47,440
113/04/02,104 台北二,FQ1 毛豆 豆莢 ,60.0 ,40.9 ,33.4 ,43.2 , + 23,374 , -  5,16156.8
113/04/02,104 台北二,FQ2 毛豆 豆仁 ,164.3 ,132.2 ,103.5 ,132.9 , +  2,370 , -  3,49173
113/04/02,104 台北二,FR1 青花苔  ,52.1 ,14.8 ,5.2 ,20.3 , -  9,"10,371 ", +  7,210531.3
113/04/02,104 台北二,FR2 青花苔 青花筍 ,55.0 ,54.5 ,27.8 ,49.3 , - 23,302 , +  7,14888.6
113/04/02,104 台北二,FR9 青花苔 進口 ,75.0 ,42.2 ,13.7 ,43.1 , - 38,760 , +147,32756
113/04/02,104 台北二,FT0 南瓜 其他 ,25.0 ,20.7 ,5.4 ,18.5 , +  2,127 , + 44,2349.5
113/04/02,104 台北二,FT1 南瓜 木瓜形 ,21.2 ,17.3 ,12.9 ,17.2 ,    0,"7,484 ", + 26,128724.8
113/04/02,104 台北二,FT2 南瓜 圓形 ,27.4 ,19.8 ,15.7 ,20.5 , + 10,"1,358 ", + 81,27839
113/04/02,104 台北二,FT3 南瓜 黃如意 ,30.0 ,30.0 ,30.0 ,30.0 , + 13,86 , + 51,2580
113/04/02,104 台北二,FT5 南瓜 青如意 ,37.7 ,18.8 ,9.4 ,20.7 , + 22,"4,705 ", + 22,97393.5
113/04/02,104 台北二,FT6 南瓜 東昇 ,37.9 ,30.7 ,30.0 ,32.0 , + 60,194 , +921,6208
113/04/02,104 台北二,FT7 南瓜 栗子 ,42.2 ,22.6 ,12.3 ,24.4 , +  6,"2,594 ", + 39,63293.6
113/04/02,104 台北二,FT9 南瓜 進口 ,15.0 ,8.8 ,7.0 ,9.7 , + 67,60 , - 71,582
113/04/02,104 台北二,FU1 隼人瓜  ,12.3 ,8.6 ,5.8 ,8.8 , - 34,"2,464 ", +212,21683.2
113/04/02,104 台北二,FU2 隼人瓜 瓜苗 ,72.3 ,58.7 ,49.0 ,59.5 , +  3,"2,784 ", -  2,165648
113/04/02,104 台北二,FU3 石蓮花  ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,6 ,  -  ,210
113/04/02,104 台北二,FV0 辣椒 其他 ,55.0 ,34.8 ,30.0 ,37.9 , +  2,35 , + 52,1326.5
113/04/02,104 台北二,FV1 辣椒 紅小 ,75.8 ,36.1 ,14.1 ,39.6 , -  6,"1,020 ", + 13,40392
113/04/02,104 台北二,FV2 辣椒 青小 ,45.0 ,39.6 ,24.0 ,37.6 , +  7,42 , - 74,1579.2
113/04/02,104 台北二,FV4 辣椒 朝天椒 ,66.4 ,50.9 ,39.6 ,51.8 , -  5,"1,495 ", -  5,77441
113/04/02,104 台北二,FV6 辣椒 糯米椒 ,95.3 ,66.1 ,39.7 ,66.7 , + 10,377 , +  6,25145.9
113/04/02,104 台北二,FX2 虎豆 福豆 ,60.0 ,55.1 ,33.9 ,51.8 , + 11,164 , + 74,8495.2
113/04/02,104 台北二,FY0 玉米 其他 ,30.0 ,18.8 ,8.0 ,18.9 , + 37,"1,822 ", +  0,34435.8
113/04/02,104 台北二,FY2 玉米 甜硬殼 ,5.0 ,5.0 ,5.0 ,5.0 ,    0,24 , + 71,120
113/04/02,104 台北二,FY4 玉米 玉米筍 ,28.9 ,11.7 ,6.1 ,14.0 , +  4,"1,597 ", + 16,22358
113/04/02,104 台北二,FY5 玉米 糯米黑 ,16.5 ,13.2 ,9.1 ,13.0 , -  7,"8,307 ", + 57,107991
113/04/02,104 台北二,FY6 玉米 甜軟殼 ,20.6 ,13.8 ,9.4 ,14.3 , +  4,"13,016 ", + 39,186128.8
113/04/02,104 台北二,FY7 玉米 糯米白 ,4.0 ,4.0 ,4.0 ,4.0 ,  -  ,54 ,  -  ,216
113/04/02,104 台北二,FY8 玉米 白龍王 ,30.8 ,23.8 ,16.3 ,23.7 , + 35,"3,180 ", +  4,75366
113/04/02,104 台北二,FY9 玉米 進口 ,146.4 ,142.4 ,71.2 ,129.0 , + 12,660 , -  5,85140
113/04/02,104 台北二,FZ2 落花生 熟 ,100.0 ,100.0 ,100.0 ,100.0 ,  -  ,60 ,  -  ,6000
113/04/02,104 台北二,LA0 甘藍 其他 ,12.0 ,12.0 ,12.0 ,12.0 ,  -  ,400 ,  -  ,4800
113/04/02,104 台北二,LA1 甘藍 初秋 ,28.1 ,20.7 ,14.4 ,21.0 , + 25,"63,363 ", - 15,1330623
113/04/02,104 台北二,LA5 甘藍 甘藍心 ,12.7 ,8.5 ,4.4 ,8.5 , + 27,359 , +436,3051.5
113/04/02,104 台北二,LA6 甘藍 甘藍芽 ,68.0 ,51.6 ,30.6 ,50.7 , -  6,230 , + 49,11661
113/04/02,104 台北二,LA7 甘藍 改良尖 ,26.4 ,19.1 ,13.0 ,19.4 , + 80,"5,900 ", - 44,114460
113/04/02,104 台北二,LB12 小白菜 土白菜 未洗,20.3 ,9.6 ,3.8 ,10.6 , + 43,"2,865 ", -  0,30369
113/04/02,104 台北二,LB22 小白菜 蚵仔白 未洗,29.3 ,19.6 ,10.6 ,19.7 , + 17,"10,343 ", + 62,203757.1
113/04/02,104 台北二,LB3 小白菜 奶油白 ,32.9 ,27.2 ,7.8 ,24.5 , - 28,520 , + 53,12740
113/04/02,104 台北二,LB8 小白菜 水耕 ,28.0 ,28.0 ,28.0 ,28.0 , +  2,170 , - 38,4760
113/04/02,104 台北二,LC0 包心白 其他 ,95.0 ,56.5 ,32.7 ,59.4 , - 26,"1,107 ", + 35,65755.8
113/04/02,104 台北二,LC1 包心白 包白 ,27.7 ,19.9 ,9.6 ,19.4 , - 10,"13,500 ", + 58,261900
113/04/02,104 台北二,LC3 包心白 包頭蓮 ,22.0 ,17.4 ,15.0 ,17.8 , - 10,"3,725 ", + 22,66305
113/04/02,104 台北二,LC9 包心白 進口 ,32.0 ,32.0 ,31.0 ,31.8 , +  6,"2,095 ", - 12,66621
113/04/02,104 台北二,LD1 青江白菜 小梗 ,26.9 ,16.6 ,9.0 ,17.2 , + 25,"9,266 ", + 50,159375.2
113/04/02,104 台北二,LD8 青江白菜 水耕 ,22.0 ,22.0 ,22.0 ,22.0 , +  6,144 , - 20,3168
113/04/02,104 台北二,LE1 皇宮菜 小葉 ,66.9 ,41.6 ,26.2 ,43.6 , - 18,566 , + 80,24677.6
113/04/02,104 台北二,LE2 皇宮菜 大葉 ,51.9 ,38.6 ,25.7 ,38.7 , - 25,116 , + 73,4489.2
113/04/02,104 台北二,LF2 蕹菜 小葉 ,34.4 ,16.0 ,4.8 ,17.4 , -  8,"9,852 ", + 31,171424.8
113/04/02,104 台北二,LF3 蕹菜 水蕹菜 ,80.0 ,79.8 ,72.0 ,78.3 , + 17,450 , + 30,35235
113/04/02,104 台北二,LG2 芹菜 白梗 ,70.3 ,27.5 ,14.2 ,33.4 , - 14,"5,052 ", + 48,168736.8
113/04/02,104 台北二,LG3 芹菜 西洋芹菜 ,25.0 ,16.9 ,6.7 ,16.5 , +  4,"1,674 ", + 12,27621
113/04/02,104 台北二,LG4 芹菜 山芹菜 ,25.0 ,25.0 ,25.0 ,25.0 ,  -  ,18 ,  -  ,450
113/04/02,104 台北二,LG5 芹菜 芹菜管 ,54.6 ,20.9 ,8.3 ,25.1 , - 20,"1,072 ", +106,26907.2
113/04/02,104 台北二,LH1 菠菜 圓葉 ,35.9 ,23.5 ,11.5 ,23.6 , + 33,"12,957 ", - 17,305785.2
113/04/02,104 台北二,LH2 菠菜 角葉 ,24.2 ,24.0 ,23.2 ,23.9 , -  0,888 , - 29,21223.2
113/04/02,104 台北二,LI0 萵苣菜 其他 ,126.3 ,84.8 ,39.1 ,84.0 , +115,379 , + 55,31836
113/04/02,104 台北二,LI1 萵苣菜 廣東菜 ,13.0 ,11.6 ,6.6 ,10.9 , + 43,170 , + 67,1853
113/04/02,104 台北二,LI2 萵苣菜 結球萵 ,42.0 ,21.9 ,7.6 ,23.1 , + 18,"3,391 ", + 13,78332.1
113/04/02,104 台北二,LI3 萵苣菜 本島圓葉 ,33.2 ,17.5 ,5.1 ,18.2 , + 25,"2,333 ", + 14,42460.6
113/04/02,104 台北二,LI4 萵苣菜 本島尖葉 ,42.2 ,21.9 ,11.0 ,23.8 , +  9,"1,935 ", + 42,46053
113/04/02,104 台北二,LI5 萵苣菜 油麥菜 ,24.5 ,17.8 ,13.6 ,18.3 , -  1,"12,184 ", + 36,222967.2
113/04/02,104 台北二,LI6 萵苣菜 蘿美 ,49.2 ,18.1 ,9.4 ,22.6 , + 98,654 , - 31,14780.4
113/04/02,104 台北二,LI7 萵苣菜 紅捲綠捲 ,105.0 ,73.2 ,20.0 ,68.9 , -  4,33 , - 11,2273.7
113/04/02,104 台北二,LI8 萵苣菜 水耕 ,40.2 ,28.6 ,19.8 ,29.1 , - 14,"2,955 ", + 43,85990.5
113/04/02,104 台北二,LI9 萵苣菜 進口 ,10.0 ,10.0 ,10.0 ,10.0 ,  -  ,40 ,  -  ,400
113/04/02,104 台北二,LJ1 芥菜 芥菜仁 ,15.0 ,9.5 ,6.0 ,9.9 , +  5,400 , -  5,3960
113/04/02,104 台北二,LJ3 芥菜 大芥菜 ,8.0 ,7.4 ,6.3 ,7.3 , + 14,700 , - 63,5110
113/04/02,104 台北二,LJ4 芥菜 小芥菜 ,29.0 ,18.9 ,5.0 ,18.1 , + 39,500 , - 55,9050
113/04/02,104 台北二,LJ5 芥菜 翡翠娃娃菜 ,49.9 ,34.1 ,28.8 ,36.2 , - 24,428 , - 25,15493.6
113/04/02,104 台北二,LK2 芥藍菜  ,28.0 ,18.0 ,10.0 ,18.4 , + 63,515 , - 51,9476
113/04/02,104 台北二,LK3 芥藍菜 芥藍芽 ,141.8 ,51.1 ,26.4 ,64.3 , - 26,"2,723 ", + 59,175088.9
113/04/02,104 台北二,LL1 茼蒿  ,52.1 ,29.4 ,9.4 ,30.0 , - 15,710 , -  5,21300
113/04/02,104 台北二,LL2 茼蒿 山茼蒿 ,29.0 ,14.2 ,7.4 ,15.8 , -  5,518 , - 39,8184.4
113/04/02,104 台北二,LM1 莧菜 紅莧菜 ,50.0 ,43.3 ,35.0 ,43.0 , + 35,121 , + 10,5203
113/04/02,104 台北二,LM2 莧菜 白莧菜 ,43.6 ,27.8 ,18.2 ,29.0 , + 46,858 , - 24,24882
113/04/02,104 台北二,LN1 油菜  ,15.2 ,10.2 ,6.0 ,10.4 , + 28,"4,170 ", -  0,43368
113/04/02,104 台北二,LN2 油菜 小松菜 ,22.0 ,13.6 ,7.0 ,14.0 , + 94,630 , + 17,8820
113/04/02,104 台北二,LN3 油菜 油菜花 ,30.0 ,30.0 ,30.0 ,30.0 ,    0,40 , - 20,1200
113/04/02,104 台北二,LO1 甘薯葉  ,55.4 ,33.2 ,15.1 ,34.0 , + 78,"5,773 ", - 26,196282
113/04/02,104 台北二,LP1 芫荽  ,130.8 ,68.3 ,29.1 ,73.0 , + 30,925 , - 37,67525
113/04/02,104 台北二,LP2 九層塔  ,85.0 ,45.1 ,13.0 ,46.6 , + 97,"1,061 ", - 25,49442.6
113/04/02,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,48.3 ,34.3 ,17.3 ,33.7 , + 43,747 , - 25,25173.9
113/04/02,104 台北二,LS1 茴香  ,44.0 ,40.0 ,40.0 ,40.8 , - 19,25 , - 68,1020
113/04/02,104 台北二,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,100 ,    0,5000
113/04/02,104 台北二,LT3 海菜 水蓮 ,144.1 ,114.1 ,82.2 ,113.7 , +  8,681 , +  3,77429.7
113/04/02,104 台北二,LV1 巴西利  ,18.0 ,17.1 ,6.7 ,15.2 , - 19,72 , + 60,1094.4
113/04/02,104 台北二,LX1 蕨菜 過貓 ,53.1 ,49.9 ,46.4 ,49.8 , -  5,146 , +342,7270.8
113/04/02,104 台北二,LX2 蕨菜 山蘇 ,120.0 ,114.9 ,83.8 ,109.7 , + 19,101 , + 10,11079.7
113/04/02,104 台北二,LZ2 藤川七 川七葉 ,47.6 ,29.1 ,22.0 ,31.4 , - 14,197 , + 30,6185.8
113/04/02,104 台北二,MA0 洋菇 其他 ,117.2 ,53.0 ,53.0 ,65.8 ,  -  ,12 ,  -  ,789.6
113/04/02,104 台北二,MA1 洋菇  ,163.8 ,150.0 ,140.8 ,150.9 , +  8,87 , +263,13128.3
113/04/02,104 台北二,MA2 洋菇 盒裝 ,295.4 ,276.3 ,216.5 ,268.2 , + 58,224 , - 21,60076.8
113/04/02,104 台北二,MB1 草菇  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,25 , +150,2750
113/04/02,104 台北二,MC1 濕木耳  ,89.7 ,32.6 ,10.9 ,39.7 , -  4,"1,095 ", +  4,43471.5
113/04/02,104 台北二,MD1 濕香菇  ,118.0 ,63.2 ,30.2 ,67.6 , +  3,"1,782 ", - 14,120463.2
113/04/02,104 台北二,ME1 金絲菇 金針菇 ,44.5 ,24.7 ,14.8 ,26.7 , +  3,"1,136 ", - 13,30331.2
113/04/02,104 台北二,ME2 金絲菇 盒裝 ,28.4 ,24.2 ,21.0 ,24.4 , + 13,"1,818 ", -  4,44359.2
113/04/02,104 台北二,MF1 蠔菇 鮑魚菇 ,91.9 ,52.5 ,45.0 ,58.9 , - 33,104 , +189,6125.6
113/04/02,104 台北二,MG1 巴西蘑菇  ,275.0 ,275.0 ,275.0 ,275.0 ,  -  ,16 ,  -  ,4400
113/04/02,104 台北二,MI1 秀珍菇  ,107.0 ,107.0 ,107.0 ,107.0 , +  9,207 , -  2,22149
113/04/02,104 台北二,MJ1 杏鮑菇  ,80.5 ,42.8 ,10.9 ,44.0 , +  6,"4,051 ", +  7,178244
113/04/02,104 台北二,MK1 鴻喜菇  ,201.8 ,89.1 ,80.0 ,109.8 , -  8,114 , - 36,12517.2
113/04/02,104 台北二,MK2 鴻喜菇 盒裝 ,195.7 ,173.3 ,170.0 ,177.1 , +  7,180 , + 15,31878
113/04/02,104 台北二,ML2 珊瑚菇 盒裝 ,70.0 ,70.0 ,70.0 ,70.0 , -  7,2 ,    0,140
113/04/02,104 台北二,MN1 柳松菇  ,115.8 ,112.6 ,110.0 ,112.7 , -  4,33 , - 60,3719.1
113/04/02,104 台北二,MX1 其他菇類  ,198.7 ,118.7 ,29.3 ,116.8 , - 12,490 , + 30,57232
113/04/02,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 , +  4,700 , - 33,24500
113/04/02,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,240 , - 55,7200
113/04/02,104 台北二,OD1 蘿蔔乾  ,30.0 ,30.0 ,30.0 ,30.0 , - 10,40 , - 71,1200
113/04/02,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
113/04/02,104 台北二,OX1 其他  ,70.5 ,29.1 ,11.7 ,33.9 , +  6,"4,197 ", -  7,142278.3
113/04/02,104 台北二,SA32 蘿蔔 矸仔 未洗,14.8 ,12.6 ,8.5 ,12.2 , + 45,"20,333 ", -  6,248062.6
113/04/02,104 台北二,SA42 蘿蔔 櫻桃 未洗,179.4 ,10.0 ,10.0 ,43.9 ,  -  ,62 ,  -  ,2721.8
113/04/02,104 台北二,SA6 蘿蔔 白玉蘿蔔 ,45.0 ,45.0 ,45.0 ,45.0 ,  -  ,60 ,  -  ,2700
113/04/02,104 台北二,SA7 蘿蔔 甜菜根 ,17.4 ,9.0 ,4.0 ,9.7 , +  4,205 , + 19,1988.5
113/04/02,104 台北二,SB1 胡蘿蔔 未洗 ,11.8 ,7.6 ,5.5 ,8.0 ,    0,864 , + 16,6912
113/04/02,104 台北二,SB2 胡蘿蔔 清洗 ,10.5 ,6.8 ,3.4 ,6.8 , + 21,"11,690 ", +  1,79492
113/04/02,104 台北二,SC1 馬鈴薯 本產 ,29.3 ,22.4 ,10.5 ,21.4 , +  9,"5,208 ", + 29,111451.2
113/04/02,104 台北二,SC9 馬鈴薯 進口 ,53.9 ,31.0 ,10.8 ,31.6 , - 47,"1,329 ", +999,41996.4
113/04/02,104 台北二,SD1 洋蔥 本產 ,14.2 ,11.2 ,7.3 ,11.0 , +  5,"10,407 ", + 32,114477
113/04/02,104 台北二,SD9 洋蔥 進口 ,46.5 ,40.0 ,36.2 ,40.5 , + 18,"4,632 ", +999,187596
113/04/02,104 台北二,SE1 青蔥 日蔥 ,93.9 ,63.4 ,28.4 ,62.5 , +  9,"1,382 ", + 51,86375
113/04/02,104 台北二,SE3 青蔥 大蔥 ,8.0 ,8.0 ,8.0 ,8.0 , - 68,20 , - 50,160
113/04/02,104 台北二,SE5 青蔥 紅蔥頭 ,70.0 ,55.5 ,31.5 ,53.6 , +  9,260 , - 17,13936
113/04/02,104 台北二,SE6 青蔥 粉蔥 ,43.1 ,30.5 ,11.8 ,29.3 , +  2,"12,284 ", + 26,359921.2
113/04/02,104 台北二,SF1 韭菜 白頭 ,60.0 ,53.0 ,44.0 ,52.6 , + 49,784 , -  9,41238.4
113/04/02,104 台北二,SF2 韭菜 韭菜黃 ,141.7 ,118.5 ,87.7 ,117.0 , -  4,465 , +135,54405
113/04/02,104 台北二,SF3 韭菜 韭菜花 ,109.3 ,90.7 ,75.1 ,91.3 , + 18,417 , + 31,38072.1
113/04/02,104 台北二,SF4 韭菜 青頭 ,57.0 ,46.7 ,38.9 ,47.2 , + 66,998 , - 25,47105.6
113/04/02,104 台北二,SG2 大蒜 軟梗 ,74.7 ,44.6 ,12.6 ,44.2 , -  2,"3,580 ", + 27,158236
113/04/02,104 台北二,SG5 大蒜 蒜頭 ,79.2 ,61.7 ,48.6 ,62.6 , -  4,"2,060 ", -  1,128956
113/04/02,104 台北二,SG6 大蒜 蒜仁 ,125.0 ,125.0 ,123.0 ,124.6 , +  0,"1,314 ", + 35,163724.4
113/04/02,104 台北二,SG7 大蒜 蒜瓣 ,230.0 ,197.3 ,100.2 ,184.4 , + 22,172 , - 21,31716.8
113/04/02,104 台北二,SH4 竹筍 孟宗筍 ,150.0 ,116.1 ,70.0 ,113.6 , -  3,110 , + 38,12496
113/04/02,104 台北二,SH5 竹筍 烏殼綠 ,74.8 ,53.0 ,19.3 ,50.6 , -  3,"5,402 ", + 68,273341.2
113/04/02,104 台北二,SH7 竹筍 去殼 ,28.2 ,20.4 ,18.1 ,21.5 , - 37,260 , +333,5590
113/04/02,104 台北二,SI1 萵苣莖  ,14.8 ,11.5 ,7.1 ,11.3 , + 69,580 , - 37,6554
113/04/02,104 台北二,SJ2 芋 檳榔心芋 ,85.8 ,71.2 ,51.4 ,70.2 , - 12,"1,168 ", + 30,81993.6
113/04/02,104 台北二,SJ3 芋 里芋 ,40.0 ,39.6 ,35.0 ,38.8 , - 27,100 , + 18,3880
113/04/02,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,136 , + 89,9520
113/04/02,104 台北二,SL1 豆薯  ,22.4 ,19.4 ,12.0 ,18.5 , + 19,775 , + 18,14337.5
113/04/02,104 台北二,SM9 牛蒡 進口 ,35.0 ,16.3 ,13.0 ,19.4 , + 17,400 , + 67,7760
113/04/02,104 台北二,SN1 蓮藕  ,65.0 ,65.0 ,49.6 ,61.9 , + 64,130 , - 28,8047
113/04/02,104 台北二,SN2 蓮藕 蓮子 ,450.0 ,450.0 ,450.0 ,450.0 ,  -  ,9 ,  -  ,4050
113/04/02,104 台北二,SO0 甘薯 其他 ,72.5 ,25.4 ,4.0 ,30.5 , - 29,555 , +118,16927.5
113/04/02,104 台北二,SO1 甘薯 臺農57號 ,36.1 ,25.3 ,9.1 ,24.2 , + 75,"1,818 ", -  6,43995.6
113/04/02,104 台北二,SO3 甘薯 臺農66號 ,49.4 ,19.4 ,8.0 ,23.1 , + 32,"1,895 ", - 32,43774.5
113/04/02,104 台北二,SP0 薑 其他 ,40.0 ,32.7 ,20.0 ,31.6 , +  5,121 , + 59,3823.6
113/04/02,104 台北二,SP1 薑 老薑 ,72.1 ,47.4 ,11.6 ,45.2 , + 25,"1,295 ", +  3,58534
113/04/02,104 台北二,SP2 薑 嫩薑 ,130.0 ,130.0 ,120.0 ,128.0 , + 39,90 , - 61,11520
113/04/02,104 台北二,SP3 薑 粉薑 ,61.4 ,51.2 ,50.0 ,53.0 , +  0,666 , + 41,35298
113/04/02,104 台北二,SP4 薑 竹薑 ,16.0 ,16.0 ,16.0 ,16.0 ,  -  ,60 ,  -  ,960
113/04/02,104 台北二,SP5 薑 薑黃 ,85.0 ,85.0 ,85.0 ,85.0 , +105,21 , - 22,1785
113/04/02,104 台北二,SQ1 茭白筍 帶殼 ,88.8 ,65.3 ,42.2 ,65.4 , +  1,"1,740 ", + 31,113796
113/04/02,104 台北二,SQ3 茭白筍 去殼 ,218.7 ,150.2 ,58.7 ,145.6 , -  2,"1,203 ", + 39,175156.8
113/04/02,104 台北二,SR3 菱角 去殼 ,100.0 ,100.0 ,100.0 ,100.0 ,  -  ,36 ,  -  ,3600
113/04/02,104 台北二,SS1 大心菜 帶葉 ,25.0 ,20.7 ,14.3 ,20.3 , - 19,210 , +262,4263
113/04/02,104 台北二,SU2 薯蕷 白薯蕷 ,46.5 ,36.9 ,20.9 ,35.6 , + 12,"1,748 ", -  7,62228.8
113/04/02,104 台北二,SV1 蘆筍 白蘆筍 ,120.0 ,119.3 ,100.0 ,115.6 , - 47,9 , + 50,1040.4
113/04/02,104 台北二,SV2 蘆筍 綠蘆筍 ,153.2 ,97.7 ,67.1 ,102.7 , - 20,"1,670 ", + 61,171509
113/04/02,104 台北二,SV3 蘆筍 蘆筍花 ,146.8 ,119.1 ,101.2 ,121.0 , + 18,53 , + 96,6413
