蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,114/02/01 ~ 114/02/28 (農曆:114/01/04 ~ 114/02/01),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
114/02/03,104 台北二,FI0 茄子 其他 ,40.3 ,22.7 ,20.0 ,25.7 , +114,137 , +585,3520.9
114/02/03,104 台北二,FI1 茄子 胭脂茄 ,74.0 ,71.6 ,70.0 ,71.8 , +139,135 , +238,9693
114/02/03,104 台北二,FI2 茄子 麻荸茄 ,80.2 ,58.1 ,32.8 ,57.4 , +184,"2,402 ", +168,137874.8
114/02/03,104 台北二,FI3 茄子 日本種 ,35.9 ,25.0 ,8.6 ,23.9 , + 43,262 , + 40,6261.8
114/02/03,104 台北二,FJ1 番茄 黑柿 ,53.0 ,31.9 ,17.3 ,33.2 , + 71,"2,949 ", +174,97906.8
114/02/03,104 台北二,FJ3 番茄 牛番茄 ,94.2 ,54.8 ,18.1 ,55.4 , + 32,"16,304 ", +162,903241.6
114/02/03,104 台北二,FK3 甜椒 新香 ,45.0 ,24.5 ,20.0 ,27.7 ,  -  ,26 ,  -  ,720.2
114/02/03,104 台北二,FK4 甜椒 彩色種 ,107.4 ,87.0 ,60.9 ,85.8 , +  9,"3,794 ", +310,325525.2
114/02/03,104 台北二,FK5 甜椒 青椒 ,62.2 ,45.8 ,29.6 ,45.8 , + 72,"2,275 ", + 76,104195
114/02/03,104 台北二,FK6 甜椒 水果彩椒 ,220.0 ,150.6 ,75.5 ,149.4 ,  -  ,219 ,  -  ,32718.6
114/02/03,104 台北二,FL1 豌豆 白花 ,55.3 ,32.9 ,30.0 ,36.8 , - 40,455 , +579,16744
114/02/03,104 台北二,FL2 豌豆 紅花 ,80.0 ,68.7 ,39.6 ,65.2 , - 22,838 , - 29,54637.6
114/02/03,104 台北二,FL3 豌豆 豆莢 ,71.2 ,53.8 ,40.0 ,54.5 , +118,80 , + 63,4360
114/02/03,104 台北二,FL5 豌豆 豌豆苗 ,161.4 ,89.5 ,23.0 ,90.6 , -  8,687 , - 11,62242.2
114/02/03,104 台北二,FL6 豌豆 甜豌豆 ,71.3 ,42.7 ,29.0 ,45.7 , - 13,"1,676 ", - 33,76593.2
114/02/03,104 台北二,FL9 豌豆 進口 ,140.0 ,110.0 ,80.0 ,110.0 ,  -  ,80 ,  -  ,8800
114/02/03,104 台北二,FM2 菜豆 青色 ,133.1 ,58.7 ,50.0 ,71.8 , + 88,183 , +129,13139.4
114/02/03,104 台北二,FN1 敏豆 白豆 ,80.5 ,47.8 ,18.1 ,48.4 , -  7,"7,186 ", + 90,347802.4
114/02/03,104 台北二,FN4 敏豆 翼豆 ,70.0 ,70.0 ,70.0 ,70.0 ,  -  ,18 ,  -  ,1260
114/02/03,104 台北二,FN5 敏豆 醜豆 ,60.5 ,31.4 ,14.8 ,33.9 , + 16,"3,509 ", +242,118955.1
114/02/03,104 台北二,FP1 萊豆 豆莢 ,96.9 ,78.0 ,60.0 ,78.2 , +100,519 , +139,40585.8
114/02/03,104 台北二,FP2 萊豆 豆仁 ,105.0 ,99.9 ,71.4 ,95.2 , -  5,186 , +251,17707.2
114/02/03,104 台北二,FP3 鵲豆 肉豆 ,25.0 ,21.7 ,20.0 ,22.0 , + 62,15 , - 48,330
114/02/03,104 台北二,FQ1 毛豆 豆莢 ,80.0 ,55.8 ,30.0 ,55.5 , +178,80 , + 48,4440
114/02/03,104 台北二,FQ2 毛豆 豆仁 ,220.0 ,163.2 ,150.0 ,171.9 ,  -  ,78 ,  -  ,13408.2
114/02/03,104 台北二,FR1 青花苔  ,40.4 ,24.0 ,11.9 ,24.9 , + 68,"11,940 ", -  1,297306
114/02/03,104 台北二,FR2 青花苔 青花筍 ,70.9 ,20.0 ,7.7 ,27.8 , + 26,495 , + 18,13761
114/02/03,104 台北二,FS2 越瓜 白色 ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,20 ,  -  ,800
114/02/03,104 台北二,FT1 南瓜 木瓜形 ,55.2 ,48.4 ,35.0 ,47.1 , + 63,"1,120 ", +493,52752
114/02/03,104 台北二,FT3 南瓜 黃如意 ,43.2 ,30.0 ,30.0 ,32.6 , + 68,76 , - 53,2477.6
114/02/03,104 台北二,FT5 南瓜 青如意 ,40.9 ,18.3 ,5.9 ,20.3 , + 14,"8,288 ", + 89,168246.4
114/02/03,104 台北二,FT7 南瓜 栗子 ,40.0 ,40.0 ,40.0 ,40.0 , + 88,36 , - 56,1440
114/02/03,104 台北二,FT9 南瓜 進口 ,48.1 ,37.7 ,25.1 ,37.2 , + 52,"1,012 ", +406,37646.4
114/02/03,104 台北二,FU1 隼人瓜  ,22.0 ,17.5 ,10.0 ,16.9 , + 69,947 , +999,16004.3
114/02/03,104 台北二,FU2 隼人瓜 瓜苗 ,97.7 ,65.5 ,40.3 ,66.9 , +569,"1,227 ", +582,82086.3
114/02/03,104 台北二,FV0 辣椒 其他 ,240.0 ,61.1 ,10.0 ,86.7 , +767,6 , + 20,520.2
114/02/03,104 台北二,FV1 辣椒 紅小 ,291.9 ,209.7 ,134.6 ,211.1 , + 66,207 , +127,43697.7
114/02/03,104 台北二,FV2 辣椒 青小 ,89.8 ,65.2 ,60.0 ,69.1 , +293,56 , + 51,3869.6
114/02/03,104 台北二,FV4 辣椒 朝天椒 ,115.8 ,97.0 ,73.5 ,96.1 , - 17,"1,509 ", + 94,145014.9
114/02/03,104 台北二,FV6 辣椒 糯米椒 ,104.3 ,55.5 ,29.9 ,60.1 , + 67,297 , + 66,17849.7
114/02/03,104 台北二,FX2 虎豆 福豆 ,64.0 ,50.9 ,19.6 ,47.3 , +127,125 , +150,5912.5
114/02/03,104 台北二,FY0 玉米 其他 ,35.0 ,12.7 ,4.0 ,15.4 , - 14,300 , - 25,4620
114/02/03,104 台北二,FY4 玉米 玉米筍 ,41.5 ,7.4 ,5.0 ,13.7 , +270,"2,105 ", - 10,28838.5
114/02/03,104 台北二,FY5 玉米 糯米黑 ,20.0 ,14.1 ,6.1 ,13.7 , - 48,"6,258 ", +999,85734.6
114/02/03,104 台北二,FY6 玉米 甜軟殼 ,22.5 ,12.5 ,7.6 ,13.5 , - 14,"15,090 ", +264,203715
114/02/03,104 台北二,FY7 玉米 糯米白 ,5.0 ,5.0 ,5.0 ,5.0 ,  -  ,60 ,  -  ,300
114/02/03,104 台北二,FY8 玉米 白龍王 ,24.7 ,13.9 ,6.6 ,14.6 , - 18,"8,220 ", +196,120012
114/02/03,104 台北二,FY9 玉米 進口 ,228.0 ,218.0 ,187.2 ,213.8 , + 95,430 , +  5,91934
114/02/03,104 台北二,LA1 甘藍 初秋 ,13.4 ,10.2 ,6.2 ,10.1 , + 91,"88,783 ", + 49,896708.3
114/02/03,104 台北二,LA4 甘藍 紫色 ,42.0 ,42.0 ,42.0 ,42.0 ,  -  ,36 ,  -  ,1512
114/02/03,104 台北二,LA6 甘藍 甘藍芽 ,37.6 ,19.3 ,5.0 ,20.1 , +302,143 , +297,2874.3
114/02/03,104 台北二,LA7 甘藍 改良尖 ,12.4 ,8.6 ,6.1 ,8.9 , + 56,"25,950 ", - 35,230955
114/02/03,104 台北二,LB1 小白菜 土白菜 ,20.1 ,8.5 ,4.0 ,9.9 , + 83,"1,850 ", +198,18315
114/02/03,104 台北二,LB2 小白菜 蚵仔白 ,16.3 ,7.8 ,4.2 ,8.8 , + 57,"11,642 ", +262,102449.6
114/02/03,104 台北二,LB3 小白菜 奶油白 ,19.6 ,5.1 ,4.0 ,7.8 , + 32,"2,127 ", + 81,16590.6
114/02/03,104 台北二,LB8 小白菜 水耕 ,28.0 ,12.3 ,9.0 ,14.8 , - 24,324 , +  6,4795.2
114/02/03,104 台北二,LC0 包心白 其他 ,88.2 ,43.2 ,12.3 ,46.0 , + 52,"1,601 ", + 38,73646
114/02/03,104 台北二,LC1 包心白 包白 ,11.5 ,6.8 ,4.0 ,7.2 , + 89,"30,820 ", - 10,221904
114/02/03,104 台北二,LC6 包心白 冬白芽 ,65.0 ,47.5 ,25.4 ,46.6 , + 17,279 , - 24,13001.4
114/02/03,104 台北二,LC9 包心白 進口 ,27.8 ,21.5 ,16.0 ,21.6 , +143,"1,854 ", + 37,40046.4
114/02/03,104 台北二,LD1 青江白菜 小梗 ,15.5 ,6.6 ,4.0 ,7.8 , - 18,"11,280 ", +380,87984
114/02/03,104 台北二,LE2 皇宮菜 大葉 ,40.0 ,39.1 ,35.0 ,38.5 , +670,23 , + 28,885.5
114/02/03,104 台北二,LF2 蕹菜 小葉 ,106.4 ,50.5 ,32.8 ,58.1 , + 21,"1,169 ", +145,67918.9
114/02/03,104 台北二,LG2 芹菜 白梗 ,45.4 ,28.5 ,11.4 ,28.5 , + 33,"4,172 ", + 15,118902
114/02/03,104 台北二,LG3 芹菜 西洋芹菜 ,21.9 ,16.1 ,9.1 ,15.9 ,  -  ,"1,420 ",  -  ,22578
114/02/03,104 台北二,LG4 芹菜 山芹菜 ,75.0 ,49.9 ,20.0 ,49.0 ,  -  ,38 ,  -  ,1862
114/02/03,104 台北二,LG5 芹菜 芹菜管 ,42.2 ,22.1 ,10.0 ,23.7 , -  8,"1,983 ", -  7,46997.1
114/02/03,104 台北二,LH1 菠菜 圓葉 ,26.3 ,11.1 ,5.6 ,13.0 , - 35,"18,931 ", +217,246103
114/02/03,104 台北二,LH2 菠菜 角葉 ,28.0 ,28.0 ,25.6 ,27.5 , -  2,765 , + 96,21037.5
114/02/03,104 台北二,LI0 萵苣菜 其他 ,103.1 ,67.5 ,7.9 ,62.7 , - 25,194 , +213,12163.8
114/02/03,104 台北二,LI1 萵苣菜 廣東菜 ,9.7 ,5.6 ,5.0 ,6.3 , + 57,294 , +999,1852.2
114/02/03,104 台北二,LI2 萵苣菜 結球萵 ,46.0 ,31.4 ,14.7 ,31.0 , +120,"3,306 ", + 45,102486
114/02/03,104 台北二,LI3 萵苣菜 本島圓葉 ,36.8 ,14.8 ,7.2 ,17.7 , + 24,676 , +113,11965.2
114/02/03,104 台北二,LI4 萵苣菜 本島尖葉 ,40.3 ,15.9 ,5.0 ,18.6 , - 47,"1,770 ", +203,32922
114/02/03,104 台北二,LI5 萵苣菜 油麥菜 ,9.0 ,5.0 ,4.0 ,5.6 , + 40,"18,119 ", + 80,101466.4
114/02/03,104 台北二,LI6 萵苣菜 蘿美 ,35.6 ,19.1 ,6.8 ,20.0 , - 18,"1,736 ", +288,34720
114/02/03,104 台北二,LI7 萵苣菜 紅捲綠捲 ,50.0 ,50.0 ,50.0 ,50.0 , +900,8 , - 73,400
114/02/03,104 台北二,LI8 萵苣菜 水耕 ,25.4 ,16.6 ,7.0 ,16.4 , - 16,"2,745 ", + 42,45018
114/02/03,104 台北二,LJ1 芥菜 芥菜仁 ,20.0 ,12.0 ,7.0 ,12.6 , + 42,"1,840 ", +  4,23184
114/02/03,104 台北二,LJ3 芥菜 大芥菜 ,18.0 ,7.3 ,4.2 ,8.8 , + 73,"2,966 ", - 82,26100.8
114/02/03,104 台北二,LJ4 芥菜 小芥菜 ,28.0 ,8.4 ,4.2 ,11.5 ,  -  ,667 ,  -  ,7670.5
114/02/03,104 台北二,LJ5 芥菜 翡翠娃娃菜 ,59.0 ,44.8 ,23.0 ,43.2 , - 12,"1,744 ", + 45,75340.8
114/02/03,104 台北二,LK2 芥藍菜  ,26.6 ,12.0 ,5.0 ,13.6 ,  -  ,336 ,  -  ,4569.6
114/02/03,104 台北二,LK3 芥藍菜 芥藍芽 ,43.4 ,20.8 ,8.2 ,22.8 , + 98,"8,621 ", + 15,196558.8
114/02/03,104 台北二,LL1 茼蒿  ,49.1 ,23.8 ,7.1 ,25.5 , - 38,"5,916 ", + 50,150858
114/02/03,104 台北二,LL2 茼蒿 山茼蒿 ,27.2 ,13.2 ,5.4 ,14.4 ,    0,"1,163 ", +117,16747.2
114/02/03,104 台北二,LM2 莧菜 白莧菜 ,60.0 ,26.6 ,13.3 ,30.6 ,  -  ,281 ,  -  ,8598.6
114/02/03,104 台北二,LN1 油菜  ,15.8 ,6.8 ,5.0 ,8.3 , +124,"2,085 ", +353,17305.5
114/02/03,104 台北二,LN2 油菜 小松菜 ,13.0 ,13.0 ,13.0 ,13.0 ,  -  ,100 ,  -  ,1300
114/02/03,104 台北二,LO1 甘薯葉  ,73.5 ,37.8 ,14.2 ,40.2 , + 57,"4,361 ", +119,175312.2
114/02/03,104 台北二,LP1 芫荽  ,60.3 ,28.5 ,8.6 ,30.9 , - 39,"2,621 ", + 30,80988.9
114/02/03,104 台北二,LP2 九層塔  ,105.4 ,61.2 ,11.7 ,60.1 , + 50,"1,744 ", + 75,104814.4
114/02/03,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,90.0 ,36.8 ,25.0 ,45.1 ,  -  ,350 ,  -  ,15785
114/02/03,104 台北二,LS1 茴香  ,33.7 ,19.1 ,10.1 ,20.2 , - 64,321 , +683,6484.2
114/02/03,104 台北二,LT2 海菜 海帶 ,60.0 ,50.5 ,50.0 ,52.3 , +  5,130 , + 30,6799
114/02/03,104 台北二,LT3 海菜 水蓮 ,145.9 ,138.6 ,106.8 ,133.7 , + 34,654 , + 58,87439.8
114/02/03,104 台北二,LV1 巴西利  ,160.0 ,160.0 ,160.0 ,160.0 , +999,15 , + 50,2400
114/02/03,104 台北二,LX1 蕨菜 過貓 ,60.0 ,55.5 ,55.0 ,56.3 ,  -  ,66 ,  -  ,3715.8
114/02/03,104 台北二,LZ2 藤川七 川七葉 ,77.1 ,70.0 ,62.9 ,70.0 ,  -  ,105 ,  -  ,7350
114/02/03,104 台北二,MA1 洋菇  ,150.0 ,144.2 ,118.8 ,140.2 , +100,160 , +540,22432
114/02/03,104 台北二,MA2 洋菇 盒裝 ,307.6 ,253.8 ,160.2 ,245.8 , + 49,540 , - 24,132732
114/02/03,104 台北二,MC1 濕木耳  ,125.0 ,123.1 ,85.0 ,115.9 , +101,119 , + 32,13792.1
114/02/03,104 台北二,MD1 濕香菇  ,178.0 ,163.8 ,91.0 ,152.1 , -  3,603 , - 48,91716.3
114/02/03,104 台北二,ME1 金絲菇 金針菇 ,99.7 ,66.6 ,40.0 ,67.9 , - 30,"1,190 ", +167,80801
114/02/03,104 台北二,ME2 金絲菇 盒裝 ,69.7 ,60.0 ,59.0 ,61.7 , - 27,"1,821 ", +999,112355.7
114/02/03,104 台北二,MF1 蠔菇 鮑魚菇 ,70.0 ,70.0 ,70.0 ,70.0 , + 17,18 , - 10,1260
114/02/03,104 台北二,MG1 巴西蘑菇  ,275.0 ,275.0 ,275.0 ,275.0 ,  -  ,6 ,  -  ,1650
114/02/03,104 台北二,MI1 秀珍菇  ,117.0 ,116.4 ,108.0 ,114.9 , + 14,228 , + 95,26197.2
114/02/03,104 台北二,MJ1 杏鮑菇  ,128.9 ,73.0 ,29.4 ,75.5 , + 44,"2,346 ", +223,177123
114/02/03,104 台北二,MJ2 杏鮑菇 盒裝 ,130.0 ,130.0 ,130.0 ,130.0 ,    0,20 ,    0,2600
114/02/03,104 台北二,MK1 鴻喜菇  ,293.7 ,180.5 ,172.2 ,201.5 , -  5,135 , +125,27202.5
114/02/03,104 台北二,MK2 鴻喜菇 盒裝 ,350.0 ,350.0 ,350.0 ,350.0 ,  -  ,15 ,  -  ,5250
114/02/03,104 台北二,ML1 珊瑚菇  ,120.0 ,73.3 ,60.0 ,80.0 , - 33,18 , +500,1440
114/02/03,104 台北二,MN1 柳松菇  ,155.0 ,152.1 ,140.0 ,150.3 , -  2,70 , + 94,10521
114/02/03,104 台北二,MX1 其他菇類  ,275.4 ,105.8 ,60.7 ,130.7 , + 78,528 , + 47,69009.6
114/02/03,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 ,    0,330 , - 59,11550
114/02/03,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 ,    0,240 ,    0,7200
114/02/03,104 台北二,OD1 蘿蔔乾  ,30.0 ,30.0 ,30.0 ,30.0 , - 12,40 , - 82,1200
114/02/03,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
114/02/03,104 台北二,OX1 其他  ,52.9 ,30.0 ,13.6 ,31.3 , +  7,"2,974 ", +  6,93086.2
114/02/03,104 台北二,SA3 蘿蔔 矸仔 ,15.7 ,13.4 ,9.7 ,13.2 , +140,"18,600 ", - 16,245520
114/02/03,104 台北二,SA4 蘿蔔 櫻桃 ,88.6 ,35.0 ,21.6 ,43.0 , +  8,56 , -  3,2408
114/02/03,104 台北二,SA6 蘿蔔 白玉蘿蔔 ,22.0 ,10.3 ,5.0 ,11.6 , - 13,496 , - 12,5753.6
114/02/03,104 台北二,SA7 蘿蔔 甜菜根 ,20.0 ,15.0 ,10.0 ,15.0 ,  -  ,88 ,  -  ,1320
114/02/03,104 台北二,SA9 蘿蔔 進口 ,8.0 ,7.1 ,7.0 ,7.2 ,  -  ,800 ,  -  ,5760
114/02/03,104 台北二,SB1 胡蘿蔔 未洗 ,19.9 ,13.6 ,9.5 ,14.1 , +  5,"2,597 ", +229,36617.7
114/02/03,104 台北二,SB2 胡蘿蔔 清洗 ,35.9 ,24.0 ,15.8 ,24.7 , + 49,"7,250 ", +116,179075
114/02/03,104 台北二,SC1 馬鈴薯 本產 ,36.8 ,30.9 ,27.3 ,31.3 ,  -  ,"3,888 ",  -  ,121694.4
114/02/03,104 台北二,SC9 馬鈴薯 進口 ,60.0 ,39.6 ,18.0 ,39.4 , -  4,423 , +  5,16666.2
114/02/03,104 台北二,SD1 洋蔥 本產 ,33.4 ,29.8 ,15.3 ,27.6 , -  7,"1,860 ", +171,51336
114/02/03,104 台北二,SD9 洋蔥 進口 ,37.3 ,31.0 ,26.5 ,31.4 , -  4,"7,948 ", +249,249567.2
114/02/03,104 台北二,SE1 青蔥 日蔥 ,250.0 ,250.0 ,250.0 ,250.0 , + 86,35 , - 63,8750
114/02/03,104 台北二,SE4 青蔥 珠蔥 ,40.0 ,28.8 ,20.0 ,29.3 , - 33,166 , +  6,4863.8
114/02/03,104 台北二,SE5 青蔥 紅蔥頭 ,130.0 ,123.0 ,76.4 ,115.1 , +154,357 , +198,41090.7
114/02/03,104 台北二,SE6 青蔥 粉蔥 ,79.1 ,57.1 ,19.0 ,53.8 , - 13,"10,600 ", + 68,570280
114/02/03,104 台北二,SF1 韭菜 白頭 ,130.0 ,120.5 ,93.3 ,116.9 ,  -  ,380 ,  -  ,44422
114/02/03,104 台北二,SF2 韭菜 韭菜黃 ,230.0 ,230.0 ,230.0 ,230.0 ,    0,36 , - 40,8280
114/02/03,104 台北二,SF3 韭菜 韭菜花 ,215.0 ,159.0 ,150.0 ,168.4 , - 18,68 , + 70,11451.2
114/02/03,104 台北二,SF4 韭菜 青頭 ,127.1 ,87.0 ,68.4 ,91.3 , +102,687 , +152,62723.1
114/02/03,104 台北二,SG2 大蒜 軟梗 ,118.3 ,79.9 ,37.3 ,79.1 , - 24,"3,908 ", -  3,309122.8
114/02/03,104 台北二,SG6 大蒜 蒜仁 ,180.6 ,180.0 ,180.0 ,180.1 ,  -  ,"1,467 ",  -  ,264206.7
114/02/03,104 台北二,SG7 大蒜 蒜瓣 ,240.0 ,240.0 ,240.0 ,240.0 , + 14,96 , +  7,23040
114/02/03,104 台北二,SH4 竹筍 孟宗筍 ,320.0 ,293.3 ,172.2 ,274.4 ,  -  ,90 ,  -  ,24696
114/02/03,104 台北二,SH5 竹筍 烏殼綠 ,90.7 ,63.8 ,47.9 ,66.0 ,  -  ,479 ,  -  ,31614
114/02/03,104 台北二,SH7 竹筍 去殼 ,65.0 ,65.0 ,65.0 ,65.0 ,  -  ,20 ,  -  ,1300
114/02/03,104 台北二,SI1 萵苣莖  ,20.7 ,15.9 ,7.6 ,15.2 , +198,"1,632 ", - 14,24806.4
114/02/03,104 台北二,SJ2 芋 檳榔心芋 ,74.2 ,59.1 ,42.8 ,58.8 ,  -  ,"1,080 ",  -  ,63504
114/02/03,104 台北二,SJ3 芋 里芋 ,34.0 ,28.2 ,20.0 ,27.7 ,  -  ,75 ,  -  ,2077.5
114/02/03,104 台北二,SJ5 芋 芋角 ,82.0 ,80.5 ,80.0 ,80.7 ,  -  ,64 ,  -  ,5164.8
114/02/03,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,  -  ,30 ,  -  ,2100
114/02/03,104 台北二,SL1 豆薯  ,38.3 ,35.4 ,15.8 ,32.1 ,  -  ,390 ,  -  ,12519
114/02/03,104 台北二,SM9 牛蒡 進口 ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,50 ,  -  ,2500
114/02/03,104 台北二,SO0 甘薯 其他 ,26.6 ,23.4 ,15.9 ,22.6 ,  -  ,460 ,  -  ,10396
114/02/03,104 台北二,SO1 甘薯 臺農57號 ,42.8 ,24.6 ,6.1 ,24.6 , + 20,"2,876 ", +999,70749.6
114/02/03,104 台北二,SO2 甘薯 芋仔甘薯 ,30.0 ,23.3 ,13.1 ,22.6 ,  -  ,400 ,  -  ,9040
114/02/03,104 台北二,SO3 甘薯 臺農66號 ,64.8 ,45.3 ,8.6 ,41.9 ,  -  ,775 ,  -  ,32472.5
114/02/03,104 台北二,SP1 薑 老薑 ,81.7 ,70.6 ,60.0 ,70.7 , + 93,522 , +402,36905.4
114/02/03,104 台北二,SP2 薑 嫩薑 ,68.0 ,52.7 ,50.0 ,55.2 ,  -  ,762 ,  -  ,42062.4
114/02/03,104 台北二,SP4 薑 竹薑 ,20.0 ,18.0 ,17.0 ,18.2 ,  -  ,90 ,  -  ,1638
114/02/03,104 台北二,SQ1 茭白筍 帶殼 ,83.1 ,59.0 ,50.0 ,62.0 , +148,240 , +167,14880
114/02/03,104 台北二,SQ3 茭白筍 去殼 ,257.7 ,194.2 ,51.2 ,178.3 , + 21,339 , - 27,60443.7
114/02/03,104 台北二,SS1 大心菜 帶葉 ,18.0 ,5.4 ,4.0 ,7.6 , + 36,"9,312 ", -  1,70771.2
114/02/03,104 台北二,SU2 薯蕷 白薯蕷 ,96.6 ,68.4 ,55.0 ,71.4 , + 59,174 , - 58,12423.6
114/02/03,104 台北二,SV2 蘆筍 綠蘆筍 ,130.0 ,130.0 ,130.0 ,130.0 ,  -  ,4 ,  -  ,520
114/02/03,104 台北二,SV9 蘆筍 進口 ,420.0 ,350.3 ,232.3 ,340.6 , -  0,93 , + 43,31675.8
114/02/03,104 台北二,SW1 球莖甘藍  ,21.6 ,10.9 ,5.0 ,11.9 , + 92,"3,988 ", +362,47457.2
114/02/03,104 台北二,SX0 芽菜類 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,45 , +150,900
114/02/03,104 台北二,SX1 芽菜類 綠豆芽 ,12.0 ,12.0 ,12.0 ,12.0 ,    0,"2,270 ", +112,27240
114/02/03,104 台北二,SX2 芽菜類 黃豆芽 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,319 , +101,6380
114/02/03,104 台北二,SX3 芽菜類 豌豆芽 ,95.0 ,86.1 ,84.5 ,87.5 , -  2,91 , +  8,7962.5
114/02/03,104 台北二,SX4 芽菜類 苜蓿芽 ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,63 ,  -  ,3150
114/02/03,104 台北二,SZ7 晚香玉筍  ,200.0 ,200.0 ,200.0 ,200.0 ,  -  ,2 ,  -  ,400
114/02/03,104 台北二,SZ8 香茅  ,100.0 ,66.4 ,50.0 ,69.8 , + 55,52 , - 37,3629.6
114/02/04,104 台北二,FA0 其他花類  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,10 , +100,1100
114/02/04,104 台北二,FA1 黃秋葵  ,190.0 ,190.0 ,190.0 ,190.0 ,  -  ,2 ,  -  ,380
114/02/04,104 台北二,FB0 花椰菜 其他 ,30.0 ,24.6 ,15.0 ,23.8 , + 35,52 , - 43,1237.6
114/02/04,104 台北二,FB1 花椰菜 青梗 ,36.2 ,19.8 ,7.3 ,20.6 , +  7,"7,111 ", - 47,146486.6
114/02/04,104 台北二,FC1 胡瓜 黑刺 ,22.6 ,13.7 ,7.0 ,14.1 , +  8,"6,124 ", - 25,86348.4
114/02/04,104 台北二,FD0 花胡瓜 其他 ,52.4 ,33.2 ,19.2 ,34.3 , +  8,880 , - 36,30184
114/02/04,104 台北二,FD1 花胡瓜  ,23.1 ,11.2 ,5.0 ,12.3 , - 15,"16,007 ", - 24,196886.1
114/02/04,104 台北二,FE1 冬瓜 白皮 ,30.9 ,19.9 ,13.8 ,20.9 , - 21,"1,131 ", - 41,23637.9
114/02/04,104 台北二,FF1 絲瓜  ,24.7 ,11.4 ,4.8 ,12.7 , - 11,"3,933 ", - 45,49949.1
114/02/04,104 台北二,FF2 絲瓜 角瓜 ,53.9 ,33.4 ,20.9 ,35.0 , - 45,123 , +105,4305
114/02/04,104 台北二,FG0 苦瓜 其他 ,110.3 ,68.2 ,47.6 ,72.5 , - 21,765 , + 60,55462.5
114/02/04,104 台北二,FG1 苦瓜 白大米 ,123.7 ,76.4 ,42.9 ,79.2 , - 14,"1,941 ", + 28,153727.2
114/02/04,104 台北二,FG4 苦瓜 翠綠 ,190.0 ,190.0 ,190.0 ,190.0 , +152,12 , - 74,2280
