蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,114/02/01 ~ 114/02/28 (農曆:114/01/04 ~ 114/02/01),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
114/02/18,220 板橋區,SX3 芽菜類 豌豆芽 ,81.4 ,80.0 ,80.0 ,80.3 , -  1,73 , - 32,5861.9
114/02/18,220 板橋區,SX4 芽菜類 苜蓿芽 ,68.0 ,68.0 ,68.0 ,68.0 , -  7,42 , + 75,2856
114/02/18,220 板橋區,SZ3 金針筍  ,80.0 ,80.0 ,80.0 ,80.0 ,    0,5 ,    0,400
114/02/19,220 板橋區,FA1 黃秋葵  ,150.0 ,100.1 ,55.0 ,101.1 , + 12,38 , - 50,3841.8
114/02/19,220 板橋區,FB1 花椰菜 青梗 ,21.9 ,18.7 ,14.2 ,18.4 , + 10,"7,007 ", - 42,128928.8
114/02/19,220 板橋區,FC1 胡瓜 黑刺 ,25.2 ,23.2 ,18.1 ,22.6 , +  4,"2,016 ", - 30,45561.6
114/02/19,220 板橋區,FD0 花胡瓜 其他 ,42.0 ,40.3 ,38.0 ,40.2 , -  9,66 , + 38,2653.2
114/02/19,220 板橋區,FD1 花胡瓜  ,56.2 ,41.8 ,27.4 ,41.8 , + 13,"2,919 ", - 54,122026.74
114/02/19,220 板橋區,FE1 冬瓜 白皮 ,18.0 ,17.3 ,15.8 ,17.1 , - 22,255 , +723,4360.5
114/02/19,220 板橋區,FF1 絲瓜  ,29.0 ,21.4 ,14.2 ,21.5 , - 13,"1,774 ", - 44,38141
114/02/19,220 板橋區,FG0 苦瓜 其他 ,92.0 ,92.0 ,92.0 ,92.0 , + 67,144 , +860,13248
114/02/19,220 板橋區,FG1 苦瓜 白大米 ,199.3 ,108.8 ,80.0 ,121.1 , + 12,149 , - 72,18043.9
114/02/19,220 板橋區,FH3 扁蒲 花蒲 ,29.6 ,20.9 ,19.5 ,22.3 , +  8,391 , -  8,8719.3
114/02/19,220 板橋區,FH4 扁蒲 梨子蒲 ,7.0 ,7.0 ,7.0 ,7.0 ,  -  ,36 ,  -  ,252
114/02/19,220 板橋區,FI2 茄子 麻荸茄 ,50.7 ,38.2 ,29.9 ,39.1 , +  3,"1,444 ", - 34,56460.4
114/02/19,220 板橋區,FJ1 番茄 黑柿 ,51.1 ,42.0 ,20.2 ,39.4 , +  8,"1,275 ", - 42,50238.94
114/02/19,220 板橋區,FJ3 番茄 牛番茄 ,55.3 ,32.0 ,18.2 ,33.9 , -  4,"4,931 ", - 11,167160.9
114/02/19,220 板橋區,FK3 甜椒 新香 ,35.0 ,24.8 ,10.0 ,23.9 , + 11,54 , + 54,1290.6
114/02/19,220 板橋區,FK4 甜椒 彩色種 ,62.1 ,46.3 ,24.3 ,45.1 , -  4,936 , - 20,42213.6
114/02/19,220 板橋區,FK5 甜椒 青椒 ,54.9 ,29.2 ,14.4 ,31.4 , +  1,"1,201 ", - 33,37711.4
114/02/19,220 板橋區,FK6 甜椒 水果彩椒 ,164.5 ,103.7 ,53.2 ,105.7 , +  0,253 , + 34,26742.1
114/02/19,220 板橋區,FK9 甜椒 進口 ,40.0 ,32.2 ,30.0 ,33.3 , - 67,75 , +275,2497.5
114/02/19,220 板橋區,FL1 豌豆 白花 ,69.1 ,63.2 ,62.0 ,64.2 , + 58,70 , - 47,4494
114/02/19,220 板橋區,FL2 豌豆 紅花 ,73.7 ,65.3 ,57.4 ,65.4 , +  6,313 , - 57,20470.2
114/02/19,220 板橋區,FL3 豌豆 豆莢 ,62.0 ,46.1 ,30.0 ,46.1 , + 28,48 , +  2,2212.8
114/02/19,220 板橋區,FL5 豌豆 豌豆苗 ,43.3 ,22.2 ,15.0 ,25.0 , + 18,517 , - 13,12925
114/02/19,220 板橋區,FL6 豌豆 甜豌豆 ,45.6 ,37.0 ,32.8 ,37.9 , +  5,"1,523 ", - 32,57721.7
114/02/19,220 板橋區,FM2 菜豆 青色 ,51.7 ,49.5 ,46.2 ,49.3 , - 24,363 , + 77,17895.9
114/02/19,220 板橋區,FN1 敏豆 白豆 ,128.9 ,74.8 ,37.8 ,78.2 , - 10,"1,576 ", -  9,123243.2
114/02/19,220 板橋區,FN3 敏豆 粉豆 ,35.0 ,32.3 ,30.0 ,32.4 , + 11,102 , -  3,3304.8
114/02/19,220 板橋區,FN5 敏豆 醜豆 ,79.1 ,47.4 ,29.2 ,50.1 , +  6,494 , + 13,24749.4
114/02/19,220 板橋區,FP1 萊豆 豆莢 ,81.2 ,58.7 ,49.6 ,61.4 , - 13,716 , + 54,43962.4
114/02/19,220 板橋區,FP2 萊豆 豆仁 ,99.0 ,99.0 ,99.0 ,99.0 , - 14,24 , - 56,2376
114/02/19,220 板橋區,FP3 鵲豆 肉豆 ,16.0 ,15.2 ,15.0 ,15.3 , - 16,20 , + 54,306
114/02/19,220 板橋區,FR1 青花苔  ,36.0 ,27.3 ,21.0 ,27.8 , +  3,"4,388 ", - 41,121986.4
114/02/19,220 板橋區,FR2 青花苔 青花筍 ,37.3 ,26.6 ,25.7 ,28.5 , - 39,323 , + 22,9205.5
114/02/19,220 板橋區,FR9 青花苔 進口 ,55.6 ,45.5 ,10.0 ,40.4 , - 28,135 , - 44,5454
114/02/19,220 板橋區,FT1 南瓜 木瓜形 ,37.3 ,30.6 ,21.8 ,30.2 , + 11,"3,266 ", + 18,98633.2
114/02/19,220 板橋區,FT2 南瓜 圓形 ,50.0 ,45.2 ,30.1 ,43.1 , + 48,101 , - 18,4353.1
114/02/19,220 板橋區,FT5 南瓜 青如意 ,51.7 ,27.5 ,8.1 ,28.4 , - 12,"2,000 ", -  4,56800
114/02/19,220 板橋區,FT7 南瓜 栗子 ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,75 ,  -  ,2625
114/02/19,220 板橋區,FT9 南瓜 進口 ,54.4 ,47.8 ,42.9 ,48.1 , -  5,"1,578 ", - 12,75901.8
114/02/19,220 板橋區,FU1 隼人瓜  ,17.0 ,17.0 ,17.0 ,17.0 , +  1,261 , -  5,4437
114/02/19,220 板橋區,FU2 隼人瓜 瓜苗 ,93.2 ,82.3 ,80.0 ,84.0 , +  5,185 , - 20,15540
114/02/19,220 板橋區,FV0 辣椒 其他 ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,12 ,  -  ,420
114/02/19,220 板橋區,FV1 辣椒 紅小 ,66.9 ,51.3 ,25.1 ,49.2 , - 13,296 , - 38,14563.2
114/02/19,220 板橋區,FV4 辣椒 朝天椒 ,77.6 ,74.1 ,59.7 ,71.9 , -  7,598 , +  4,42996.2
114/02/19,220 板橋區,FV5 辣椒 青龍 ,26.0 ,25.3 ,25.0 ,25.4 , +  2,120 , - 28,3048
114/02/19,220 板橋區,FV6 辣椒 糯米椒 ,85.0 ,51.4 ,31.0 ,54.1 , +  8,134 , +294,7249.4
114/02/19,220 板橋區,FV9 辣椒 進口 ,83.3 ,83.3 ,83.3 ,83.3 , -  0,72 , - 27,5997.6
114/02/19,220 板橋區,FX2 虎豆 福豆 ,62.0 ,57.6 ,47.0 ,56.4 , + 61,32 , + 88,1804.8
114/02/19,220 板橋區,FY0 玉米 其他 ,42.7 ,35.1 ,20.3 ,33.7 , -  6,739 , + 27,24904.3
114/02/19,220 板橋區,FY3 玉米 超甜白 ,25.0 ,25.0 ,25.0 ,25.0 , -  7,40 , - 50,1000
114/02/19,220 板橋區,FY4 玉米 玉米筍 ,26.8 ,10.2 ,9.0 ,13.2 , - 21,610 , - 72,8052
114/02/19,220 板橋區,FY5 玉米 糯米黑 ,19.2 ,16.2 ,12.5 ,16.1 , +  7,"3,348 ", - 49,53902.8
114/02/19,220 板橋區,FY6 玉米 甜軟殼 ,26.2 ,17.8 ,11.8 ,18.3 , - 16,"2,320 ", - 32,42456
114/02/19,220 板橋區,FY8 玉米 白龍王 ,35.0 ,34.6 ,29.3 ,33.6 , + 12,"1,080 ", +  6,36288
114/02/19,220 板橋區,FY9 玉米 進口 ,191.7 ,191.7 ,191.7 ,191.7 ,    0,204 , - 43,39106.8
114/02/19,220 板橋區,FZ1 落花生 生 ,35.0 ,34.4 ,32.2 ,34.1 , +  5,390 , - 24,13299
114/02/19,220 板橋區,LA1 甘藍 初秋 ,11.2 ,9.3 ,6.3 ,9.1 , - 13,"55,141 ", -  0,501783.1
114/02/19,220 板橋區,LA2 甘藍 改良種 ,61.0 ,61.0 ,61.0 ,61.0 , +838,412 , - 66,25132
114/02/19,220 板橋區,LA4 甘藍 紫色 ,43.3 ,10.0 ,10.0 ,16.7 ,  -  ,45 ,  -  ,751.5
114/02/19,220 板橋區,LA6 甘藍 甘藍芽 ,34.0 ,25.8 ,15.0 ,25.3 , + 87,156 , - 65,3946.8
114/02/19,220 板橋區,LA7 甘藍 改良尖 ,10.3 ,6.7 ,5.0 ,7.1 , - 30,"25,544 ", -  9,181362.4
114/02/19,220 板橋區,LB1 小白菜 土白菜 ,61.0 ,20.8 ,11.2 ,26.9 , + 76,"1,202 ", - 23,32333.8
114/02/19,220 板橋區,LB2 小白菜 蚵仔白 ,16.0 ,8.0 ,3.1 ,8.6 , -  1,"2,348 ", - 53,20192.8
114/02/19,220 板橋區,LB3 小白菜 奶油白 ,16.8 ,13.0 ,5.0 ,12.1 , - 60,168 , +  6,2032.8
114/02/19,220 板橋區,LC0 包心白 其他 ,60.2 ,22.1 ,15.0 ,28.3 , - 19,312 , + 44,8829.6
114/02/19,220 板橋區,LC1 包心白 包白 ,6.7 ,4.3 ,3.0 ,4.5 ,    0,"15,833 ", - 26,71248.5
114/02/19,220 板橋區,LC3 包心白 包頭蓮 ,7.3 ,6.5 ,3.3 ,6.0 , +  5,"1,600 ", - 69,9600
114/02/19,220 板橋區,LC6 包心白 冬白芽 ,140.0 ,140.0 ,140.0 ,140.0 ,  -  ,8 ,  -  ,1120
114/02/19,220 板橋區,LC9 包心白 進口 ,76.4 ,33.7 ,5.3 ,36.5 , +  0,"1,200 ", - 42,43800
114/02/19,220 板橋區,LD1 青江白菜 小梗 ,15.0 ,9.6 ,4.7 ,9.7 , - 22,"2,656 ", - 26,25763.2
114/02/19,220 板橋區,LE1 皇宮菜 小葉 ,45.0 ,26.4 ,20.0 ,28.9 , - 17,119 , + 78,3439.1
114/02/19,220 板橋區,LE2 皇宮菜 大葉 ,62.0 ,62.0 ,62.0 ,62.0 ,  -  ,8 ,  -  ,496
114/02/19,220 板橋區,LF2 蕹菜 小葉 ,65.4 ,58.7 ,35.9 ,55.5 , - 15,717 , - 34,39793.5
114/02/19,220 板橋區,LG2 芹菜 白梗 ,31.9 ,20.2 ,8.4 ,20.2 , - 15,"2,289 ", - 17,46237.8
114/02/19,220 板橋區,LG3 芹菜 西洋芹菜 ,14.8 ,14.0 ,12.8 ,13.9 , + 11,327 , - 68,4545.3
114/02/19,220 板橋區,LG5 芹菜 芹菜管 ,25.0 ,22.8 ,14.6 ,21.6 , - 64,188 , - 45,4060.8
114/02/19,220 板橋區,LH1 菠菜 圓葉 ,21.8 ,12.5 ,8.6 ,13.6 , -  8,"6,400 ", - 36,87040
114/02/19,220 板橋區,LH2 菠菜 角葉 ,20.0 ,18.2 ,15.0 ,17.9 , - 39,240 , - 18,4296
114/02/19,220 板橋區,LI0 萵苣菜 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,9 , - 50,180
114/02/19,220 板橋區,LI1 萵苣菜 廣東菜 ,5.0 ,3.4 ,3.0 ,3.7 , - 55,30 ,    0,111
114/02/19,220 板橋區,LI2 萵苣菜 結球萵 ,34.1 ,14.5 ,9.3 ,17.4 , + 44,809 , - 44,14076.6
114/02/19,220 板橋區,LI3 萵苣菜 本島圓葉 ,31.0 ,13.8 ,3.6 ,15.2 , +  1,"1,170 ", - 45,17784
114/02/19,220 板橋區,LI4 萵苣菜 本島尖葉 ,31.6 ,18.6 ,12.3 ,19.9 , -  7,658 , - 26,13094.2
114/02/19,220 板橋區,LI5 萵苣菜 油麥菜 ,9.3 ,5.5 ,3.0 ,5.8 , -  6,"7,233 ", - 19,41951.4
114/02/19,220 板橋區,LI6 萵苣菜 蘿美 ,61.0 ,51.8 ,10.3 ,45.3 , +398,497 , - 55,22514.1
114/02/19,220 板橋區,LI7 萵苣菜 紅捲綠捲 ,52.0 ,52.0 ,52.0 ,52.0 ,  -  ,8 ,  -  ,416
114/02/19,220 板橋區,LI8 萵苣菜 水耕 ,36.0 ,27.9 ,25.0 ,28.9 , - 17,240 , +  7,6936
114/02/19,220 板橋區,LJ1 芥菜 芥菜仁 ,10.0 ,7.8 ,5.0 ,7.7 , - 31,"1,747 ", + 19,13451.9
114/02/19,220 板橋區,LJ3 芥菜 大芥菜 ,9.5 ,6.9 ,3.3 ,6.7 , - 14,"4,344 ", - 10,29104.8
114/02/19,220 板橋區,LJ4 芥菜 小芥菜 ,25.0 ,16.8 ,8.0 ,16.7 , -  5,190 , - 35,3173
114/02/19,220 板橋區,LJ5 芥菜 翡翠娃娃菜 ,44.5 ,19.6 ,15.0 ,23.7 , +  3,"2,112 ", - 18,50054.4
114/02/19,220 板橋區,LK2 芥藍菜  ,25.0 ,10.7 ,3.8 ,12.2 , - 18,330 , - 33,4026
114/02/19,220 板橋區,LK3 芥藍菜 芥藍芽 ,76.2 ,55.7 ,31.6 ,55.0 , + 38,775 , - 46,42625
114/02/19,220 板橋區,LL1 茼蒿  ,27.5 ,15.8 ,3.1 ,15.6 , -  3,"1,619 ", - 48,25256.4
114/02/19,220 板橋區,LL2 茼蒿 山茼蒿 ,60.0 ,60.0 ,26.0 ,53.2 , +306,"1,833 ", +245,97515.6
114/02/19,220 板橋區,LN1 油菜  ,23.0 ,19.5 ,9.0 ,18.1 , - 17,"1,306 ", - 13,23638.6
114/02/19,220 板橋區,LN2 油菜 小松菜 ,61.0 ,61.0 ,61.0 ,61.0 , - 17,326 , +816,19886
114/02/19,220 板橋區,LO1 甘薯葉  ,51.8 ,24.0 ,13.7 ,27.5 , -  5,"2,322 ", - 20,63855
114/02/19,220 板橋區,LP1 芫荽  ,52.5 ,36.3 ,26.5 ,37.6 , -  9,223 , - 35,8384.8
114/02/19,220 板橋區,LP2 九層塔  ,77.0 ,51.7 ,27.7 ,52.0 , - 17,325 , - 37,16900
114/02/19,220 板橋區,LQ1 紅鳳菜 紅鳳菜 ,51.7 ,34.0 ,17.1 ,34.1 , + 16,243 , - 57,8286.3
114/02/19,220 板橋區,LS1 茴香  ,42.0 ,40.4 ,34.0 ,39.5 , + 16,47 , + 18,1856.5
114/02/19,220 板橋區,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,18 ,  -  ,900
114/02/19,220 板橋區,LT3 海菜 水蓮 ,132.1 ,109.1 ,90.2 ,109.9 , -  2,366 , - 15,40223.4
114/02/19,220 板橋區,LV1 巴西利  ,88.0 ,88.0 ,88.0 ,88.0 , +129,2 , - 95,202.4
114/02/19,220 板橋區,LZ2 藤川七 川七葉 ,67.0 ,67.0 ,67.0 ,67.0 ,  -  ,10 ,  -  ,670
114/02/19,220 板橋區,MA1 洋菇  ,38.0 ,38.0 ,38.0 ,38.0 , - 30,18 , - 86,684
114/02/19,220 板橋區,MA2 洋菇 盒裝 ,62.7 ,53.4 ,40.4 ,52.7 , + 41,188 , - 70,9907.6
114/02/19,220 板橋區,MB1 草菇  ,46.0 ,46.0 ,46.0 ,46.0 , +  6,6 , - 25,276
114/02/19,220 板橋區,MC0 濕木耳 其他 ,55.0 ,55.0 ,55.0 ,55.0 , + 22,2 ,    0,110
114/02/19,220 板橋區,MC1 濕木耳  ,48.7 ,44.2 ,40.1 ,44.3 , -  2,466 , + 23,20643.8
114/02/19,220 板橋區,MC2 濕木耳 盒裝 ,55.0 ,55.0 ,55.0 ,55.0 , +  6,14 , +133,770
114/02/19,220 板橋區,MD1 濕香菇  ,47.5 ,41.4 ,35.0 ,41.3 , -  4,"1,008 ", -  7,41630.4
114/02/19,220 板橋區,ME1 金絲菇 金針菇 ,22.3 ,19.0 ,18.0 ,19.4 , +  4,982 , +  4,19050.8
114/02/19,220 板橋區,ME2 金絲菇 盒裝 ,23.0 ,22.5 ,22.0 ,22.5 , - 10,24 , - 45,540
114/02/19,220 板橋區,MF1 蠔菇 鮑魚菇 ,58.0 ,49.0 ,43.4 ,49.7 , +  5,147 , +145,7305.9
114/02/19,220 板橋區,MI1 秀珍菇  ,49.0 ,45.5 ,23.2 ,41.8 , -  8,230 , - 21,9614
114/02/19,220 板橋區,MJ1 杏鮑菇  ,46.4 ,37.8 ,13.0 ,34.6 , - 10,"1,743 ", -  6,60307.8
114/02/19,220 板橋區,MK1 鴻喜菇  ,55.0 ,49.2 ,47.5 ,50.0 , -  3,162 , - 32,8100
114/02/19,220 板橋區,MX1 其他菇類  ,52.8 ,36.9 ,25.0 ,37.7 , - 21,147 , +  2,5541.9
114/02/19,220 板橋區,OB1 雪里紅  ,15.0 ,15.0 ,15.0 ,15.0 , +  7,30 , - 17,450
114/02/19,220 板橋區,OX1 其他  ,40.6 ,12.0 ,12.0 ,17.7 , - 18,881 , -  3,15593.7
114/02/19,220 板橋區,SA3 蘿蔔 矸仔 ,9.8 ,6.2 ,3.1 ,6.3 , - 21,"23,615 ", - 10,148774.5
114/02/19,220 板橋區,SA7 蘿蔔 甜菜根 ,10.0 ,10.0 ,10.0 ,10.0 ,  -  ,22 ,  -  ,220
114/02/19,220 板橋區,SA9 蘿蔔 進口 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,940 , +  9,18800
114/02/19,220 板橋區,SB1 胡蘿蔔 未洗 ,19.5 ,12.7 ,7.0 ,12.9 , - 13,"3,046 ", + 16,39293.4
114/02/19,220 板橋區,SB2 胡蘿蔔 清洗 ,12.7 ,9.8 ,7.2 ,9.9 , - 12,"7,357 ", - 13,72834.3
114/02/19,220 板橋區,SC1 馬鈴薯 本產 ,28.1 ,21.2 ,17.0 ,21.7 , -  2,"4,056 ", - 25,88015.2
114/02/19,220 板橋區,SC9 馬鈴薯 進口 ,41.3 ,41.3 ,41.3 ,41.3 , + 20,69 , - 96,2849.7
114/02/19,220 板橋區,SD1 洋蔥 本產 ,23.8 ,20.6 ,12.3 ,19.6 , -  2,"4,422 ", - 42,86671.2
114/02/19,220 板橋區,SD9 洋蔥 進口 ,34.4 ,33.3 ,33.3 ,33.5 , +  6,"1,580 ", - 81,52930
114/02/19,220 板橋區,SE2 青蔥 北蔥 ,30.2 ,24.1 ,22.0 ,24.9 , - 26,"1,502 ", - 35,37399.8
114/02/19,220 板橋區,SE5 青蔥 紅蔥頭 ,63.2 ,54.0 ,54.0 ,55.9 , -  0,149 , + 38,8329.1
114/02/19,220 板橋區,SE6 青蔥 粉蔥 ,81.4 ,56.9 ,26.1 ,55.6 , - 22,"2,620 ", -  1,145666.44
114/02/19,220 板橋區,SF2 韭菜 韭菜黃 ,158.4 ,149.5 ,134.2 ,148.2 , +  3,96 , - 34,14227.2
114/02/19,220 板橋區,SF3 韭菜 韭菜花 ,159.0 ,145.0 ,140.0 ,146.8 , -  6,85 , - 17,12478
114/02/19,220 板橋區,SF4 韭菜 青頭 ,65.0 ,55.8 ,43.0 ,55.1 , -  6,762 , - 17,41986.2
114/02/19,220 板橋區,SG2 大蒜 軟梗 ,77.5 ,50.5 ,15.2 ,48.8 , - 10,"1,460 ", - 14,71248
114/02/19,220 板橋區,SG6 大蒜 蒜仁 ,169.2 ,128.2 ,100.0 ,130.8 , + 29,156 , +  7,20404.8
114/02/19,220 板橋區,SG9 大蒜 進口 ,225.0 ,224.1 ,221.2 ,223.7 , +  0,878 , +  3,196408.6
114/02/19,220 板橋區,SH4 竹筍 孟宗筍 ,185.0 ,185.0 ,185.0 ,185.0 , -  5,40 ,    0,7400
114/02/19,220 板橋區,SH5 竹筍 烏殼綠 ,47.8 ,43.7 ,40.0 ,43.8 , -  8,144 , + 85,6307.2
114/02/19,220 板橋區,SI1 萵苣莖  ,16.2 ,11.8 ,5.4 ,11.4 , - 25,"2,358 ", + 45,26881.2
114/02/19,220 板橋區,SJ2 芋 檳榔心芋 ,62.2 ,52.6 ,50.0 ,54.0 , -  3,"1,236 ", - 21,66744
114/02/19,220 板橋區,SJ3 芋 里芋 ,60.0 ,53.1 ,50.0 ,53.9 , -  8,39 , +  5,2102.1
114/02/19,220 板橋區,SJ5 芋 芋角 ,90.0 ,82.8 ,75.0 ,82.7 , -  1,119 , - 20,9841.3
114/02/19,220 板橋區,SL1 豆薯  ,55.0 ,55.0 ,55.0 ,55.0 , + 72,60 , - 52,3300
114/02/19,220 板橋區,SM9 牛蒡 進口 ,60.0 ,60.0 ,60.0 ,60.0 ,    0,50 , - 67,3000
114/02/19,220 板橋區,SN1 蓮藕  ,20.0 ,20.0 ,20.0 ,20.0 , - 60,30 , - 50,600
114/02/19,220 板橋區,SO1 甘薯 臺農57號 ,23.7 ,19.9 ,15.0 ,19.7 , +  3,"7,035 ", + 36,138589.5
114/02/19,220 板橋區,SO2 甘薯 芋仔甘薯 ,22.0 ,12.9 ,6.4 ,13.4 ,  -  ,175 ,  -  ,2345
114/02/19,220 板橋區,SP0 薑 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,  -  ,396 ,  -  ,7920
114/02/19,220 板橋區,SP1 薑 老薑 ,49.6 ,23.0 ,17.4 ,27.2 , -  9,513 , - 56,13953.6
114/02/19,220 板橋區,SP2 薑 嫩薑 ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,108 ,  -  ,3780
114/02/19,220 板橋區,SQ1 茭白筍 帶殼 ,113.6 ,77.0 ,77.0 ,84.3 , +  3,70 , - 76,5867.28
114/02/19,220 板橋區,SQ3 茭白筍 去殼 ,135.0 ,116.9 ,97.5 ,116.7 , +  5,72 , - 36,8402.4
114/02/19,220 板橋區,SS1 大心菜 帶葉 ,18.0 ,15.0 ,13.3 ,15.3 , -  3,375 , -  5,5737.5
114/02/19,220 板橋區,SU2 薯蕷 白薯蕷 ,49.6 ,37.5 ,30.0 ,38.4 , -  9,465 , - 45,17856
114/02/19,220 板橋區,SV9 蘆筍 進口 ,405.1 ,385.7 ,385.7 ,389.6 , +  4,48 , - 81,18700.8
114/02/19,220 板橋區,SW1 球莖甘藍  ,12.7 ,9.6 ,7.2 ,9.7 , - 14,"4,540 ", - 19,44038
114/02/19,220 板橋區,SX1 芽菜類 綠豆芽 ,13.0 ,11.4 ,11.0 ,11.7 , +  4,"2,925 ", - 34,34224.84
114/02/19,220 板橋區,SX3 芽菜類 豌豆芽 ,84.1 ,81.0 ,81.0 ,81.6 , +  2,31 , - 58,2529.6
114/02/19,220 板橋區,SX4 芽菜類 苜蓿芽 ,66.0 ,66.0 ,66.0 ,66.0 , -  3,12 , - 71,792
114/02/19,220 板橋區,SZ3 金針筍  ,80.0 ,80.0 ,80.0 ,80.0 ,    0,5 ,    0,400
114/02/19,220 板橋區,SZ8 香茅  ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,10 ,  -  ,400
114/02/20,220 板橋區,FA1 黃秋葵  ,140.0 ,132.2 ,130.0 ,133.3 , + 32,15 , - 61,1999.5
114/02/20,220 板橋區,FB0 花椰菜 其他 ,25.0 ,25.0 ,25.0 ,25.0 ,  -  ,12 ,  -  ,300
114/02/20,220 板橋區,FB1 花椰菜 青梗 ,18.8 ,16.2 ,14.6 ,16.4 , - 11,"8,877 ", + 27,145582.8
114/02/20,220 板橋區,FC1 胡瓜 黑刺 ,26.2 ,22.3 ,17.0 ,22.0 , -  3,"2,206 ", +  9,48532
114/02/20,220 板橋區,FD0 花胡瓜 其他 ,100.0 ,35.3 ,31.0 ,47.4 , + 18,38 , - 42,1805.94
114/02/20,220 板橋區,FD1 花胡瓜  ,52.3 ,37.4 ,30.9 ,39.1 , -  6,"3,189 ", +  9,124682.08
114/02/20,220 板橋區,FF0 絲瓜 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,  -  ,60 ,  -  ,1200
114/02/20,220 板橋區,FF1 絲瓜  ,29.8 ,19.1 ,13.5 ,20.1 , -  7,"2,023 ", + 14,40662.3
114/02/20,220 板橋區,FG0 苦瓜 其他 ,66.0 ,66.0 ,66.0 ,66.0 , - 28,15 , - 90,990
114/02/20,220 板橋區,FG1 苦瓜 白大米 ,190.0 ,158.0 ,95.0 ,151.8 , + 25,362 , +143,54951.6
114/02/20,220 板橋區,FH3 扁蒲 花蒲 ,25.7 ,25.0 ,20.3 ,24.2 , +  9,363 , -  7,8784.6
114/02/20,220 板橋區,FH4 扁蒲 梨子蒲 ,20.0 ,20.0 ,20.0 ,20.0 , +186,108 , +200,2160
114/02/20,220 板橋區,FI2 茄子 麻荸茄 ,47.4 ,31.2 ,19.9 ,32.2 , - 18,"1,859 ", + 29,59859.8
114/02/20,220 板橋區,FJ1 番茄 黑柿 ,41.8 ,28.2 ,17.0 ,28.7 , - 27,"1,130 ", - 11,32431
114/02/20,220 板橋區,FJ3 番茄 牛番茄 ,59.1 ,31.4 ,18.0 ,34.3 , +  1,"3,961 ", - 20,135848.58
114/02/20,220 板橋區,FK4 甜椒 彩色種 ,53.4 ,41.0 ,28.7 ,41.0 , -  9,"1,036 ", + 11,42476
114/02/20,220 板橋區,FK5 甜椒 青椒 ,39.5 ,18.5 ,10.6 ,21.1 , - 33,"1,267 ", +  5,26733.7
114/02/20,220 板橋區,FK6 甜椒 水果彩椒 ,156.8 ,85.0 ,52.4 ,92.8 , - 12,205 , - 19,19024
114/02/20,220 板橋區,FL1 豌豆 白花 ,55.0 ,41.0 ,23.4 ,40.3 , - 37,145 , +107,5843.5
114/02/20,220 板橋區,FL2 豌豆 紅花 ,61.6 ,54.7 ,49.5 ,55.0 , - 16,334 , +  7,18370
114/02/20,220 板橋區,FL3 豌豆 豆莢 ,60.0 ,54.9 ,45.7 ,54.1 , + 17,62 , + 29,3354.2
114/02/20,220 板橋區,FL5 豌豆 豌豆苗 ,36.3 ,14.8 ,13.0 ,18.7 , - 25,450 , - 13,8415
114/02/20,220 板橋區,FL6 豌豆 甜豌豆 ,39.6 ,33.6 ,28.0 ,33.7 , - 11,812 , - 47,27364.4
114/02/20,220 板橋區,FL9 豌豆 進口 ,125.0 ,125.0 ,125.0 ,125.0 ,  -  ,4 ,  -  ,500
114/02/20,220 板橋區,FM2 菜豆 青色 ,68.0 ,51.4 ,35.0 ,51.4 , +  4,121 , - 67,6219.4
114/02/20,220 板橋區,FN1 敏豆 白豆 ,139.3 ,76.4 ,39.3 ,81.6 , +  4,"1,066 ", - 32,86985.6
114/02/20,220 板橋區,FN3 敏豆 粉豆 ,39.0 ,38.1 ,38.0 ,38.3 , + 18,64 , - 37,2451.2
114/02/20,220 板橋區,FN5 敏豆 醜豆 ,62.6 ,47.6 ,25.3 ,46.1 , -  8,427 , - 14,19684.7
114/02/20,220 板橋區,FP1 萊豆 豆莢 ,73.5 ,51.8 ,46.3 ,55.1 , - 10,670 , -  6,36917
114/02/20,220 板橋區,FP2 萊豆 豆仁 ,96.0 ,94.9 ,79.8 ,92.1 , -  7,49 , +104,4512.9
114/02/20,220 板橋區,FP3 鵲豆 肉豆 ,15.0 ,15.0 ,15.0 ,15.0 , -  2,13 , - 35,195
114/02/20,220 板橋區,FQ1 毛豆 豆莢 ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,30 ,  -  ,900
114/02/20,220 板橋區,FR1 青花苔  ,35.2 ,26.9 ,18.4 ,26.9 , -  3,"4,439 ", +  1,119409.1
114/02/20,220 板橋區,FR2 青花苔 青花筍 ,43.7 ,32.1 ,23.3 ,32.7 , + 15,426 , + 32,13930.2
