蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/02/01 ~ 113/02/29 (農曆:112/12/22 ~ 113/01/20),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/02/02,104 台北二,FL2 豌豆 紅花 ,121.6 ,78.5 ,61.7 ,83.7 , +  2,872 , - 10,72986.4
113/02/02,104 台北二,FL3 豌豆 豆莢 ,56.2 ,42.1 ,40.0 ,44.5 , + 24,77 , + 71,3426.5
113/02/02,104 台北二,FL5 豌豆 豌豆苗 ,160.0 ,116.6 ,39.6 ,109.8 , + 10,587 , -  1,64452.6
113/02/02,104 台北二,FL6 豌豆 甜豌豆 ,92.1 ,63.2 ,43.5 ,65.0 , -  3,"3,459 ", + 51,224835
113/02/02,104 台北二,FM2 菜豆 青色 ,80.0 ,67.6 ,30.4 ,62.7 , - 14,363 , + 92,22760.1
113/02/02,104 台北二,FN1 敏豆 白豆 ,84.7 ,56.1 ,21.8 ,54.9 , -  2,"7,102 ", + 92,389899.8
113/02/02,104 台北二,FN3 敏豆 粉豆 ,13.0 ,13.0 ,13.0 ,13.0 , - 35,30 , - 40,390
113/02/02,104 台北二,FN4 敏豆 翼豆 ,70.0 ,70.0 ,70.0 ,70.0 , - 10,27 , + 50,1890
113/02/02,104 台北二,FN5 敏豆 醜豆 ,55.9 ,31.3 ,17.2 ,33.4 , -  6,"3,188 ", + 61,106479.2
113/02/02,104 台北二,FP1 萊豆 豆莢 ,79.1 ,71.7 ,51.4 ,69.1 , +  6,752 , + 34,51963.2
113/02/02,104 台北二,FP2 萊豆 豆仁 ,167.6 ,143.2 ,104.2 ,140.3 , +  6,113 , - 25,15853.9
113/02/02,104 台北二,FP3 鵲豆 肉豆 ,25.0 ,25.0 ,22.1 ,24.4 , - 20,52 , +108,1268.8
113/02/02,104 台北二,FQ1 毛豆 豆莢 ,80.0 ,63.3 ,55.0 ,65.0 , + 14,190 , + 23,12350
113/02/02,104 台北二,FQ2 毛豆 豆仁 ,179.9 ,144.4 ,100.7 ,142.7 , + 26,241 , - 23,34390.7
113/02/02,104 台北二,FR1 青花苔  ,30.6 ,20.1 ,11.8 ,20.5 , - 15,"19,969 ", +  9,409364.5
113/02/02,104 台北二,FR2 青花苔 青花筍 ,90.5 ,45.3 ,20.5 ,49.4 , - 15,527 , + 53,26033.8
113/02/02,104 台北二,FT0 南瓜 其他 ,15.0 ,13.9 ,10.0 ,13.3 , - 62,60 , +233,798
113/02/02,104 台北二,FT1 南瓜 木瓜形 ,25.3 ,19.3 ,13.7 ,19.4 , -  3,"8,822 ", + 14,171146.8
113/02/02,104 台北二,FT2 南瓜 圓形 ,38.9 ,27.2 ,17.4 ,27.6 , + 12,697 , - 47,19237.2
113/02/02,104 台北二,FT3 南瓜 黃如意 ,30.0 ,17.4 ,6.3 ,17.7 , -  2,309 , + 59,5469.3
113/02/02,104 台北二,FT5 南瓜 青如意 ,41.3 ,21.8 ,10.4 ,23.5 , -  9,"6,202 ", + 14,145747
113/02/02,104 台北二,FT6 南瓜 東昇 ,70.0 ,62.2 ,55.0 ,62.3 , +127,60 , - 98,3738
113/02/02,104 台北二,FT7 南瓜 栗子 ,71.0 ,34.4 ,17.5 ,38.4 , + 28,449 , - 76,17241.6
113/02/02,104 台北二,FT9 南瓜 進口 ,55.0 ,31.0 ,16.9 ,33.0 , + 62,614 , + 22,20262
113/02/02,104 台北二,FU1 隼人瓜  ,20.9 ,17.9 ,11.3 ,17.2 , +  1,408 , - 59,7017.6
113/02/02,104 台北二,FU2 隼人瓜 瓜苗 ,88.5 ,75.2 ,67.4 ,76.3 , +  7,"1,392 ", + 10,106209.6
113/02/02,104 台北二,FU3 石蓮花  ,25.0 ,25.0 ,25.0 ,25.0 , - 17,24 ,    0,600
113/02/02,104 台北二,FV0 辣椒 其他 ,211.1 ,106.4 ,75.0 ,121.1 , + 27,47 , + 24,5691.7
113/02/02,104 台北二,FV1 辣椒 紅小 ,98.6 ,57.2 ,33.5 ,60.7 , + 20,"1,243 ", + 21,75450.1
113/02/02,104 台北二,FV2 辣椒 青小 ,23.8 ,20.0 ,20.0 ,20.8 , - 26,132 , - 16,2745.6
113/02/02,104 台北二,FV4 辣椒 朝天椒 ,117.0 ,96.2 ,76.1 ,96.4 , -  2,"1,544 ", + 50,148841.6
113/02/02,104 台北二,FV6 辣椒 糯米椒 ,98.3 ,56.0 ,24.2 ,58.1 , +  7,491 , +  9,28527.1
113/02/02,104 台北二,FX1 花豆  ,105.0 ,105.0 ,105.0 ,105.0 ,  -  ,8 ,  -  ,840
113/02/02,104 台北二,FX2 虎豆 福豆 ,120.0 ,120.0 ,120.0 ,120.0 ,  -  ,15 ,  -  ,1800
113/02/02,104 台北二,FY0 玉米 其他 ,45.0 ,35.5 ,18.4 ,34.0 , + 45,980 , + 75,33320
113/02/02,104 台北二,FY4 玉米 玉米筍 ,26.8 ,17.5 ,13.1 ,18.5 , - 21,"2,788 ", + 80,51578
113/02/02,104 台北二,FY5 玉米 糯米黑 ,30.3 ,24.5 ,16.2 ,24.0 , +  4,"6,200 ", +  5,148800
113/02/02,104 台北二,FY6 玉米 甜軟殼 ,29.6 ,21.3 ,12.2 ,21.2 , - 14,"10,560 ", + 44,223872
113/02/02,104 台北二,FY7 玉米 糯米白 ,15.0 ,11.3 ,6.0 ,11.0 , - 24,80 , - 81,880
113/02/02,104 台北二,FY8 玉米 白龍王 ,67.8 ,66.4 ,22.7 ,58.0 , + 17,470 , - 22,27260
113/02/02,104 台北二,FY9 玉米 進口 ,153.1 ,113.0 ,80.4 ,114.5 , -  2,"1,750 ", + 76,200375
113/02/02,104 台北二,FZ1 落花生 生 ,70.0 ,70.0 ,70.0 ,70.0 , - 30,20 , - 49,1400
113/02/02,104 台北二,FZ2 落花生 熟 ,100.0 ,100.0 ,100.0 ,100.0 ,    0,54 , - 18,5400
113/02/02,104 台北二,LA1 甘藍 初秋 ,13.4 ,10.2 ,7.0 ,10.2 , - 15,"116,872 ", + 16,1192094.4
113/02/02,104 台北二,LA4 甘藍 紫色 ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,75 ,  -  ,2250
113/02/02,104 台北二,LA5 甘藍 甘藍心 ,57.4 ,43.0 ,30.0 ,43.3 , - 69,486 , +800,21043.8
113/02/02,104 台北二,LA6 甘藍 甘藍芽 ,30.0 ,30.0 ,30.0 ,30.0 , - 48,8 , - 58,240
113/02/02,104 台北二,LA7 甘藍 改良尖 ,14.3 ,10.7 ,8.0 ,10.8 , - 16,"15,382 ", + 37,166125.6
113/02/02,104 台北二,LB12 小白菜 土白菜 未洗,19.3 ,12.2 ,5.6 ,12.3 , - 10,"2,340 ", + 14,28782
113/02/02,104 台北二,LB22 小白菜 蚵仔白 未洗,18.8 ,13.8 ,8.6 ,13.8 , - 20,"9,367 ", + 28,129264.6
113/02/02,104 台北二,LB3 小白菜 奶油白 ,32.9 ,9.0 ,5.5 ,13.1 , + 19,999 , - 39,13086.9
113/02/02,104 台北二,LB8 小白菜 水耕 ,38.0 ,29.2 ,22.0 ,29.5 , - 34,32 , +113,944
113/02/02,104 台北二,LC0 包心白 其他 ,115.9 ,71.7 ,23.0 ,70.8 , +  8,"1,365 ", + 23,96642
113/02/02,104 台北二,LC1 包心白 包白 ,16.1 ,10.0 ,7.2 ,10.7 , - 16,"21,429 ", + 56,229290.3
113/02/02,104 台北二,LC3 包心白 包頭蓮 ,15.0 ,13.8 ,10.0 ,13.3 , + 43,"4,845 ", - 48,64438.5
113/02/02,104 台北二,LC5 包心白 天津白 ,4.0 ,4.0 ,4.0 ,4.0 , - 22,198 , -  6,792
113/02/02,104 台北二,LC6 包心白 冬白芽 ,88.6 ,71.5 ,39.3 ,68.5 , +  9,417 , + 17,28564.5
113/02/02,104 台北二,LC9 包心白 進口 ,19.1 ,14.6 ,10.0 ,14.6 , - 34,855 , - 68,12483
113/02/02,104 台北二,LD1 青江白菜 小梗 ,20.1 ,11.0 ,6.0 ,11.8 , -  5,"9,327 ", +  3,110058.6
113/02/02,104 台北二,LD8 青江白菜 水耕 ,30.0 ,28.2 ,27.0 ,28.3 ,  -  ,162 ,  -  ,4584.6
113/02/02,104 台北二,LE1 皇宮菜 小葉 ,85.0 ,51.2 ,19.9 ,51.7 , +  2,159 , + 53,8220.3
113/02/02,104 台北二,LE2 皇宮菜 大葉 ,40.0 ,38.6 ,30.0 ,37.1 , - 35,28 , + 75,1038.8
113/02/02,104 台北二,LF2 蕹菜 小葉 ,62.9 ,32.1 ,14.9 ,34.8 , -  7,"2,762 ", + 55,96117.6
113/02/02,104 台北二,LG2 芹菜 白梗 ,55.2 ,36.6 ,22.9 ,37.6 , -  5,"3,988 ", +  8,149948.8
113/02/02,104 台北二,LG3 芹菜 西洋芹菜 ,16.0 ,10.7 ,7.2 ,11.1 , - 12,"2,436 ", + 10,27039.6
113/02/02,104 台北二,LG4 芹菜 山芹菜 ,25.0 ,20.7 ,16.0 ,20.6 , -  2,70 , + 23,1442
113/02/02,104 台北二,LG5 芹菜 芹菜管 ,73.9 ,35.7 ,21.9 ,40.6 , -  1,"1,190 ", + 78,48314
113/02/02,104 台北二,LH1 菠菜 圓葉 ,18.0 ,11.4 ,6.3 ,11.7 , - 24,"22,407 ", + 25,262161.9
113/02/02,104 台北二,LH2 菠菜 角葉 ,20.0 ,20.0 ,19.1 ,19.8 , - 12,"1,545 ", +  0,30591
113/02/02,104 台北二,LI0 萵苣菜 其他 ,136.7 ,101.4 ,72.5 ,102.7 , +107,269 , - 20,27626.3
113/02/02,104 台北二,LI1 萵苣菜 廣東菜 ,27.0 ,14.6 ,10.0 ,16.2 , + 88,130 , - 19,2106
113/02/02,104 台北二,LI2 萵苣菜 結球萵 ,18.9 ,12.0 ,6.7 ,12.3 , -  2,"4,198 ", +  1,51635.4
113/02/02,104 台北二,LI3 萵苣菜 本島圓葉 ,23.5 ,10.6 ,7.7 ,12.6 , +  6,705 , - 51,8883
113/02/02,104 台北二,LI4 萵苣菜 本島尖葉 ,25.5 ,13.4 ,7.3 ,14.6 , -  9,"4,120 ", + 42,60152
113/02/02,104 台北二,LI5 萵苣菜 油麥菜 ,12.5 ,7.2 ,4.2 ,7.7 , - 23,"14,125 ", + 27,108762.5
113/02/02,104 台北二,LI6 萵苣菜 蘿美 ,21.2 ,9.1 ,5.4 ,10.8 , +  7,"2,321 ", +  7,25066.8
113/02/02,104 台北二,LI7 萵苣菜 紅捲綠捲 ,30.0 ,15.5 ,8.0 ,16.9 , - 27,265 , +231,4478.5
113/02/02,104 台北二,LI8 萵苣菜 水耕 ,35.7 ,27.5 ,20.8 ,27.8 , +  3,"2,295 ", + 32,63801
113/02/02,104 台北二,LJ1 芥菜 芥菜仁 ,22.0 ,16.2 ,5.4 ,15.2 , + 48,"2,051 ", + 44,31175.2
113/02/02,104 台北二,LJ3 芥菜 大芥菜 ,13.1 ,6.5 ,4.4 ,7.4 , -  6,"13,201 ", + 45,97687.4
113/02/02,104 台北二,LJ4 芥菜 小芥菜 ,28.0 ,9.2 ,5.0 ,12.1 , -  5,200 , - 82,2420
113/02/02,104 台北二,LJ5 芥菜 翡翠娃娃菜 ,51.3 ,28.2 ,20.4 ,31.2 , +  8,"4,641 ", - 26,144799.2
113/02/02,104 台北二,LK2 芥藍菜  ,18.7 ,8.0 ,4.1 ,9.4 , - 22,"2,259 ", + 53,21234.6
113/02/02,104 台北二,LK3 芥藍菜 芥藍芽 ,82.1 ,34.8 ,16.0 ,40.5 , - 14,"4,945 ", + 22,200272.5
113/02/02,104 台北二,LL1 茼蒿  ,33.1 ,13.0 ,6.4 ,15.7 ,    0,"5,183 ", - 28,81373.1
113/02/02,104 台北二,LL2 茼蒿 山茼蒿 ,29.5 ,14.8 ,8.2 ,16.4 , +  7,"1,406 ", - 14,23058.4
113/02/02,104 台北二,LM2 莧菜 白莧菜 ,41.4 ,14.8 ,5.0 ,18.1 , - 11,756 , + 61,13683.6
113/02/02,104 台北二,LN1 油菜  ,16.7 ,10.4 ,6.2 ,10.8 , - 11,"3,480 ", - 19,37584
113/02/02,104 台北二,LN2 油菜 小松菜 ,13.0 ,9.4 ,7.0 ,9.6 , +  9,285 , - 37,2736
113/02/02,104 台北二,LO1 甘薯葉  ,48.9 ,28.4 ,13.9 ,29.6 , +  1,"6,302 ", -  1,186539.2
113/02/02,104 台北二,LP1 芫荽  ,49.3 ,26.7 ,12.1 ,28.3 , - 15,"2,515 ", + 15,71174.5
113/02/02,104 台北二,LP2 九層塔  ,168.8 ,76.8 ,22.7 ,84.4 , -  0,"1,226 ", + 16,103474.4
113/02/02,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,46.9 ,25.2 ,16.0 ,27.7 , +  5,709 , -  7,19639.3
113/02/02,104 台北二,LR1 塌棵菜  ,12.0 ,12.0 ,12.0 ,12.0 , +  5,30 , - 67,360
113/02/02,104 台北二,LS1 茴香  ,25.8 ,19.9 ,11.6 ,19.4 , - 18,335 , +139,6499
113/02/02,104 台北二,LT2 海菜 海帶 ,60.0 ,51.8 ,50.0 ,53.1 , +  6,98 , -  2,5203.8
113/02/02,104 台北二,LT3 海菜 水蓮 ,110.5 ,96.0 ,77.2 ,95.1 , -  1,849 , + 17,80739.9
113/02/02,104 台北二,LV1 巴西利  ,25.0 ,20.0 ,15.0 ,20.0 , +  5,30 , - 87,600
113/02/02,104 台北二,LX1 蕨菜 過貓 ,64.5 ,52.2 ,42.0 ,52.6 , - 19,78 , + 77,4102.8
113/02/02,104 台北二,LX2 蕨菜 山蘇 ,120.0 ,95.1 ,77.1 ,96.5 , +  4,106 , + 47,10229
113/02/02,104 台北二,LZ2 藤川七 川七葉 ,55.0 ,55.0 ,55.0 ,55.0 , + 12,60 ,    0,3300
113/02/02,104 台北二,MA1 洋菇  ,132.0 ,92.0 ,57.8 ,93.2 , - 11,160 , - 21,14912
113/02/02,104 台北二,MA2 洋菇 盒裝 ,271.8 ,220.7 ,110.2 ,208.8 , -  7,426 , + 18,88948.8
113/02/02,104 台北二,MB1 草菇  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,10 , +900,1100
113/02/02,104 台北二,MC1 濕木耳  ,110.0 ,95.0 ,59.8 ,91.0 , +  4,"1,177 ", + 47,107107
113/02/02,104 台北二,MD1 濕香菇  ,156.6 ,148.0 ,89.1 ,138.0 , +  5,846 , - 22,116748
113/02/02,104 台北二,ME1 金絲菇 金針菇 ,55.4 ,41.9 ,34.7 ,43.2 , +  7,"1,474 ", -  6,63676.8
113/02/02,104 台北二,ME2 金絲菇 盒裝 ,55.0 ,53.9 ,48.6 ,53.1 , +  6,370 , - 46,19647
113/02/02,104 台北二,MF1 蠔菇 鮑魚菇 ,94.0 ,50.0 ,50.0 ,58.8 , - 18,68 ,    0,3998.4
113/02/02,104 台北二,MI1 秀珍菇  ,121.6 ,115.1 ,88.6 ,111.1 , -  4,367 , + 42,40773.7
113/02/02,104 台北二,MJ1 杏鮑菇  ,79.8 ,46.6 ,6.4 ,45.2 , +  6,"6,511 ", +  6,294297.2
113/02/02,104 台北二,MJ2 杏鮑菇 盒裝 ,105.0 ,105.0 ,105.0 ,105.0 , -  5,20 , + 25,2100
113/02/02,104 台北二,MK1 鴻喜菇  ,253.5 ,188.5 ,100.0 ,183.8 , - 22,120 , + 40,22056
113/02/02,104 台北二,MK2 鴻喜菇 盒裝 ,260.0 ,252.6 ,248.6 ,253.3 , +  5,84 ,    0,21277.2
113/02/02,104 台北二,ML1 珊瑚菇  ,120.0 ,120.0 ,120.0 ,120.0 , + 41,2 , +100,240
113/02/02,104 台北二,ML2 珊瑚菇 盒裝 ,120.0 ,120.0 ,120.0 ,120.0 ,    0,2 , - 67,240
113/02/02,104 台北二,MN1 柳松菇  ,110.0 ,110.0 ,110.0 ,110.0 , -  4,2 , - 89,220
113/02/02,104 台北二,MX1 其他菇類  ,226.2 ,110.0 ,50.0 ,121.2 , - 29,740 , + 67,89688
113/02/02,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 ,    0,640 , - 43,22400
113/02/02,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,240 , - 55,7200
113/02/02,104 台北二,OD1 蘿蔔乾  ,30.0 ,30.0 ,30.0 ,30.0 , - 12,40 , - 82,1200
113/02/02,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
113/02/02,104 台北二,OI4 筍茸  ,35.0 ,35.0 ,35.0 ,35.0 ,    0,120 , - 55,4200
113/02/02,104 台北二,OX1 其他  ,68.8 ,28.2 ,12.7 ,33.2 , +  7,"4,154 ", - 18,137912.8
113/02/02,104 台北二,SA0 蘿蔔 其他 ,5.0 ,5.0 ,5.0 ,5.0 ,  -  ,30 ,  -  ,150
113/02/02,104 台北二,SA32 蘿蔔 矸仔 未洗,13.8 ,7.9 ,5.2 ,8.6 , - 28,"49,340 ", + 51,424324
113/02/02,104 台北二,SA42 蘿蔔 櫻桃 未洗,77.6 ,58.9 ,16.6 ,54.2 , + 39,67 , + 16,3631.4
113/02/02,104 台北二,SA6 蘿蔔 白玉蘿蔔 ,44.7 ,25.4 ,10.0 ,26.2 , + 40,466 , +  1,12209.2
113/02/02,104 台北二,SA7 蘿蔔 甜菜根 ,25.0 ,22.9 ,6.1 ,19.9 , + 99,140 , - 22,2786
113/02/02,104 台北二,SB1 胡蘿蔔 未洗 ,13.1 ,7.4 ,5.0 ,8.1 , + 29,"2,239 ", + 14,18135.9
113/02/02,104 台北二,SB2 胡蘿蔔 清洗 ,11.0 ,9.4 ,5.1 ,8.8 , +  5,"14,786 ", +  4,130116.8
113/02/02,104 台北二,SC1 馬鈴薯 本產 ,30.8 ,24.6 ,14.8 ,23.9 , +  1,"4,621 ", - 14,110441.9
113/02/02,104 台北二,SC9 馬鈴薯 進口 ,59.8 ,25.5 ,21.3 ,31.5 , -  0,706 , + 94,22239
113/02/02,104 台北二,SD1 洋蔥 本產 ,21.0 ,14.6 ,10.0 ,15.0 , +  1,"9,342 ", + 15,140130
113/02/02,104 台北二,SD9 洋蔥 進口 ,37.0 ,26.8 ,14.8 ,26.4 , -  8,"5,712 ", +115,150796.8
113/02/02,104 台北二,SE1 青蔥 日蔥 ,102.8 ,71.7 ,56.4 ,74.8 , +  7,"1,252 ", - 14,93649.6
113/02/02,104 台北二,SE3 青蔥 大蔥 ,90.4 ,71.0 ,53.7 ,71.4 , +  6,335 , + 86,23919
113/02/02,104 台北二,SE4 青蔥 珠蔥 ,60.0 ,34.1 ,22.0 ,36.8 , + 14,76 , + 52,2796.8
113/02/02,104 台北二,SE5 青蔥 紅蔥頭 ,70.0 ,46.4 ,33.7 ,48.6 , - 10,764 , -  2,37130.4
113/02/02,104 台北二,SE6 青蔥 粉蔥 ,53.0 ,40.4 ,23.2 ,39.4 , -  4,"14,634 ", + 18,576579.6
113/02/02,104 台北二,SF1 韭菜 白頭 ,89.2 ,84.5 ,68.9 ,82.3 , +  8,797 , -  0,65593.1
113/02/02,104 台北二,SF2 韭菜 韭菜黃 ,186.9 ,167.0 ,141.6 ,165.9 , +  5,219 , +  2,36332.1
113/02/02,104 台北二,SF3 韭菜 韭菜花 ,165.7 ,136.3 ,77.6 ,130.4 , -  8,324 , + 77,42249.6
113/02/02,104 台北二,SF4 韭菜 青頭 ,72.4 ,58.3 ,40.8 ,57.6 , - 14,"1,296 ", + 40,74649.6
113/02/02,104 台北二,SG2 大蒜 軟梗 ,72.9 ,49.3 ,24.6 ,49.1 , + 11,"6,534 ", +  1,320819.4
113/02/02,104 台北二,SG5 大蒜 蒜頭 ,130.0 ,109.6 ,80.0 ,107.8 , - 16,18 , + 64,1940.4
113/02/02,104 台北二,SG6 大蒜 蒜仁 ,130.0 ,130.0 ,130.0 ,130.0 ,    0,"1,314 ", -  9,170820
113/02/02,104 台北二,SG7 大蒜 蒜瓣 ,255.0 ,213.2 ,190.0 ,216.9 , + 18,168 , - 49,36439.2
113/02/02,104 台北二,SH4 竹筍 孟宗筍 ,308.1 ,281.9 ,280.0 ,286.8 , +  1,310 , + 72,88908
113/02/02,104 台北二,SH5 竹筍 烏殼綠 ,127.0 ,75.6 ,42.8 ,79.4 , +  7,460 , + 22,36524
113/02/02,104 台北二,SI1 萵苣莖  ,12.8 ,9.7 ,5.8 ,9.6 , - 17,"5,372 ", + 70,51571.2
113/02/02,104 台北二,SJ2 芋 檳榔心芋 ,76.5 ,60.4 ,39.5 ,59.4 , +  5,"3,319 ", +  2,197148.6
113/02/02,104 台北二,SJ3 芋 里芋 ,64.6 ,42.7 ,35.0 ,45.5 , +  7,283 , +150,12876.5
113/02/02,104 台北二,SJ5 芋 芋角 ,136.7 ,101.5 ,75.6 ,103.4 , + 18,270 , + 51,27918
113/02/02,104 台北二,SK1 荸薺  ,65.0 ,65.0 ,65.0 ,65.0 , -  7,120 , +186,7800
113/02/02,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,396 , +130,27720
113/02/02,104 台北二,SL1 豆薯  ,30.5 ,23.8 ,18.0 ,24.0 , -  4,950 , + 13,22800
113/02/02,104 台北二,SM9 牛蒡 進口 ,30.0 ,25.0 ,25.0 ,26.0 ,    0,250 , + 79,6500
113/02/02,104 台北二,SN1 蓮藕  ,65.0 ,65.0 ,49.6 ,61.9 , +105,130 , - 62,8047
113/02/02,104 台北二,SO0 甘薯 其他 ,123.1 ,28.8 ,19.1 ,45.7 , +100,325 , - 58,14852.5
113/02/02,104 台北二,SO1 甘薯 臺農57號 ,41.7 ,25.2 ,5.2 ,24.5 , + 11,"5,585 ", +  0,136832.5
113/02/02,104 台北二,SO2 甘薯 芋仔甘薯 ,40.0 ,31.8 ,18.1 ,30.7 , - 15,157 , +  1,4819.9
113/02/02,104 台北二,SO3 甘薯 臺農66號 ,51.1 ,36.7 ,22.0 ,36.6 , -  9,"4,080 ", + 50,149328
113/02/02,104 台北二,SP0 薑 其他 ,80.0 ,80.0 ,80.0 ,80.0 , + 20,24 , - 38,1920
113/02/02,104 台北二,SP1 薑 老薑 ,81.9 ,40.8 ,10.8 ,43.0 , + 47,"2,545 ", - 43,109435
113/02/02,104 台北二,SP3 薑 粉薑 ,60.0 ,51.1 ,50.0 ,52.7 ,    0,744 , -  7,39208.8
113/02/02,104 台北二,SP4 薑 竹薑 ,38.0 ,38.0 ,38.0 ,38.0 , + 31,40 , - 20,1520
113/02/02,104 台北二,SP5 薑 薑黃 ,14.9 ,10.2 ,7.3 ,10.6 ,  -  ,104 ,  -  ,1102.4
113/02/02,104 台北二,SQ1 茭白筍 帶殼 ,118.6 ,90.2 ,45.7 ,87.0 , +  8,210 , - 34,18270
113/02/02,104 台北二,SQ3 茭白筍 去殼 ,277.8 ,162.0 ,54.2 ,163.6 , - 10,508 , + 41,83108.8
113/02/02,104 台北二,SS1 大心菜 帶葉 ,21.4 ,11.1 ,5.7 ,12.1 , -  5,"7,427 ", + 55,89866.7
113/02/02,104 台北二,SU1 薯蕷 紅薯蕷 ,50.0 ,35.7 ,12.0 ,33.8 ,  -  ,87 ,  -  ,2940.6
113/02/02,104 台北二,SU2 薯蕷 白薯蕷 ,52.5 ,37.7 ,22.5 ,37.6 , -  8,"2,930 ", + 14,110168
113/02/02,104 台北二,SU9 薯蕷 進口 ,150.0 ,150.0 ,43.4 ,128.7 , + 29,422 , + 69,54311.4
