蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/08/01 ~ 113/08/31 (農曆:113/06/27 ~ 113/07/28),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/08/01,104 台北二,FP1 萊豆 豆莢 ,80.0 ,80.0 ,80.0 ,80.0 ,  -  ,29 ,  -  ,2320
113/08/01,104 台北二,FQ1 毛豆 豆莢 ,55.0 ,52.5 ,50.0 ,52.5 , - 13,84 ,    0,4410
113/08/01,104 台北二,FQ2 毛豆 豆仁 ,209.9 ,196.3 ,160.3 ,191.8 , +  2,152 , - 16,29153.6
113/08/01,104 台北二,FR9 青花苔 進口 ,102.2 ,85.1 ,57.0 ,82.9 , -  3,"5,157 ", - 27,427515.3
113/08/01,104 台北二,FS1 越瓜 青色 ,25.0 ,14.0 ,10.0 ,15.4 , + 14,100 , +178,1540
113/08/01,104 台北二,FS2 越瓜 白色 ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,20 ,  -  ,800
113/08/01,104 台北二,FT1 南瓜 木瓜形 ,62.0 ,50.2 ,33.5 ,49.2 , +  6,"1,400 ", - 38,68880
113/08/01,104 台北二,FT2 南瓜 圓形 ,52.6 ,41.2 ,31.7 ,41.6 , +  4,457 , - 62,19011.2
113/08/01,104 台北二,FT5 南瓜 青如意 ,207.6 ,52.7 ,24.6 ,78.0 , + 22,599 , + 22,46722
113/08/01,104 台北二,FT7 南瓜 栗子 ,70.0 ,37.9 ,35.0 ,43.8 , + 24,80 , +111,3504
113/08/01,104 台北二,FT9 南瓜 進口 ,66.9 ,46.8 ,38.0 ,49.0 , -  8,"1,842 ", + 41,90258
113/08/01,104 台北二,FU1 隼人瓜  ,25.6 ,19.3 ,15.1 ,19.7 , +  6,"1,385 ", +  1,27284.5
113/08/01,104 台北二,FU2 隼人瓜 瓜苗 ,149.6 ,126.8 ,99.7 ,126.0 , -  4,393 , - 28,49518
113/08/01,104 台北二,FU3 石蓮花  ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,6 ,  -  ,300
113/08/01,104 台北二,FV0 辣椒 其他 ,40.0 ,30.1 ,15.0 ,29.0 ,  -  ,38 ,  -  ,1102
113/08/01,104 台北二,FV1 辣椒 紅小 ,119.5 ,78.4 ,22.0 ,75.4 , -  3,606 , - 21,45692.4
113/08/01,104 台北二,FV2 辣椒 青小 ,77.0 ,37.5 ,15.5 ,41.0 , +  9,143 , - 33,5863
113/08/01,104 台北二,FV4 辣椒 朝天椒 ,149.1 ,105.0 ,52.4 ,103.3 , +  2,681 , - 28,70347.3
113/08/01,104 台北二,FV6 辣椒 糯米椒 ,84.7 ,58.4 ,19.3 ,55.8 , - 17,582 , + 10,32475.6
113/08/01,104 台北二,FY0 玉米 其他 ,5.0 ,5.0 ,5.0 ,5.0 ,  -  ,40 ,  -  ,200
113/08/01,104 台北二,FY4 玉米 玉米筍 ,96.8 ,58.8 ,38.5 ,62.3 , + 20,252 , - 36,15699.6
113/08/01,104 台北二,FY5 玉米 糯米黑 ,25.3 ,13.4 ,4.9 ,14.1 , + 99,"2,059 ", - 51,29031.9
113/08/01,104 台北二,FY6 玉米 甜軟殼 ,41.4 ,24.5 ,12.8 ,25.5 , + 68,"1,870 ", - 60,47685
113/08/01,104 台北二,FY8 玉米 白龍王 ,49.3 ,28.0 ,18.2 ,30.3 , +  0,"1,290 ", - 41,39087
113/08/01,104 台北二,FY9 玉米 進口 ,220.0 ,178.6 ,96.3 ,170.4 , -  8,794 , + 30,135297.6
113/08/01,104 台北二,FZ2 落花生 熟 ,100.0 ,100.0 ,100.0 ,100.0 ,    0,42 , - 13,4200
113/08/01,104 台北二,LA1 甘藍 初秋 ,40.7 ,31.0 ,19.8 ,30.7 , +  1,"20,460 ", - 15,628122
113/08/01,104 台北二,LA2 甘藍 改良種 ,26.2 ,20.5 ,13.0 ,20.2 , +  4,"45,210 ", - 17,913242
113/08/01,104 台北二,LA6 甘藍 甘藍芽 ,115.0 ,115.0 ,115.0 ,115.0 ,  -  ,6 ,  -  ,690
113/08/01,104 台北二,LA9 甘藍 進口 ,15.6 ,12.4 ,10.5 ,12.6 , - 21,"15,768 ", + 46,198676.8
113/08/01,104 台北二,LB1 小白菜 土白菜 ,92.6 ,64.6 ,34.1 ,64.1 , - 15,"1,272 ", +  4,81535.2
113/08/01,104 台北二,LB2 小白菜 蚵仔白 ,92.5 ,70.0 ,37.1 ,67.9 , -  4,"4,467 ", + 33,303309.3
113/08/01,104 台北二,LB3 小白菜 奶油白 ,88.0 ,66.4 ,45.0 ,66.4 , + 40,249 , - 35,16533.6
113/08/01,104 台北二,LB8 小白菜 水耕 ,95.0 ,92.5 ,90.0 ,92.5 , - 16,56 , - 18,5180
113/08/01,104 台北二,LC0 包心白 其他 ,122.0 ,115.9 ,100.3 ,114.0 , - 11,605 , + 74,68970
113/08/01,104 台北二,LC1 包心白 包白 ,26.5 ,20.5 ,12.3 ,20.0 , + 74,"6,041 ", - 54,120820
113/08/01,104 台北二,LC9 包心白 進口 ,33.7 ,28.9 ,23.8 ,28.9 , +  1,"9,974 ", + 36,288248.6
113/08/01,104 台北二,LD1 青江白菜 小梗 ,89.6 ,73.6 ,56.8 ,73.4 , +  5,"3,317 ", - 13,243467.8
113/08/01,104 台北二,LE1 皇宮菜 小葉 ,133.5 ,85.9 ,49.4 ,88.2 , +  9,388 , + 49,34221.6
113/08/01,104 台北二,LE2 皇宮菜 大葉 ,66.7 ,38.3 ,27.5 ,41.8 , - 25,218 , +122,9112.4
113/08/01,104 台北二,LF1 蕹菜 大葉 ,25.0 ,25.0 ,25.0 ,25.0 , - 26,22 , - 41,550
113/08/01,104 台北二,LF2 蕹菜 小葉 ,110.4 ,83.2 ,51.3 ,82.2 , + 14,"3,715 ", - 31,305373
113/08/01,104 台北二,LF3 蕹菜 水蕹菜 ,115.0 ,106.3 ,80.0 ,102.8 , + 13,336 , - 37,34540.8
113/08/01,104 台北二,LG2 芹菜 白梗 ,138.9 ,72.8 ,25.7 ,76.6 , + 12,"1,220 ", + 10,93452
113/08/01,104 台北二,LG3 芹菜 西洋芹菜 ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,28 ,  -  ,1120
113/08/01,104 台北二,LG9 芹菜 進口 ,73.2 ,55.0 ,55.0 ,58.6 , + 43,330 , +120,19338
113/08/01,104 台北二,LH2 菠菜 角葉 ,55.0 ,50.0 ,50.0 ,51.0 , - 12,490 , + 63,24990
113/08/01,104 台北二,LI0 萵苣菜 其他 ,176.2 ,129.7 ,64.1 ,125.9 , -  4,355 , + 37,44694.5
113/08/01,104 台北二,LI1 萵苣菜 廣東菜 ,125.0 ,88.9 ,25.0 ,83.3 , - 17,72 , +243,5997.6
113/08/01,104 台北二,LI3 萵苣菜 本島圓葉 ,129.6 ,83.0 ,55.0 ,86.7 , + 12,228 , - 53,19767.6
113/08/01,104 台北二,LI5 萵苣菜 油麥菜 ,104.2 ,73.2 ,43.5 ,73.5 , - 20,888 , - 45,65268
113/08/01,104 台北二,LI6 萵苣菜 蘿美 ,150.0 ,150.0 ,60.0 ,132.0 , + 31,45 , - 22,5940
113/08/01,104 台北二,LI7 萵苣菜 紅捲綠捲 ,87.8 ,56.8 ,10.0 ,53.6 , - 54,96 , + 52,5145.6
113/08/01,104 台北二,LI8 萵苣菜 水耕 ,147.4 ,104.3 ,85.4 ,109.2 , -  7,645 , -  5,70434
113/08/01,104 台北二,LI9 萵苣菜 進口 ,106.6 ,88.8 ,68.4 ,88.3 , - 10,"2,147 ", -  7,189580.1
113/08/01,104 台北二,LJ3 芥菜 大芥菜 ,20.0 ,20.0 ,20.0 ,20.0 , - 18,60 , - 57,1200
113/08/01,104 台北二,LJ4 芥菜 小芥菜 ,62.9 ,47.6 ,36.0 ,48.4 , +  1,505 ,    0,24442
113/08/01,104 台北二,LK2 芥藍菜  ,102.0 ,95.9 ,58.0 ,89.5 , + 45,169 , - 32,15125.5
113/08/01,104 台北二,LK3 芥藍菜 芥藍芽 ,159.8 ,58.6 ,13.6 ,69.9 , - 18,"1,069 ", + 26,74723.1
113/08/01,104 台北二,LM1 莧菜 紅莧菜 ,78.0 ,71.6 ,61.2 ,70.8 , + 12,480 , - 31,33984
113/08/01,104 台北二,LM2 莧菜 白莧菜 ,82.2 ,75.7 ,64.4 ,74.8 , +  8,"3,026 ", - 24,226344.8
113/08/01,104 台北二,LN1 油菜  ,80.3 ,60.0 ,39.9 ,60.1 , +  1,"1,601 ", - 27,96220.1
113/08/01,104 台北二,LN2 油菜 小松菜 ,72.0 ,70.7 ,70.0 ,70.8 , -  2,120 , - 68,8496
113/08/01,104 台北二,LO1 甘薯葉  ,124.6 ,72.3 ,22.6 ,72.8 , +  5,"4,001 ", - 13,291272.8
113/08/01,104 台北二,LP1 芫荽  ,787.3 ,575.1 ,349.2 ,572.4 , - 14,134 , +  8,76701.6
113/08/01,104 台北二,LP2 九層塔  ,164.1 ,119.4 ,64.9 ,117.5 , + 20,714 , - 14,83895
113/08/01,104 台北二,LP3 羅勒  ,65.0 ,65.0 ,65.0 ,65.0 , + 63,8 ,    0,520
113/08/01,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,93.8 ,68.8 ,60.8 ,72.2 , +  9,392 , - 34,28302.4
113/08/01,104 台北二,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 , -  2,100 , - 32,5000
113/08/01,104 台北二,LT3 海菜 水蓮 ,126.0 ,110.6 ,90.0 ,109.5 , -  3,884 , - 18,96798
113/08/01,104 台北二,LX1 蕨菜 過貓 ,68.7 ,65.0 ,65.0 ,65.7 , +  5,141 , - 46,9263.7
113/08/01,104 台北二,LX2 蕨菜 山蘇 ,300.0 ,300.0 ,300.0 ,300.0 ,    0,24 , +167,7200
113/08/01,104 台北二,LZ2 藤川七 川七葉 ,80.0 ,80.0 ,80.0 ,80.0 , - 20,30 ,    0,2400
113/08/01,104 台北二,MA1 洋菇  ,160.0 ,131.4 ,64.3 ,123.7 , + 12,70 , +192,8659
113/08/01,104 台北二,MA2 洋菇 盒裝 ,284.7 ,219.7 ,69.7 ,202.7 , -  6,380 , - 14,77026
113/08/01,104 台北二,MB1 草菇  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,28 , + 75,3080
113/08/01,104 台北二,MC0 濕木耳 其他 ,33.0 ,33.0 ,33.0 ,33.0 ,  -  ,1 ,  -  ,33
113/08/01,104 台北二,MC1 濕木耳  ,113.9 ,67.0 ,14.2 ,65.8 , - 11,"1,185 ", + 44,77973
113/08/01,104 台北二,MD1 濕香菇  ,148.2 ,111.5 ,74.3 ,111.4 , -  1,909 , +  0,101262.6
113/08/01,104 台北二,ME1 金絲菇 金針菇 ,54.6 ,40.4 ,21.5 ,39.4 , + 21,879 , -  8,34632.6
113/08/01,104 台北二,ME2 金絲菇 盒裝 ,45.0 ,42.6 ,38.7 ,42.3 , +  6,386 , - 51,16327.8
113/08/01,104 台北二,MF1 蠔菇 鮑魚菇 ,100.0 ,91.5 ,67.4 ,88.4 , + 27,41 , - 60,3624.4
113/08/01,104 台北二,MI1 秀珍菇  ,97.0 ,95.8 ,87.7 ,94.4 , +  7,155 , +  1,14632
113/08/01,104 台北二,MJ1 杏鮑菇  ,96.8 ,63.5 ,24.5 ,62.4 , +  1,"3,217 ", +  9,200740.8
113/08/01,104 台北二,MJ2 杏鮑菇 盒裝 ,100.0 ,100.0 ,100.0 ,100.0 , +129,4 , - 91,400
113/08/01,104 台北二,MK1 鴻喜菇  ,169.7 ,84.6 ,75.0 ,99.7 , -  2,147 , +  7,14655.9
113/08/01,104 台北二,MK2 鴻喜菇 盒裝 ,143.6 ,137.7 ,135.1 ,138.4 , -  1,165 ,    0,22836
113/08/01,104 台北二,ML1 珊瑚菇  ,120.0 ,120.0 ,120.0 ,120.0 , +243,2 , - 80,240
113/08/01,104 台北二,MN1 柳松菇  ,103.3 ,95.0 ,95.0 ,96.7 ,  -  ,18 ,  -  ,1740.6
113/08/01,104 台北二,MX1 其他菇類  ,175.4 ,134.1 ,55.9 ,126.7 , -  2,242 , - 44,30661.4
113/08/01,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 , +  3,600 , - 28,21000
113/08/01,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,240 , - 55,7200
113/08/01,104 台北二,OD1 蘿蔔乾  ,30.0 ,30.0 ,30.0 ,30.0 , - 12,40 , - 80,1200
113/08/01,104 台北二,OE2 醃瓜 漬 漬,45.0 ,42.0 ,35.0 ,41.2 , -  6,120 ,    0,4944
113/08/01,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
113/08/01,104 台北二,OH2 桶筍 綠竹筍 ,130.0 ,130.0 ,130.0 ,130.0 ,  -  ,100 ,  -  ,13000
113/08/01,104 台北二,OX1 其他  ,59.8 ,26.4 ,18.6 ,31.5 , - 14,"4,334 ", -  1,136521
113/08/01,104 台北二,SA4 蘿蔔 櫻桃 ,260.0 ,248.9 ,150.0 ,231.4 , - 34,22 , +120,5090.8
113/08/01,104 台北二,SA7 蘿蔔 甜菜根 ,15.0 ,15.0 ,15.0 ,15.0 , + 50,10 , - 83,150
113/08/01,104 台北二,SA9 蘿蔔 進口 ,25.8 ,24.2 ,20.6 ,23.8 , +  4,"10,651 ", + 31,253493.8
113/08/01,104 台北二,SB1 胡蘿蔔 未洗 ,12.9 ,10.8 ,7.0 ,10.4 , - 11,"1,828 ", + 20,19011.2
113/08/01,104 台北二,SB2 胡蘿蔔 清洗 ,25.1 ,17.3 ,10.3 ,17.4 , -  5,"8,870 ", -  9,154338
113/08/01,104 台北二,SC1 馬鈴薯 本產 ,29.9 ,18.3 ,9.0 ,18.7 , - 17,"5,952 ", -  5,111302.4
113/08/01,104 台北二,SC9 馬鈴薯 進口 ,60.0 ,39.6 ,30.3 ,41.8 , + 53,850 , - 40,35530
113/08/01,104 台北二,SD1 洋蔥 本產 ,25.0 ,19.5 ,11.0 ,18.9 , -  8,"9,912 ", -  0,187336.8
113/08/01,104 台北二,SD9 洋蔥 進口 ,45.0 ,23.4 ,21.2 ,27.3 , - 36,800 , +700,21840
113/08/01,104 台北二,SE1 青蔥 日蔥 ,207.0 ,186.4 ,136.1 ,180.5 , +  3,256 , - 29,46208
113/08/01,104 台北二,SE2 青蔥 北蔥 ,44.1 ,33.1 ,21.4 ,33.0 , + 26,757 , + 27,24981
113/08/01,104 台北二,SE5 青蔥 紅蔥頭 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,108 , - 57,8640
113/08/01,104 台北二,SE6 青蔥 粉蔥 ,135.7 ,95.5 ,41.1 ,92.6 , + 16,"4,820 ", - 26,446332
113/08/01,104 台北二,SF1 韭菜 白頭 ,83.6 ,41.2 ,18.0 ,45.0 , - 44,896 , + 47,40320
113/08/01,104 台北二,SF2 韭菜 韭菜黃 ,138.4 ,110.9 ,100.0 ,114.2 , -  8,213 , - 30,24324.6
113/08/01,104 台北二,SF3 韭菜 韭菜花 ,180.0 ,152.5 ,81.2 ,143.8 , -  2,144 , +  1,20707.2
113/08/01,104 台北二,SF4 韭菜 青頭 ,85.0 ,68.8 ,44.1 ,67.1 , -  5,903 , + 13,60591.3
113/08/01,104 台北二,SG2 大蒜 軟梗 ,200.0 ,183.6 ,125.0 ,175.1 , +  4,350 , - 19,61285
113/08/01,104 台北二,SG4 大蒜 蔥蒜 ,75.0 ,75.0 ,75.0 ,75.0 ,  -  ,40 ,  -  ,3000
113/08/01,104 台北二,SG5 大蒜 蒜頭 ,114.0 ,75.4 ,60.0 ,80.0 , - 12,297 , - 18,23760
113/08/01,104 台北二,SG6 大蒜 蒜仁 ,120.0 ,120.0 ,118.4 ,119.7 , +  1,976 , - 15,116827.2
113/08/01,104 台北二,SG7 大蒜 蒜瓣 ,280.5 ,184.2 ,85.2 ,183.6 , + 13,259 , - 18,47552.4
113/08/01,104 台北二,SH1 竹筍 麻竹筍 ,65.0 ,63.4 ,51.5 ,61.4 , +  6,"1,614 ", - 10,99099.6
113/08/01,104 台北二,SH2 竹筍 綠竹筍 ,244.4 ,132.4 ,68.0 ,141.9 , +  9,829 , - 32,117635.1
113/08/01,104 台北二,SH5 竹筍 烏殼綠 ,79.7 ,55.1 ,34.2 ,55.8 , -  2,840 , - 41,46872
113/08/01,104 台北二,SH7 竹筍 去殼 ,50.0 ,50.0 ,50.0 ,50.0 , + 84,20 , - 96,1000
113/08/01,104 台北二,SJ2 芋 檳榔心芋 ,70.7 ,57.3 ,46.4 ,57.8 , -  1,"2,539 ", + 15,146754.2
113/08/01,104 台北二,SJ3 芋 里芋 ,90.0 ,83.9 ,75.0 ,83.3 ,  -  ,54 ,  -  ,4498.2
113/08/01,104 台北二,SJ4 芋 芋莖 ,32.0 ,27.0 ,20.0 ,26.6 , +166,40 , - 20,1064
113/08/01,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,36 , - 83,2520
113/08/01,104 台北二,SL1 豆薯  ,29.4 ,26.2 ,21.6 ,26.0 , +  4,840 , +  3,21840
113/08/01,104 台北二,SM9 牛蒡 進口 ,40.0 ,35.7 ,19.0 ,33.2 , + 16,390 , + 86,12948
113/08/01,104 台北二,SN1 蓮藕  ,66.7 ,48.5 ,23.8 ,47.2 , -  5,720 , - 15,33984
113/08/01,104 台北二,SN2 蓮藕 蓮子 ,450.0 ,450.0 ,450.0 ,450.0 ,    0,6 , - 33,2700
113/08/01,104 台北二,SO0 甘薯 其他 ,18.0 ,14.2 ,6.4 ,13.4 , - 32,275 , - 48,3685
113/08/01,104 台北二,SO1 甘薯 臺農57號 ,33.9 ,22.9 ,13.0 ,23.1 , - 14,"3,602 ", + 10,83206.2
113/08/01,104 台北二,SO2 甘薯 芋仔甘薯 ,28.9 ,15.0 ,10.0 ,16.8 , - 25,420 , + 53,7056
113/08/01,104 台北二,SO3 甘薯 臺農66號 ,28.2 ,14.3 ,8.4 ,15.9 , -  6,"2,745 ", - 36,43645.5
113/08/01,104 台北二,SP1 薑 老薑 ,96.2 ,73.4 ,49.1 ,73.1 , +  0,"1,201 ", - 38,87793.1
113/08/01,104 台北二,SP2 薑 嫩薑 ,64.0 ,45.1 ,27.6 ,45.4 , -  2,"1,852 ", - 13,84080.8
113/08/01,104 台北二,SP5 薑 薑黃 ,100.0 ,100.0 ,100.0 ,100.0 ,  -  ,22 ,  -  ,2200
113/08/01,104 台北二,SQ1 茭白筍 帶殼 ,140.0 ,104.5 ,71.0 ,104.9 , - 13,370 , - 40,38813
113/08/01,104 台北二,SQ3 茭白筍 去殼 ,316.3 ,217.7 ,119.5 ,217.8 , +  3,337 , - 28,73398.6
113/08/01,104 台北二,SU2 薯蕷 白薯蕷 ,68.5 ,43.8 ,30.0 ,45.9 , + 16,770 , -  4,35343
113/08/01,104 台北二,SU3 薯蕷 樹薯 ,12.0 ,12.0 ,12.0 ,12.0 , - 40,90 , + 50,1080
113/08/01,104 台北二,SV1 蘆筍 白蘆筍 ,90.0 ,84.1 ,80.0 ,84.4 , +  6,9 , - 31,759.6
113/08/01,104 台北二,SV2 蘆筍 綠蘆筍 ,167.3 ,120.0 ,101.6 ,125.8 , - 36,44 , - 23,5535.2
113/08/01,104 台北二,SV3 蘆筍 蘆筍花 ,180.0 ,180.0 ,180.0 ,180.0 ,  -  ,6 ,  -  ,1080
113/08/01,104 台北二,SV9 蘆筍 進口 ,225.9 ,152.6 ,103.8 ,157.5 , -  9,"1,051 ", - 14,165532.5
113/08/01,104 台北二,SX0 芽菜類 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,44 , - 23,880
113/08/01,104 台北二,SX1 芽菜類 綠豆芽 ,12.0 ,12.0 ,12.0 ,12.0 ,    0,"2,310 ", -  7,27720
113/08/01,104 台北二,SX2 芽菜類 黃豆芽 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,320 , +  8,6400
113/08/01,104 台北二,SX3 芽菜類 豌豆芽 ,86.0 ,78.8 ,76.0 ,79.7 , +  5,97 , +288,7730.9
113/08/01,104 台北二,SX4 芽菜類 苜蓿芽 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,63 , + 40,3150
113/08/01,104 台北二,SZ1 半天筍  ,64.8 ,60.0 ,60.0 ,61.0 , - 32,186 , +999,11346
113/08/01,104 台北二,SZ8 香茅  ,43.4 ,30.8 ,17.6 ,30.7 , - 28,287 , + 17,8810.9
113/08/02,104 台北二,FA0 其他花類  ,100.0 ,100.0 ,100.0 ,100.0 ,  -  ,5 ,  -  ,500
113/08/02,104 台北二,FA1 黃秋葵  ,242.9 ,193.8 ,139.5 ,192.8 , + 38,200 , +317,38560
113/08/02,104 台北二,FB1 花椰菜 青梗 ,200.0 ,124.2 ,95.0 ,133.5 , + 59,126 , + 26,16821
113/08/02,104 台北二,FC1 胡瓜 黑刺 ,61.6 ,36.2 ,13.6 ,36.8 , - 19,"3,530 ", + 60,129904
113/08/02,104 台北二,FD0 花胡瓜 其他 ,191.3 ,120.2 ,88.5 ,128.1 , + 19,201 , -  9,25748.1
113/08/02,104 台北二,FD1 花胡瓜  ,143.9 ,119.0 ,78.3 ,115.8 , + 14,"6,114 ", + 15,708001.2
113/08/02,104 台北二,FE1 冬瓜 白皮 ,24.9 ,18.8 ,11.6 ,18.6 , + 18,"3,474 ", + 24,64616.4
113/08/02,104 台北二,FF0 絲瓜 其他 ,57.4 ,48.6 ,30.5 ,46.7 , + 25,492 , - 21,22976.4
113/08/02,104 台北二,FF1 絲瓜  ,67.5 ,40.9 ,24.1 ,42.9 , + 20,"4,918 ", - 19,210982.2
113/08/02,104 台北二,FF2 絲瓜 角瓜 ,60.0 ,36.0 ,35.0 ,40.6 , + 78,96 , - 31,3897.6
113/08/02,104 台北二,FG0 苦瓜 其他 ,104.6 ,65.8 ,33.0 ,67.0 , +  2,445 , - 19,29815
113/08/02,104 台北二,FG1 苦瓜 白大米 ,142.2 ,85.4 ,40.8 ,87.8 , + 11,"1,540 ", - 11,135212
113/08/02,104 台北二,FG3 苦瓜 山苦瓜 ,82.0 ,74.9 ,72.0 ,75.7 , + 50,35 , - 29,2649.5
113/08/02,104 台北二,FG4 苦瓜 翠綠 ,135.0 ,125.0 ,68.0 ,115.6 , +181,48 , - 78,5548.8
113/08/02,104 台北二,FH3 扁蒲 花蒲 ,56.9 ,27.9 ,17.4 ,31.6 , + 20,966 , - 40,30525.6
113/08/02,104 台北二,FH4 扁蒲 梨子蒲 ,60.0 ,45.9 ,23.5 ,44.2 , + 66,"1,180 ", - 34,52156
113/08/02,104 台北二,FI0 茄子 其他 ,25.0 ,22.4 ,20.0 ,22.4 , - 58,41 , - 38,918.4
113/08/02,104 台北二,FI2 茄子 麻荸茄 ,53.6 ,32.3 ,16.8 ,33.5 , -  1,"5,532 ", -  9,185322
113/08/02,104 台北二,FI3 茄子 日本種 ,24.6 ,19.2 ,17.0 ,19.8 , + 29,99 , + 25,1960.2
113/08/02,104 台北二,FJ0 番茄 其他 ,60.0 ,60.0 ,60.0 ,60.0 ,  -  ,30 ,  -  ,1800
