蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,114/01/01 ~ 114/01/31 (農曆:113/12/02 ~ 114/01/03),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
114/01/01,104 台北二,FT9 南瓜 進口 ,44.9 ,36.5 ,20.3 ,34.9 , - 13,"2,018 ", - 48,70428.2
114/01/01,104 台北二,FU1 隼人瓜  ,22.8 ,18.2 ,12.0 ,17.9 , - 11,"1,589 ", + 43,28443.1
114/01/01,104 台北二,FU2 隼人瓜 瓜苗 ,114.0 ,90.2 ,78.6 ,92.7 , - 19,"1,044 ", +  6,96778.8
114/01/01,104 台北二,FU3 石蓮花  ,60.0 ,32.5 ,30.0 ,37.5 , - 38,24 , +100,900
114/01/01,104 台北二,FV0 辣椒 其他 ,60.0 ,60.0 ,60.0 ,60.0 , - 58,9 , - 55,540
114/01/01,104 台北二,FV1 辣椒 紅小 ,123.0 ,92.3 ,43.7 ,88.7 , - 11,611 , +121,54195.7
114/01/01,104 台北二,FV2 辣椒 青小 ,78.6 ,57.1 ,41.4 ,58.3 , +  6,104 , - 42,6063.2
114/01/01,104 台北二,FV4 辣椒 朝天椒 ,102.3 ,85.9 ,64.9 ,85.0 , - 10,"1,074 ", + 13,91290
114/01/01,104 台北二,FV5 辣椒 青龍 ,50.0 ,48.3 ,45.0 ,48.0 , +  8,30 , - 14,1440
114/01/01,104 台北二,FV6 辣椒 糯米椒 ,123.0 ,97.4 ,67.6 ,96.6 , - 12,293 , - 22,28303.8
114/01/01,104 台北二,FV9 辣椒 進口 ,105.4 ,79.4 ,60.0 ,80.7 , -  7,340 , -  6,27438
114/01/01,104 台北二,FW2 洛神花  ,25.0 ,25.0 ,25.0 ,25.0 ,  -  ,10 ,  -  ,250
114/01/01,104 台北二,FX2 虎豆 福豆 ,100.0 ,100.0 ,100.0 ,100.0 , +  3,8 , - 81,800
114/01/01,104 台北二,FY0 玉米 其他 ,37.3 ,28.0 ,21.1 ,28.5 , - 27,580 , - 72,16530
114/01/01,104 台北二,FY4 玉米 玉米筍 ,110.7 ,22.2 ,14.6 ,38.4 , + 17,"2,440 ", +  4,93696
114/01/01,104 台北二,FY5 玉米 糯米黑 ,35.1 ,27.8 ,22.7 ,28.2 , + 12,"5,849 ", - 28,164941.8
114/01/01,104 台北二,FY6 玉米 甜軟殼 ,43.1 ,33.4 ,19.9 ,32.6 , +  0,"7,884 ", -  9,257018.4
114/01/01,104 台北二,FY7 玉米 糯米白 ,25.0 ,25.0 ,25.0 ,25.0 ,  -  ,20 ,  -  ,500
114/01/01,104 台北二,FY8 玉米 白龍王 ,41.4 ,36.3 ,26.2 ,35.3 , -  1,"4,651 ", -  9,164180.3
114/01/01,104 台北二,FY9 玉米 進口 ,300.0 ,256.5 ,29.0 ,219.7 , + 14,444 , - 24,97546.8
114/01/01,104 台北二,FZ1 落花生 生 ,65.0 ,65.0 ,65.0 ,65.0 , + 44,30 , - 85,1950
114/01/01,104 台北二,FZ2 落花生 熟 ,100.0 ,100.0 ,100.0 ,100.0 ,    0,42 , - 13,4200
114/01/01,104 台北二,LA1 甘藍 初秋 ,18.6 ,15.2 ,12.4 ,15.3 , - 19,"99,388 ", -  3,1520636.4
114/01/01,104 台北二,LA4 甘藍 紫色 ,39.0 ,39.0 ,39.0 ,39.0 ,  -  ,111 ,  -  ,4329
114/01/01,104 台北二,LA6 甘藍 甘藍芽 ,46.6 ,31.8 ,19.8 ,32.4 , - 18,272 , -  1,8812.8
114/01/01,104 台北二,LA7 甘藍 改良尖 ,36.5 ,32.9 ,29.4 ,32.9 , - 13,"7,848 ", +  7,258199.2
114/01/01,104 台北二,LB1 小白菜 土白菜 ,18.8 ,14.4 ,8.6 ,14.2 , - 18,"1,585 ", -  7,22507
114/01/01,104 台北二,LB2 小白菜 蚵仔白 ,16.6 ,8.9 ,4.8 ,9.6 , - 25,"11,890 ", -  8,114144
114/01/01,104 台北二,LB3 小白菜 奶油白 ,21.1 ,13.8 ,8.7 ,14.2 , - 19,"1,708 ", + 30,24253.6
114/01/01,104 台北二,LB8 小白菜 水耕 ,30.0 ,27.3 ,20.0 ,26.4 , - 12,192 , - 11,5068.8
114/01/01,104 台北二,LC0 包心白 其他 ,88.3 ,63.4 ,27.2 ,61.2 , +  8,"2,947 ", - 14,180356.4
114/01/01,104 台北二,LC1 包心白 包白 ,15.6 ,12.8 ,10.7 ,12.9 , - 11,"23,090 ", -  3,297861
114/01/01,104 台北二,LC3 包心白 包頭蓮 ,17.0 ,14.1 ,10.5 ,13.9 , + 20,"4,340 ", + 19,60326
114/01/01,104 台北二,LC9 包心白 進口 ,28.2 ,26.2 ,24.0 ,26.1 , -  7,"4,335 ", - 10,113143.5
114/01/01,104 台北二,LD1 青江白菜 小梗 ,25.1 ,15.9 ,9.6 ,16.5 , - 15,"6,771 ", + 28,111721.5
114/01/01,104 台北二,LE1 皇宮菜 小葉 ,56.8 ,25.8 ,16.0 ,30.0 , -  9,469 , - 21,14070
114/01/01,104 台北二,LE2 皇宮菜 大葉 ,65.0 ,48.2 ,25.0 ,46.9 , + 54,26 , - 84,1219.4
114/01/01,104 台北二,LF2 蕹菜 小葉 ,77.5 ,59.1 ,38.5 ,58.7 , - 12,"1,833 ", -  9,107597.1
114/01/01,104 台北二,LG1 芹菜 青梗 ,25.0 ,25.0 ,25.0 ,25.0 ,  -  ,44 ,  -  ,1100
114/01/01,104 台北二,LG2 芹菜 白梗 ,47.5 ,29.6 ,13.8 ,30.0 , - 12,"5,130 ", -  8,153900
114/01/01,104 台北二,LG3 芹菜 西洋芹菜 ,30.0 ,30.0 ,15.0 ,27.0 , -  1,666 , + 28,17982
114/01/01,104 台北二,LG4 芹菜 山芹菜 ,40.0 ,33.5 ,30.0 ,34.1 , - 25,72 , - 19,2455.2
114/01/01,104 台北二,LG5 芹菜 芹菜管 ,66.9 ,48.2 ,21.2 ,46.5 , - 11,999 , - 22,46453.5
114/01/01,104 台北二,LG9 芹菜 進口 ,50.0 ,50.0 ,50.0 ,50.0 , -  9,150 , - 57,7500
114/01/01,104 台北二,LH1 菠菜 圓葉 ,33.7 ,19.6 ,9.7 ,20.5 , - 23,"17,636 ", - 18,361538
114/01/01,104 台北二,LH2 菠菜 角葉 ,41.0 ,29.6 ,13.2 ,28.6 ,    0,"1,057 ", - 35,30230.2
114/01/01,104 台北二,LI0 萵苣菜 其他 ,157.5 ,86.6 ,60.0 ,95.5 , - 25,73 , - 88,6971.5
114/01/01,104 台北二,LI1 萵苣菜 廣東菜 ,15.0 ,13.0 ,10.0 ,12.8 , + 14,90 , - 31,1152
114/01/01,104 台北二,LI2 萵苣菜 結球萵 ,39.1 ,29.1 ,21.6 ,29.6 , -  6,"3,121 ", -  9,92381.6
114/01/01,104 台北二,LI3 萵苣菜 本島圓葉 ,34.8 ,17.1 ,10.9 ,19.4 , - 24,"1,680 ", + 63,32592
114/01/01,104 台北二,LI4 萵苣菜 本島尖葉 ,33.9 ,20.8 ,11.8 ,21.6 , - 38,"3,808 ", + 73,82252.8
114/01/01,104 台北二,LI5 萵苣菜 油麥菜 ,16.6 ,10.7 ,6.9 ,11.1 , - 14,"11,555 ", - 23,128260.5
114/01/01,104 台北二,LI6 萵苣菜 蘿美 ,80.5 ,37.6 ,11.1 ,40.9 , + 24,592 , - 54,24212.8
114/01/01,104 台北二,LI8 萵苣菜 水耕 ,54.5 ,44.2 ,40.9 ,45.6 , - 11,"1,500 ", -  2,68400
114/01/01,104 台北二,LJ1 芥菜 芥菜仁 ,34.5 ,28.5 ,9.2 ,25.8 , - 25,"1,454 ", +  3,37513.2
114/01/01,104 台北二,LJ3 芥菜 大芥菜 ,27.2 ,13.9 ,6.9 ,15.2 , - 35,"10,224 ", + 43,155404.8
114/01/01,104 台北二,LJ4 芥菜 小芥菜 ,32.0 ,17.7 ,7.6 ,18.6 , - 17,375 , - 18,6975
114/01/01,104 台北二,LJ5 芥菜 翡翠娃娃菜 ,99.8 ,76.8 ,61.7 ,78.4 , - 13,"1,569 ", -  7,123009.6
114/01/01,104 台北二,LK2 芥藍菜  ,29.1 ,13.6 ,4.6 ,14.9 , - 10,386 , - 55,5751.4
114/01/01,104 台北二,LK3 芥藍菜 芥藍芽 ,77.3 ,34.3 ,16.3 ,39.3 , - 19,"7,254 ", + 13,285082.2
114/01/01,104 台北二,LL1 茼蒿  ,46.3 ,30.1 ,17.8 ,30.9 , - 13,"5,911 ", - 10,182649.9
114/01/01,104 台北二,LL2 茼蒿 山茼蒿 ,38.2 ,30.7 ,20.0 ,30.1 , -  7,"1,924 ", - 18,57912.4
114/01/01,104 台北二,LM1 莧菜 紅莧菜 ,45.0 ,45.0 ,45.0 ,45.0 , + 61,18 , - 60,810
114/01/01,104 台北二,LM2 莧菜 白莧菜 ,32.0 ,29.9 ,20.0 ,28.4 , - 16,155 , - 59,4402
114/01/01,104 台北二,LN1 油菜  ,14.2 ,6.0 ,4.0 ,7.3 , - 28,"3,569 ", - 32,26053.7
114/01/01,104 台北二,LN2 油菜 小松菜 ,13.0 ,10.2 ,7.0 ,10.1 , - 27,"1,515 ", + 26,15301.5
114/01/01,104 台北二,LN3 油菜 油菜花 ,21.6 ,12.8 ,4.0 ,12.8 , - 13,129 , + 70,1651.2
114/01/01,104 台北二,LO1 甘薯葉  ,58.6 ,34.2 ,13.6 ,34.9 , - 23,"7,449 ", -  3,259970.1
114/01/01,104 台北二,LP1 芫荽  ,56.2 ,29.1 ,16.1 ,31.9 , - 16,"1,671 ", - 12,53304.9
114/01/01,104 台北二,LP2 九層塔  ,125.0 ,90.2 ,35.0 ,86.1 , - 23,929 , -  3,79986.9
114/01/01,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,96.5 ,54.1 ,45.2 ,60.8 , -  5,396 , - 35,24076.8
114/01/01,104 台北二,LS1 茴香  ,76.5 ,67.4 ,35.6 ,62.9 , -  0,208 , + 22,13083.2
114/01/01,104 台北二,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,100 ,    0,5000
114/01/01,104 台北二,LT3 海菜 水蓮 ,155.5 ,141.9 ,116.9 ,139.6 , -  6,629 , - 10,87808.4
114/01/01,104 台北二,LV1 巴西利  ,40.0 ,40.0 ,40.0 ,40.0 , - 30,30 , - 45,1200
114/01/01,104 台北二,LX1 蕨菜 過貓 ,110.0 ,103.8 ,90.0 ,102.3 , + 17,26 , - 59,2659.8
114/01/01,104 台北二,LX2 蕨菜 山蘇 ,95.0 ,95.0 ,95.0 ,95.0 , - 44,20 , - 82,1900
114/01/01,104 台北二,LY4 人參葉  ,22.0 ,22.0 ,22.0 ,22.0 ,  -  ,8 ,  -  ,176
114/01/01,104 台北二,LZ2 藤川七 川七葉 ,190.0 ,187.8 ,180.0 ,186.7 , +  7,90 ,    0,16803
114/01/01,104 台北二,MA0 洋菇 其他 ,64.0 ,64.0 ,64.0 ,64.0 ,  -  ,40 ,  -  ,2560
114/01/01,104 台北二,MA1 洋菇  ,164.6 ,123.6 ,111.2 ,129.3 , +  6,495 , - 29,64003.5
114/01/01,104 台北二,MA2 洋菇 盒裝 ,310.0 ,247.6 ,162.8 ,243.1 , +  1,276 , - 24,67095.6
114/01/01,104 台北二,MB1 草菇  ,110.0 ,110.0 ,110.0 ,110.0 ,    0,14 ,    0,1540
114/01/01,104 台北二,MC1 濕木耳  ,143.0 ,106.6 ,42.0 ,101.0 , - 13,681 , + 19,68781
114/01/01,104 台北二,MC2 濕木耳 盒裝 ,64.0 ,64.0 ,64.0 ,64.0 ,  -  ,24 ,  -  ,1536
114/01/01,104 台北二,MD1 濕香菇  ,162.6 ,143.6 ,100.8 ,138.8 , -  2,789 , - 29,109513.2
114/01/01,104 台北二,ME1 金絲菇 金針菇 ,90.6 ,85.0 ,82.2 ,85.6 , -  1,"1,060 ", - 24,90736
114/01/01,104 台北二,ME2 金絲菇 盒裝 ,85.0 ,84.9 ,73.9 ,82.7 , -  3,444 , - 35,36718.8
114/01/01,104 台北二,MF1 蠔菇 鮑魚菇 ,100.0 ,66.7 ,60.0 ,72.0 , - 21,10 , - 63,720
114/01/01,104 台北二,MG1 巴西蘑菇  ,275.0 ,275.0 ,275.0 ,275.0 ,    0,2 , - 33,550
114/01/01,104 台北二,MG2 巴西蘑菇 盒裝 ,60.0 ,60.0 ,60.0 ,60.0 ,    0,100 , + 18,6000
114/01/01,104 台北二,MI1 秀珍菇  ,130.0 ,126.2 ,80.9 ,117.9 , -  9,308 , + 28,36313.2
114/01/01,104 台北二,MJ1 杏鮑菇  ,104.6 ,76.0 ,38.2 ,74.2 , -  3,"3,438 ", - 23,255099.6
114/01/01,104 台北二,MJ2 杏鮑菇 盒裝 ,130.0 ,32.5 ,23.0 ,50.1 , + 35,80 ,    0,4008
114/01/01,104 台北二,MK1 鴻喜菇  ,290.0 ,203.3 ,47.4 ,189.5 , - 18,119 , - 18,22550.5
114/01/01,104 台北二,MK2 鴻喜菇 盒裝 ,270.0 ,267.9 ,255.0 ,265.7 , -  6,81 , - 16,21521.7
114/01/01,104 台北二,ML1 珊瑚菇  ,120.0 ,120.0 ,120.0 ,120.0 , + 54,6 , - 68,720
114/01/01,104 台北二,MN1 柳松菇  ,191.7 ,150.3 ,140.0 ,156.6 , -  2,58 , - 50,9082.8
114/01/01,104 台北二,MX1 其他菇類  ,277.4 ,199.3 ,91.8 ,193.4 , -  2,461 , + 16,89157.4
114/01/01,104 台北二,OA2 鹹菜 帶葉 ,41.9 ,35.0 ,35.0 ,36.4 , + 11,848 , - 47,30867.2
114/01/01,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,240 , - 55,7200
114/01/01,104 台北二,OC1 榨菜  ,30.0 ,26.7 ,25.0 ,27.0 ,  -  ,600 ,  -  ,16200
114/01/01,104 台北二,OD1 蘿蔔乾  ,35.0 ,34.1 ,30.0 ,33.4 , + 11,192 , +380,6412.8
114/01/01,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
114/01/01,104 台北二,OI4 筍茸  ,40.0 ,40.0 ,40.0 ,40.0 ,  -  ,144 ,  -  ,5760
114/01/01,104 台北二,OL1 朴菜  ,35.0 ,35.0 ,35.0 ,35.0 ,  -  ,24 ,  -  ,840
114/01/01,104 台北二,OX1 其他  ,51.3 ,28.0 ,11.0 ,29.3 , - 21,"3,679 ", - 20,107794.7
114/01/01,104 台北二,SA3 蘿蔔 矸仔 ,18.3 ,12.8 ,9.1 ,13.2 , - 12,"35,748 ", +  7,471873.6
114/01/01,104 台北二,SA5 蘿蔔 青色 ,20.0 ,18.7 ,15.0 ,18.2 , - 39,112 , - 16,2038.4
114/01/01,104 台北二,SA6 蘿蔔 白玉蘿蔔 ,40.6 ,25.5 ,9.4 ,25.3 , +  1,905 , -  0,22896.5
114/01/01,104 台北二,SA7 蘿蔔 甜菜根 ,30.5 ,21.8 ,5.8 ,20.3 , -  0,360 , - 11,7308
114/01/01,104 台北二,SA9 蘿蔔 進口 ,14.5 ,12.6 ,9.0 ,12.3 , -  9,"6,140 ", -  2,75522
114/01/01,104 台北二,SB1 胡蘿蔔 未洗 ,27.6 ,17.9 ,8.2 ,17.9 , -  6,"2,190 ", - 28,39201
114/01/01,104 台北二,SB2 胡蘿蔔 清洗 ,29.6 ,17.1 ,7.0 ,17.6 , - 15,"12,630 ", +  2,222288
114/01/01,104 台北二,SC1 馬鈴薯 本產 ,47.0 ,33.1 ,9.2 ,31.1 , -  4,"2,784 ", -  9,86582.4
114/01/01,104 台北二,SC9 馬鈴薯 進口 ,43.1 ,31.4 ,22.4 ,32.0 , - 21,"1,779 ", + 62,56928
114/01/01,104 台北二,SD9 洋蔥 進口 ,40.5 ,32.3 ,28.8 ,33.2 , -  1,"6,654 ", - 12,220912.8
114/01/01,104 台北二,SE2 青蔥 北蔥 ,72.5 ,49.2 ,22.7 ,48.6 , -  3,"4,762 ", +  6,231433.2
114/01/01,104 台北二,SE3 青蔥 大蔥 ,80.0 ,80.0 ,80.0 ,80.0 , + 25,40 , - 50,3200
114/01/01,104 台北二,SE4 青蔥 珠蔥 ,65.0 ,65.0 ,65.0 ,65.0 , + 21,68 , - 47,4420
114/01/01,104 台北二,SE5 青蔥 紅蔥頭 ,130.0 ,130.0 ,130.0 ,130.0 ,    0,240 , -  9,31200
114/01/01,104 台北二,SE6 青蔥 粉蔥 ,116.4 ,73.9 ,53.8 ,78.4 , - 12,"5,747 ", + 11,450564.8
114/01/01,104 台北二,SF1 韭菜 白頭 ,94.7 ,80.2 ,44.2 ,75.9 , - 20,684 , +  7,51915.6
114/01/01,104 台北二,SF2 韭菜 韭菜黃 ,274.0 ,230.0 ,188.0 ,230.4 , - 10,150 , +  9,34560
114/01/01,104 台北二,SF3 韭菜 韭菜花 ,183.0 ,181.1 ,150.0 ,175.2 , -  9,51 , - 50,8935.2
114/01/01,104 台北二,SF4 韭菜 青頭 ,100.3 ,63.9 ,24.3 ,63.3 , - 32,"1,163 ", + 29,73617.9
114/01/01,104 台北二,SG1 大蒜 硬梗 ,55.0 ,55.0 ,55.0 ,55.0 , -  5,80 , - 22,4400
114/01/01,104 台北二,SG2 大蒜 軟梗 ,143.9 ,111.0 ,69.8 ,109.4 , -  5,"1,914 ", - 13,209391.6
114/01/01,104 台北二,SG5 大蒜 蒜頭 ,133.0 ,133.0 ,133.0 ,133.0 , - 26,9 , - 74,1197
114/01/01,104 台北二,SG6 大蒜 蒜仁 ,165.0 ,165.0 ,165.0 ,165.0 ,    0,"1,152 ", +  3,190080
114/01/01,104 台北二,SG7 大蒜 蒜瓣 ,240.7 ,230.0 ,226.0 ,231.3 , +  5,276 , -  7,63838.8
114/01/01,104 台北二,SH2 竹筍 綠竹筍 ,350.0 ,350.0 ,350.0 ,350.0 , +900,10 ,    0,3500
114/01/01,104 台北二,SH4 竹筍 孟宗筍 ,350.0 ,350.0 ,350.0 ,350.0 ,    0,50 ,    0,17500
114/01/01,104 台北二,SH5 竹筍 烏殼綠 ,102.4 ,76.5 ,50.0 ,76.4 , +  3,195 , - 57,14898
114/01/01,104 台北二,SH7 竹筍 去殼 ,60.0 ,58.9 ,55.0 ,58.3 , - 22,60 , + 50,3498
114/01/01,104 台北二,SI1 萵苣莖  ,34.8 ,26.6 ,12.0 ,25.3 , - 10,"1,526 ", + 21,38607.8
114/01/01,104 台北二,SJ1 芋 麵芋 ,16.0 ,16.0 ,16.0 ,16.0 ,  -  ,15 ,  -  ,240
114/01/01,104 台北二,SJ2 芋 檳榔心芋 ,60.9 ,48.3 ,35.5 ,48.2 , +  7,"3,781 ", - 21,182244.2
114/01/01,104 台北二,SJ3 芋 里芋 ,55.0 ,49.6 ,36.6 ,48.1 , + 18,161 , - 40,7744.1
114/01/01,104 台北二,SJ5 芋 芋角 ,84.3 ,72.8 ,62.0 ,73.0 , -  8,336 , + 14,24528
114/01/01,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,182 , + 57,12740
114/01/01,104 台北二,SL1 豆薯  ,40.0 ,36.0 ,25.0 ,34.6 , - 16,390 , +  3,13494
114/01/01,104 台北二,SL2 菊芋 雪蓮薯 ,50.0 ,49.7 ,35.0 ,46.8 ,  -  ,38 ,  -  ,1778.4
114/01/01,104 台北二,SM9 牛蒡 進口 ,47.0 ,47.0 ,47.0 ,47.0 , -  2,150 , - 48,7050
114/01/01,104 台北二,SN1 蓮藕  ,65.0 ,65.0 ,45.0 ,61.0 , +148,100 , - 73,6100
114/01/01,104 台北二,SO0 甘薯 其他 ,35.1 ,25.8 ,13.4 ,25.2 , - 11,"1,039 ", - 34,26182.8
114/01/01,104 台北二,SO1 甘薯 臺農57號 ,47.6 ,32.3 ,14.1 ,31.7 , +  3,"5,042 ", - 26,159831.4
114/01/01,104 台北二,SO2 甘薯 芋仔甘薯 ,32.6 ,28.0 ,21.9 ,27.7 , +  2,720 , - 50,19944
114/01/01,104 台北二,SO3 甘薯 臺農66號 ,38.0 ,27.1 ,12.5 ,26.3 , - 21,"3,556 ", - 41,93522.8
