蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/06/01 ~ 113/06/30 (農曆:113/04/25 ~ 113/05/25),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/06/01,104 台北二,FI2 茄子 麻荸茄 ,32.8 ,19.6 ,8.5 ,20.0 , -  9,"10,831 ", +  2,216620
113/06/01,104 台北二,FI3 茄子 日本種 ,38.5 ,13.4 ,8.0 ,17.3 , +101,216 , - 63,3736.8
113/06/01,104 台北二,FJ1 番茄 黑柿 ,39.0 ,26.9 ,12.7 ,26.5 , + 29,"1,666 ", -  3,44149
113/06/01,104 台北二,FJ3 番茄 牛番茄 ,57.2 ,45.8 ,24.3 ,43.8 , +  4,"13,380 ", - 27,586044
113/06/01,104 台北二,FK3 甜椒 新香 ,19.9 ,11.9 ,6.5 ,12.4 , - 31,354 , + 45,4389.6
113/06/01,104 台北二,FK4 甜椒 彩色種 ,154.0 ,81.3 ,36.9 ,87.0 , + 17,"1,234 ", +  6,107358
113/06/01,104 台北二,FK5 甜椒 青椒 ,64.8 ,33.6 ,14.8 ,36.0 , + 10,"2,911 ", - 23,104796
113/06/01,104 台北二,FK6 甜椒 水果彩椒 ,134.6 ,61.6 ,24.1 ,68.7 , - 33,700 , + 90,48090
113/06/01,104 台北二,FK9 甜椒 進口 ,100.0 ,94.3 ,59.6 ,88.5 , + 36,500 , - 31,44250
113/06/01,104 台北二,FL2 豌豆 紅花 ,140.0 ,140.0 ,140.0 ,140.0 ,    0,132 , + 83,18480
113/06/01,104 台北二,FL6 豌豆 甜豌豆 ,130.0 ,128.3 ,60.0 ,115.0 , -  9,280 , + 20,32200
113/06/01,104 台北二,FL9 豌豆 進口 ,50.0 ,45.0 ,40.0 ,45.0 , - 34,200 , - 38,9000
113/06/01,104 台北二,FM1 菜豆 白色 ,20.0 ,16.0 ,15.0 ,16.6 , - 43,129 , +207,2141.4
113/06/01,104 台北二,FM2 菜豆 青色 ,48.1 ,30.0 ,16.3 ,30.9 , +  8,"2,880 ", - 18,88992
113/06/01,104 台北二,FM3 菜豆 紅色 ,45.0 ,30.4 ,25.0 ,32.2 , + 12,145 , + 73,4669
113/06/01,104 台北二,FN1 敏豆 白豆 ,121.3 ,67.1 ,33.4 ,71.2 , +  2,"2,974 ", - 33,211748.8
113/06/01,104 台北二,FN5 敏豆 醜豆 ,114.5 ,74.5 ,35.0 ,74.6 , + 28,334 , - 44,24916.4
113/06/01,104 台北二,FP1 萊豆 豆莢 ,190.0 ,187.8 ,185.0 ,187.7 , + 15,28 , + 22,5255.6
113/06/01,104 台北二,FP3 鵲豆 肉豆 ,15.0 ,15.0 ,15.0 ,15.0 ,  -  ,10 ,  -  ,150
113/06/01,104 台北二,FQ1 毛豆 豆莢 ,66.2 ,43.9 ,35.0 ,46.6 , + 22,388 , - 10,18080.8
113/06/01,104 台北二,FQ2 毛豆 豆仁 ,154.4 ,124.6 ,110.0 ,127.6 , +  0,374 , - 11,47722.4
113/06/01,104 台北二,FR9 青花苔 進口 ,74.8 ,53.8 ,37.8 ,54.8 , -  1,"7,572 ", - 23,414945.6
113/06/01,104 台北二,FS1 越瓜 青色 ,5.0 ,5.0 ,5.0 ,5.0 , - 28,36 , - 78,180
113/06/01,104 台北二,FT0 南瓜 其他 ,24.5 ,17.8 ,15.0 ,18.6 , - 10,473 , + 41,8797.8
113/06/01,104 台北二,FT1 南瓜 木瓜形 ,24.3 ,20.3 ,14.1 ,19.9 , +  5,"5,848 ", + 16,116375.2
113/06/01,104 台北二,FT2 南瓜 圓形 ,24.7 ,18.8 ,17.1 ,19.7 , -  2,"1,435 ", - 10,28269.5
113/06/01,104 台北二,FT3 南瓜 黃如意 ,50.0 ,50.0 ,50.0 ,50.0 , +  1,20 , - 78,1000
113/06/01,104 台北二,FT5 南瓜 青如意 ,67.8 ,36.1 ,18.0 ,38.8 , + 26,"2,268 ", - 41,87998.4
113/06/01,104 台北二,FT6 南瓜 東昇 ,60.0 ,59.6 ,35.2 ,54.8 , - 30,203 , +148,11124.4
113/06/01,104 台北二,FT7 南瓜 栗子 ,52.5 ,43.3 ,28.5 ,42.2 , + 13,719 , - 44,30341.8
113/06/01,104 台北二,FT9 南瓜 進口 ,35.0 ,32.3 ,22.0 ,30.8 , -  1,80 , - 54,2464
113/06/01,104 台北二,FU1 隼人瓜  ,11.6 ,6.5 ,5.0 ,7.2 , - 25,"2,087 ", + 42,15026.4
113/06/01,104 台北二,FU2 隼人瓜 瓜苗 ,57.4 ,46.3 ,32.1 ,45.6 , + 13,"3,726 ", - 15,169905.6
113/06/01,104 台北二,FU3 石蓮花  ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,12 ,  -  ,360
113/06/01,104 台北二,FV0 辣椒 其他 ,74.3 ,30.6 ,20.0 ,37.2 , + 42,53 , - 13,1971.6
113/06/01,104 台北二,FV1 辣椒 紅小 ,113.6 ,48.0 ,8.0 ,53.1 , +  6,636 , - 53,33771.6
113/06/01,104 台北二,FV2 辣椒 青小 ,35.0 ,21.2 ,10.0 ,21.7 , -  2,91 , - 41,1974.7
113/06/01,104 台北二,FV4 辣椒 朝天椒 ,47.5 ,39.1 ,25.4 ,38.1 , -  2,"1,457 ", -  8,55511.7
113/06/01,104 台北二,FV6 辣椒 糯米椒 ,130.0 ,63.1 ,6.4 ,65.2 , + 27,387 , - 55,25232.4
113/06/01,104 台北二,FW1 金針花  ,207.8 ,141.2 ,131.4 ,152.6 , +  2,253 , - 28,38607.8
113/06/01,104 台北二,FY0 玉米 其他 ,8.0 ,6.4 ,5.7 ,6.6 , - 27,380 , - 39,2508
113/06/01,104 台北二,FY4 玉米 玉米筍 ,62.6 ,18.0 ,12.1 ,25.8 , + 12,"1,345 ", - 13,34701
113/06/01,104 台北二,FY5 玉米 糯米黑 ,24.3 ,16.1 ,6.8 ,15.9 , + 17,"7,208 ", - 25,114607.2
113/06/01,104 台北二,FY6 玉米 甜軟殼 ,28.8 ,15.1 ,7.1 ,16.3 , + 28,"7,646 ", - 39,124629.8
113/06/01,104 台北二,FY8 玉米 白龍王 ,57.0 ,16.0 ,5.0 ,22.0 , - 41,"2,160 ", +116,47520
113/06/01,104 台北二,FY9 玉米 進口 ,234.5 ,112.8 ,52.0 ,125.0 , - 16,944 , + 31,118000
113/06/01,104 台北二,FZ1 落花生 生 ,142.1 ,76.1 ,60.0 ,86.1 , + 32,87 , +999,7490.7
113/06/01,104 台北二,LA1 甘藍 初秋 ,27.0 ,17.3 ,9.2 ,17.6 , - 17,"84,710 ", -  4,1490896
113/06/01,104 台北二,LA2 甘藍 改良種 ,18.8 ,15.4 ,9.0 ,14.8 , -  9,"10,020 ", +  1,148296
113/06/01,104 台北二,LA4 甘藍 紫色 ,17.5 ,7.0 ,7.0 ,9.1 ,  -  ,708 ,  -  ,6442.8
113/06/01,104 台北二,LA5 甘藍 甘藍心 ,100.0 ,52.1 ,25.0 ,56.2 ,  -  ,176 ,  -  ,9891.2
113/06/01,104 台北二,LA6 甘藍 甘藍芽 ,55.0 ,36.2 ,10.0 ,34.7 , - 34,78 , + 50,2706.6
113/06/01,104 台北二,LA7 甘藍 改良尖 ,29.0 ,17.7 ,11.0 ,18.6 , -  2,985 , - 71,18321
113/06/01,104 台北二,LB1 小白菜 土白菜 ,18.0 ,9.4 ,4.1 ,10.1 , - 10,"2,238 ", - 22,22603.8
113/06/01,104 台北二,LB2 小白菜 蚵仔白 ,29.2 ,14.3 ,6.2 ,15.7 , - 22,"9,037 ", - 24,141880.9
113/06/01,104 台北二,LB3 小白菜 奶油白 ,31.1 ,10.1 ,6.6 ,13.6 , -  1,"1,214 ", - 26,16510.4
113/06/01,104 台北二,LB8 小白菜 水耕 ,48.0 ,46.4 ,45.0 ,46.4 , - 26,155 , + 38,7192
113/06/01,104 台北二,LC0 包心白 其他 ,112.9 ,73.0 ,46.8 ,75.8 , - 14,743 , + 18,56319.4
113/06/01,104 台北二,LC1 包心白 包白 ,27.4 ,18.3 ,8.0 ,18.1 , + 39,"3,525 ", - 57,63802.5
113/06/01,104 台北二,LC9 包心白 進口 ,23.4 ,20.5 ,19.0 ,20.8 , -  9,"9,150 ", - 57,190320
113/06/01,104 台北二,LD1 青江白菜 小梗 ,33.3 ,13.7 ,3.9 ,15.7 , +  8,"7,894 ", - 30,123935.8
113/06/01,104 台北二,LE1 皇宮菜 小葉 ,78.7 ,35.8 ,13.4 ,39.9 , + 16,669 , - 46,26693.1
113/06/01,104 台北二,LE2 皇宮菜 大葉 ,66.2 ,33.2 ,10.0 ,35.1 , - 27,134 ,    0,4703.4
113/06/01,104 台北二,LF1 蕹菜 大葉 ,5.0 ,5.0 ,5.0 ,5.0 , - 58,7 , - 81,35
113/06/01,104 台北二,LF2 蕹菜 小葉 ,50.5 ,33.3 ,11.4 ,32.4 , + 14,"5,142 ", - 44,166600.8
113/06/01,104 台北二,LF3 蕹菜 水蕹菜 ,81.6 ,65.3 ,14.7 ,58.5 , -  2,711 , + 22,41593.5
113/06/01,104 台北二,LG2 芹菜 白梗 ,43.6 ,32.4 ,23.6 ,32.9 , +  6,"3,706 ", - 13,121927.4
113/06/01,104 台北二,LG3 芹菜 西洋芹菜 ,68.0 ,68.0 ,68.0 ,68.0 , + 76,90 , - 80,6120
113/06/01,104 台北二,LG9 芹菜 進口 ,80.0 ,78.1 ,70.0 ,76.9 , +  3,160 , + 60,12304
113/06/01,104 台北二,LH1 菠菜 圓葉 ,35.0 ,35.0 ,35.0 ,35.0 , + 10,100 , - 75,3500
113/06/01,104 台北二,LH2 菠菜 角葉 ,50.2 ,27.5 ,5.8 ,27.7 , - 36,"2,400 ", + 38,66480
113/06/01,104 台北二,LI0 萵苣菜 其他 ,130.0 ,79.6 ,5.7 ,74.9 , - 22,289 , - 13,21646.1
113/06/01,104 台北二,LI1 萵苣菜 廣東菜 ,80.0 ,80.0 ,63.3 ,76.7 , -  9,60 , + 20,4602
113/06/01,104 台北二,LI2 萵苣菜 結球萵 ,40.3 ,10.1 ,3.0 ,14.7 , - 64,"1,975 ", + 90,29032.5
113/06/01,104 台北二,LI3 萵苣菜 本島圓葉 ,49.8 ,21.7 ,8.2 ,24.6 , + 72,"2,076 ", - 51,51069.6
113/06/01,104 台北二,LI4 萵苣菜 本島尖葉 ,12.0 ,12.0 ,12.0 ,12.0 , - 33,45 , - 40,540
113/06/01,104 台北二,LI5 萵苣菜 油麥菜 ,16.0 ,6.7 ,3.3 ,7.9 , - 10,"14,447 ", - 28,114131.3
113/06/01,104 台北二,LI6 萵苣菜 蘿美 ,141.7 ,106.6 ,12.6 ,94.8 , + 23,420 , + 76,39816
113/06/01,104 台北二,LI7 萵苣菜 紅捲綠捲 ,34.6 ,20.6 ,5.0 ,20.3 , - 69,151 , +185,3065.3
113/06/01,104 台北二,LI8 萵苣菜 水耕 ,58.5 ,38.6 ,23.7 ,39.6 , -  4,"2,175 ", -  5,86130
113/06/01,104 台北二,LI9 萵苣菜 進口 ,72.7 ,38.2 ,15.8 ,40.6 , -  7,"2,822 ", - 37,114573.2
113/06/01,104 台北二,LJ4 芥菜 小芥菜 ,40.0 ,30.8 ,6.0 ,27.7 , + 66,270 , - 51,7479
113/06/01,104 台北二,LK2 芥藍菜  ,40.0 ,20.1 ,10.0 ,22.0 , + 26,275 , - 73,6050
113/06/01,104 台北二,LK3 芥藍菜 芥藍芽 ,132.0 ,40.4 ,13.3 ,53.3 , -  2,"3,138 ", + 10,167255.4
113/06/01,104 台北二,LM1 莧菜 紅莧菜 ,40.0 ,38.5 ,35.0 ,38.1 , + 40,160 , - 50,6096
113/06/01,104 台北二,LM2 莧菜 白莧菜 ,41.0 ,32.3 ,23.5 ,32.2 , -  8,"2,481 ", - 11,79888.2
113/06/01,104 台北二,LN1 油菜  ,11.3 ,5.6 ,3.1 ,6.2 , - 24,"6,024 ", - 32,37348.8
113/06/01,104 台北二,LN2 油菜 小松菜 ,30.0 ,30.0 ,30.0 ,30.0 ,    0,75 , +200,2250
113/06/01,104 台北二,LO1 甘薯葉  ,50.0 ,16.8 ,4.9 ,21.1 , -  7,"9,747 ", - 12,205661.7
113/06/01,104 台北二,LP1 芫荽  ,54.9 ,23.2 ,10.0 ,26.9 , - 30,"1,734 ", -  0,46644.6
113/06/01,104 台北二,LP2 九層塔  ,80.0 ,45.6 ,24.8 ,48.3 , + 23,"1,205 ", - 20,58201.5
113/06/01,104 台北二,LQ1 紅鳳菜 紅鳳菜 ,61.6 ,26.2 ,11.0 ,30.2 , +  0,"1,068 ", -  2,32253.6
113/06/01,104 台北二,LS1 茴香  ,30.2 ,16.2 ,10.0 ,17.8 , +  7,121 , - 52,2153.8
113/06/01,104 台北二,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 , +  1,100 , - 15,5000
113/06/01,104 台北二,LT3 海菜 水蓮 ,109.6 ,87.7 ,73.4 ,89.2 , +  3,"1,020 ", -  4,90984
113/06/01,104 台北二,LV1 巴西利  ,65.0 ,41.7 ,30.0 ,44.0 , - 13,25 , - 76,1100
113/06/01,104 台北二,LX1 蕨菜 過貓 ,72.0 ,65.1 ,55.0 ,64.4 , + 79,72 , - 57,4636.8
113/06/01,104 台北二,LX2 蕨菜 山蘇 ,160.0 ,160.0 ,160.0 ,160.0 ,    0,69 , +188,11040
113/06/01,104 台北二,LY6 香椿  ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,8 ,  -  ,240
113/06/01,104 台北二,LZ2 藤川七 川七葉 ,90.0 ,85.6 ,70.0 ,83.3 , +  4,45 , + 50,3748.5
113/06/01,104 台北二,MA0 洋菇 其他 ,57.0 ,57.0 ,57.0 ,57.0 ,    0,20 ,    0,1140
113/06/01,104 台北二,MA1 洋菇  ,150.0 ,130.2 ,72.2 ,122.6 , -  8,151 , + 27,18512.6
113/06/01,104 台北二,MA2 洋菇 盒裝 ,285.0 ,264.6 ,59.8 ,227.7 , +  4,276 , +  1,62845.2
113/06/01,104 台北二,MB1 草菇  ,108.5 ,105.0 ,77.6 ,100.2 , + 49,115 , - 40,11523
113/06/01,104 台北二,MC1 濕木耳  ,89.6 ,56.7 ,14.6 ,54.8 , - 13,"1,424 ", + 42,78035.2
113/06/01,104 台北二,MD1 濕香菇  ,140.6 ,106.7 ,45.7 ,101.3 , -  1,"1,205 ", -  0,122066.5
113/06/01,104 台北二,ME1 金絲菇 金針菇 ,39.1 ,22.9 ,12.0 ,24.0 , - 11,"1,592 ", + 29,38208
113/06/01,104 台北二,ME2 金絲菇 盒裝 ,27.1 ,26.3 ,25.0 ,26.2 , - 11,"1,409 ", -  4,36915.8
113/06/01,104 台北二,MF1 蠔菇 鮑魚菇 ,84.7 ,73.8 ,53.8 ,72.0 , -  5,51 , +113,3672
113/06/01,104 台北二,MG1 巴西蘑菇  ,275.0 ,275.0 ,275.0 ,275.0 ,  -  ,1 ,  -  ,275
113/06/01,104 台北二,MI1 秀珍菇  ,87.0 ,86.4 ,80.0 ,85.2 , +  1,216 , + 26,18403.2
113/06/01,104 台北二,MJ1 杏鮑菇  ,76.1 ,48.1 ,25.6 ,49.2 , +  0,"4,047 ", -  9,199112.4
113/06/01,104 台北二,MJ2 杏鮑菇 盒裝 ,100.0 ,60.0 ,20.0 ,60.0 , +200,40 , +100,2400
113/06/01,104 台北二,MK1 鴻喜菇  ,136.1 ,87.0 ,70.0 ,93.4 , -  0,216 , + 22,20174.4
113/06/01,104 台北二,MK2 鴻喜菇 盒裝 ,170.0 ,166.9 ,164.0 ,166.9 , -  7,147 , +  4,24534.3
113/06/01,104 台北二,ML1 珊瑚菇  ,120.0 ,120.0 ,120.0 ,120.0 ,    0,2 ,    0,240
113/06/01,104 台北二,MN1 柳松菇  ,102.4 ,95.0 ,95.0 ,96.5 , -  7,34 , -  8,3281
113/06/01,104 台北二,MX1 其他菇類  ,157.8 ,78.9 ,45.6 ,88.0 , -  5,822 , + 11,72336
113/06/01,104 台北二,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 ,    0,630 , -  3,22050
113/06/01,104 台北二,OB1 雪里紅  ,30.0 ,30.0 ,30.0 ,30.0 , - 15,180 , - 66,5400
113/06/01,104 台北二,OC1 榨菜  ,30.0 ,26.7 ,25.0 ,27.0 ,  -  ,600 ,  -  ,16200
113/06/01,104 台北二,OD1 蘿蔔乾  ,30.0 ,30.0 ,30.0 ,30.0 ,    0,40 ,    0,1200
113/06/01,104 台北二,OE2 醃瓜 漬 漬,33.0 ,30.6 ,22.8 ,29.5 , -  5,233 , +  5,6873.5
113/06/01,104 台北二,OG2 熟筍 箭竹筍 ,80.0 ,80.0 ,80.0 ,80.0 ,    0,100 ,    0,8000
113/06/01,104 台北二,OI3 筍片  ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,144 ,  -  ,7200
113/06/01,104 台北二,OX1 其他  ,94.0 ,30.2 ,18.4 ,40.6 , + 12,"3,493 ", - 20,141815.8
113/06/01,104 台北二,SA3 蘿蔔 矸仔 ,9.6 ,4.8 ,3.3 ,5.4 , - 23,"6,330 ", + 37,34182
113/06/01,104 台北二,SA7 蘿蔔 甜菜根 ,44.0 ,20.9 ,8.0 ,22.9 , +  8,159 , +165,3641.1
113/06/01,104 台北二,SA9 蘿蔔 進口 ,16.3 ,14.5 ,12.0 ,14.3 , -  4,"14,790 ", +  8,211497
113/06/01,104 台北二,SB1 胡蘿蔔 未洗 ,10.7 ,8.4 ,3.8 ,8.0 , + 23,"1,133 ", - 52,9064
113/06/01,104 台北二,SB2 胡蘿蔔 清洗 ,18.8 ,12.7 ,8.4 ,13.0 , +  5,"11,060 ", -  8,143780
113/06/01,104 台北二,SB9 胡蘿蔔 進口 ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,60 ,  -  ,1800
113/06/01,104 台北二,SC1 馬鈴薯 本產 ,29.4 ,20.6 ,5.3 ,19.3 , -  5,"5,428 ", -  5,104760.4
113/06/01,104 台北二,SC9 馬鈴薯 進口 ,45.9 ,14.4 ,4.0 ,18.6 , - 47,"1,145 ", + 48,21297
113/06/01,104 台北二,SD1 洋蔥 本產 ,17.8 ,14.2 ,7.2 ,13.5 ,    0,"8,845 ", - 15,119407.5
113/06/01,104 台北二,SD9 洋蔥 進口 ,26.5 ,16.2 ,11.0 ,17.2 , - 43,600 , - 83,10320
113/06/01,104 台北二,SE1 青蔥 日蔥 ,123.6 ,104.0 ,80.2 ,103.2 , + 15,"1,539 ", - 23,158824.8
113/06/01,104 台北二,SE3 青蔥 大蔥 ,32.0 ,32.0 ,32.0 ,32.0 , + 28,30 ,    0,960
113/06/01,104 台北二,SE5 青蔥 紅蔥頭 ,80.7 ,77.1 ,43.2 ,71.0 , -  1,373 , + 10,26483
113/06/01,104 台北二,SE6 青蔥 粉蔥 ,95.4 ,85.0 ,59.1 ,81.9 , +  3,"6,016 ", - 14,492710.4
113/06/01,104 台北二,SF1 韭菜 白頭 ,54.2 ,33.5 ,20.2 ,35.0 , -  6,908 , - 32,31780
113/06/01,104 台北二,SF2 韭菜 韭菜黃 ,112.0 ,90.5 ,75.8 ,91.9 , +  6,414 , -  6,38046.6
113/06/01,104 台北二,SF3 韭菜 韭菜花 ,102.6 ,79.2 ,64.8 ,81.0 , -  6,360 , + 29,29160
113/06/01,104 台北二,SF4 韭菜 青頭 ,54.5 ,35.2 ,12.2 ,34.5 , +  5,"1,035 ", - 15,35707.5
113/06/01,104 台北二,SG2 大蒜 軟梗 ,93.2 ,88.0 ,47.3 ,80.9 , + 24,884 , - 26,71515.6
113/06/01,104 台北二,SG4 大蒜 蔥蒜 ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,20 ,  -  ,1000
113/06/01,104 台北二,SG5 大蒜 蒜頭 ,129.5 ,71.9 ,48.3 ,78.7 , - 10,145 , - 58,11411.5
113/06/01,104 台北二,SG6 大蒜 蒜仁 ,115.0 ,115.0 ,115.0 ,115.0 ,    0,"1,224 ", -  1,140760
113/06/01,104 台北二,SG7 大蒜 蒜瓣 ,223.0 ,120.8 ,76.7 ,132.4 , + 13,565 , - 12,74806
113/06/01,104 台北二,SH1 竹筍 麻竹筍 ,38.0 ,34.6 ,34.0 ,35.2 , +  7,330 , -  8,11616
113/06/01,104 台北二,SH2 竹筍 綠竹筍 ,141.3 ,100.3 ,64.2 ,101.3 , + 11,"3,000 ", - 38,303900
113/06/01,104 台北二,SH5 竹筍 烏殼綠 ,47.8 ,35.4 ,23.2 ,35.4 , + 32,"7,721 ", - 29,273323.4
113/06/01,104 台北二,SH7 竹筍 去殼 ,33.1 ,30.0 ,30.0 ,30.6 , + 23,260 , +117,7956
113/06/01,104 台北二,SJ2 芋 檳榔心芋 ,79.0 ,68.6 ,57.3 ,68.4 , +  5,"1,195 ", +  9,81738
113/06/01,104 台北二,SK2 荸薺 加工 ,70.0 ,70.0 ,70.0 ,70.0 ,    0,116 , +480,8120
113/06/01,104 台北二,SL1 豆薯  ,26.9 ,25.5 ,22.0 ,25.1 , +  2,485 , + 15,12173.5
113/06/01,104 台北二,SM1 牛蒡  ,10.0 ,8.7 ,8.0 ,8.8 , - 12,50 ,    0,440
113/06/01,104 台北二,SM9 牛蒡 進口 ,35.0 ,34.2 ,31.5 ,33.8 , -  3,262 , +162,8855.6
113/06/01,104 台北二,SN1 蓮藕  ,65.0 ,62.9 ,24.1 ,55.6 , + 18,378 , - 16,21016.8
113/06/01,104 台北二,SN2 蓮藕 蓮子 ,450.0 ,247.5 ,45.0 ,247.5 ,  -  ,12 ,  -  ,2970
113/06/01,104 台北二,SO0 甘薯 其他 ,17.9 ,14.9 ,11.0 ,14.7 , -  9,891 , - 58,13097.7
113/06/01,104 台北二,SO1 甘薯 臺農57號 ,18.6 ,6.2 ,4.0 ,8.3 , - 43,"8,329 ", + 42,69130.7
113/06/01,104 台北二,SO2 甘薯 芋仔甘薯 ,20.7 ,14.0 ,8.0 ,14.1 , + 12,371 , +  6,5231.1
113/06/01,104 台北二,SO3 甘薯 臺農66號 ,15.3 ,8.3 ,4.9 ,9.0 , -  8,"7,240 ", +  5,65160
113/06/01,104 台北二,SP0 薑 其他 ,50.0 ,50.0 ,50.0 ,50.0 ,  -  ,17 ,  -  ,850
113/06/01,104 台北二,SP1 薑 老薑 ,85.2 ,55.2 ,23.9 ,54.9 , -  1,"2,128 ", + 18,116827.2
113/06/01,104 台北二,SP2 薑 嫩薑 ,73.4 ,50.7 ,40.7 ,53.2 , -  0,"1,686 ", + 19,89695.2
113/06/01,104 台北二,SQ1 茭白筍 帶殼 ,67.4 ,59.6 ,42.9 ,57.8 , + 12,"2,700 ", - 26,156060
113/06/01,104 台北二,SQ3 茭白筍 去殼 ,158.1 ,125.1 ,88.6 ,124.4 , +  1,"1,790 ", - 14,222676
113/06/01,104 台北二,SU2 薯蕷 白薯蕷 ,47.7 ,26.1 ,17.3 ,28.7 , - 18,"1,504 ", +  8,43164.8
113/06/01,104 台北二,SU3 薯蕷 樹薯 ,35.0 ,27.5 ,20.0 ,27.5 , + 38,42 , +100,1155
113/06/01,104 台北二,SV1 蘆筍 白蘆筍 ,111.6 ,78.1 ,70.0 ,83.2 , +  5,19 , - 73,1580.8
113/06/01,104 台北二,SV2 蘆筍 綠蘆筍 ,238.9 ,140.7 ,57.8 ,143.8 , + 44,838 , - 36,120504.4
113/06/01,104 台北二,SV3 蘆筍 蘆筍花 ,100.0 ,100.0 ,100.0 ,100.0 , + 68,6 , - 85,600
113/06/01,104 台北二,SV9 蘆筍 進口 ,299.5 ,184.4 ,120.8 ,194.7 , + 41,356 , - 62,69313.2
113/06/01,104 台北二,SW1 球莖甘藍  ,30.0 ,30.0 ,30.0 ,30.0 , +  4,80 , - 67,2400
113/06/01,104 台北二,SX0 芽菜類 其他 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,75 , + 53,1500
113/06/01,104 台北二,SX1 芽菜類 綠豆芽 ,12.0 ,12.0 ,12.0 ,12.0 ,    0,"1,820 ", - 27,21840
113/06/01,104 台北二,SX2 芽菜類 黃豆芽 ,20.0 ,20.0 ,20.0 ,20.0 ,    0,264 , - 30,5280
113/06/01,104 台北二,SX3 芽菜類 豌豆芽 ,65.0 ,65.0 ,65.0 ,65.0 , -  8,37 , - 71,2405
113/06/01,104 台北二,SX4 芽菜類 苜蓿芽 ,50.0 ,50.0 ,50.0 ,50.0 ,    0,69 , - 15,3450
113/06/01,104 台北二,SZ1 半天筍  ,90.0 ,90.0 ,90.0 ,90.0 ,  -  ,6 ,  -  ,540
113/06/01,104 台北二,SZ3 金針筍  ,80.0 ,80.0 ,80.0 ,80.0 ,    0,1 ,    0,80
113/06/01,104 台北二,SZ8 香茅  ,93.8 ,58.3 ,45.4 ,62.8 , -  3,165 , - 13,10362
