蔬菜 產品日交易行情,,,,,,,,,,
交易日期：,113/06/01 ~ 113/06/30 (農曆:113/04/25 ~ 113/05/25),,,,,,,,,
市　　場：,全部市場,,,,,,,,,
產　　品：,全部產品,,,,,,,,,
日　　期,市　　場,產　　品,上價,中價,下價,平均價(元/公斤),增減%,交易量(公斤),增減%,
113/06/29,109 台北一,LQ1 紅鳳菜 紅鳳菜 ,52.4 ,37.7 ,25.3 ,38.2 , +  1,"1,432 ", - 14,54702.4
113/06/29,109 台北一,LT2 海菜 海帶 ,50.0 ,50.0 ,50.0 ,50.0 , - 17,210 , +367,10500
113/06/29,109 台北一,LT3 海菜 水蓮 ,117.3 ,104.6 ,84.1 ,103.0 , -  5,"2,286 ", -  6,235458
113/06/29,109 台北一,LV1 巴西利  ,200.0 ,180.5 ,159.8 ,180.2 , + 26,198 , +  2,35679.6
113/06/29,109 台北一,LX1 蕨菜 過貓 ,95.6 ,70.0 ,46.2 ,70.4 , + 35,571 , -  5,40198.4
113/06/29,109 台北一,LX2 蕨菜 山蘇 ,273.8 ,111.5 ,75.5 ,136.8 , -  0,177 , + 46,24213.6
113/06/29,109 台北一,LY2 黑甜仔菜  ,10.0 ,10.0 ,10.0 ,10.0 , - 17,9 , - 40,90
113/06/29,109 台北一,LY4 人參葉  ,15.0 ,10.8 ,7.0 ,10.9 , +173,29 , +222,316.1
113/06/29,109 台北一,LZ2 藤川七 川七葉 ,184.0 ,153.4 ,135.6 ,156.0 , - 15,125 , + 74,19500
113/06/29,109 台北一,MA1 洋菇  ,170.0 ,135.1 ,45.6 ,124.2 , - 19,303 , + 32,37632.6
113/06/29,109 台北一,MA2 洋菇 盒裝 ,291.4 ,233.0 ,94.4 ,216.9 , + 24,234 , - 28,50754.6
113/06/29,109 台北一,MB1 草菇  ,130.0 ,130.0 ,130.0 ,130.0 ,    0,56 , + 65,7280
113/06/29,109 台北一,MC0 濕木耳 其他 ,350.0 ,350.0 ,350.0 ,350.0 ,    0,6 , + 50,2100
113/06/29,109 台北一,MC1 濕木耳  ,95.5 ,54.3 ,8.0 ,53.3 , -  9,533 , - 24,28408.9
113/06/29,109 台北一,MD1 濕香菇  ,135.0 ,89.3 ,14.1 ,83.4 , + 21,"1,473 ", - 40,122848.2
113/06/29,109 台北一,ME1 金絲菇 金針菇 ,38.0 ,19.2 ,10.0 ,21.1 , - 28,"1,104 ", + 13,23294.4
113/06/29,109 台北一,ME2 金絲菇 盒裝 ,31.4 ,26.3 ,25.0 ,27.1 , -  2,"2,008 ", + 10,54416.8
113/06/29,109 台北一,MF1 蠔菇 鮑魚菇 ,45.0 ,35.5 ,20.0 ,34.3 , - 43,42 , +200,1440.6
113/06/29,109 台北一,MI1 秀珍菇  ,85.0 ,65.8 ,46.0 ,65.7 , +  1,431 , -  8,28316.7
113/06/29,109 台北一,MI2 秀珍菇 盒裝 ,120.0 ,120.0 ,120.0 ,120.0 ,  -  ,2 ,  -  ,240
113/06/29,109 台北一,MJ1 杏鮑菇  ,58.6 ,35.7 ,12.0 ,35.5 , +  1,"7,116 ", -  6,252618
113/06/29,109 台北一,MJ2 杏鮑菇 盒裝 ,110.0 ,110.0 ,110.0 ,110.0 ,    0,17 , - 15,1870
113/06/29,109 台北一,MK0 鴻喜菇 其他 ,190.0 ,101.1 ,90.0 ,116.7 , - 16,99 , - 12,11553.3
113/06/29,109 台北一,MK1 鴻喜菇  ,68.9 ,47.8 ,40.0 ,50.5 , - 13,306 , + 19,15453
113/06/29,109 台北一,MK2 鴻喜菇 盒裝 ,190.0 ,135.8 ,120.0 ,143.5 , -  6,279 , +  8,40036.5
113/06/29,109 台北一,ML2 珊瑚菇 盒裝 ,120.0 ,120.0 ,120.0 ,120.0 ,    0,5 , - 17,600
113/06/29,109 台北一,MN2 柳松菇 盒裝 ,150.0 ,150.0 ,150.0 ,150.0 ,  -  ,6 ,  -  ,900
113/06/29,109 台北一,MX1 其他菇類  ,128.2 ,47.4 ,12.0 ,56.5 , -  3,"1,032 ", -  0,58308
113/06/29,109 台北一,OA2 鹹菜 帶葉 ,35.0 ,35.0 ,35.0 ,35.0 ,    0,"1,530 ", - 37,53550
113/06/29,109 台北一,OB1 雪里紅  ,14.1 ,12.0 ,12.0 ,12.4 , +  2,"1,720 ", +  1,21328
113/06/29,109 台北一,OC1 榨菜  ,33.0 ,32.3 ,28.0 ,31.6 , -  4,"1,280 ", +611,40448
113/06/29,109 台北一,OD1 蘿蔔乾  ,33.0 ,33.0 ,33.0 ,33.0 ,  -  ,120 ,  -  ,3960
113/06/29,109 台北一,OE2 醃瓜 漬 漬,43.7 ,38.0 ,38.0 ,39.2 , +  2,324 , - 14,12700.8
113/06/29,109 台北一,OG1 熟筍 桂竹筍 ,75.0 ,75.0 ,75.0 ,75.0 ,  -  ,80 ,  -  ,6000
113/06/29,109 台北一,OI4 筍茸  ,28.0 ,28.0 ,28.0 ,28.0 ,    0,420 , +775,11760
113/06/29,109 台北一,OL1 朴菜  ,30.0 ,30.0 ,30.0 ,30.0 ,  -  ,60 ,  -  ,1800
113/06/29,109 台北一,OX1 其他  ,94.9 ,18.5 ,16.7 ,33.4 , - 11,"4,133 ", +  9,138042.2
113/06/29,109 台北一,SA3 蘿蔔 矸仔 ,24.5 ,13.7 ,7.2 ,14.6 , - 33,"4,595 ", +346,67087
113/06/29,109 台北一,SA4 蘿蔔 櫻桃 ,150.0 ,148.8 ,117.3 ,142.7 ,  -  ,110 ,  -  ,15697
113/06/29,109 台北一,SA7 蘿蔔 甜菜根 ,25.0 ,23.6 ,16.0 ,22.4 , - 30,136 , - 50,3046.4
113/06/29,109 台北一,SA9 蘿蔔 進口 ,16.0 ,15.5 ,13.8 ,15.3 ,    0,"25,762 ", +  6,394158.6
113/06/29,109 台北一,SB1 胡蘿蔔 未洗 ,13.0 ,8.9 ,6.7 ,9.3 , -  9,"1,060 ", - 39,9858
113/06/29,109 台北一,SB2 胡蘿蔔 清洗 ,19.6 ,11.5 ,6.7 ,12.2 , +  7,"24,030 ", +  6,293166
113/06/29,109 台北一,SC1 馬鈴薯 本產 ,28.0 ,22.7 ,9.3 ,21.1 , -  1,"6,480 ", +  5,136728
113/06/29,109 台北一,SC9 馬鈴薯 進口 ,50.0 ,34.4 ,30.0 ,36.7 , + 38,600 , - 64,22020
113/06/29,109 台北一,SD1 洋蔥 本產 ,20.3 ,15.3 ,11.2 ,15.5 , -  3,"9,102 ", + 33,141081
113/06/29,109 台北一,SD9 洋蔥 進口 ,32.4 ,16.9 ,9.5 ,18.5 , + 22,"2,390 ", + 11,44215
113/06/29,109 台北一,SE1 青蔥 日蔥 ,120.5 ,89.5 ,60.7 ,89.9 , -  5,"2,970 ", + 20,267003
113/06/29,109 台北一,SE2 青蔥 北蔥 ,25.0 ,20.5 ,20.0 ,21.3 , - 19,154 , + 10,3280.2
113/06/29,109 台北一,SE5 青蔥 紅蔥頭 ,80.0 ,80.0 ,80.0 ,80.0 , +  5,102 , - 44,8160
113/06/29,109 台北一,SE6 青蔥 粉蔥 ,77.8 ,55.9 ,36.7 ,56.5 , - 10,"19,122 ", +  1,1080393
113/06/29,109 台北一,SF1 韭菜 白頭 ,73.0 ,56.4 ,34.7 ,55.4 , -  2,928 , -  2,51411.2
113/06/29,109 台北一,SF2 韭菜 韭菜黃 ,239.1 ,172.7 ,109.7 ,173.4 , +  1,888 , + 17,153979.2
113/06/29,109 台北一,SF3 韭菜 韭菜花 ,150.0 ,150.0 ,96.5 ,139.3 , +  2,724 , - 31,100853.2
113/06/29,109 台北一,SF4 韭菜 青頭 ,59.6 ,30.2 ,14.2 ,32.9 , - 12,"3,767 ", + 11,123934.3
113/06/29,109 台北一,SG2 大蒜 軟梗 ,127.6 ,87.6 ,35.7 ,85.2 , - 17,"2,330 ", + 47,198516
113/06/29,109 台北一,SG4 大蒜 蔥蒜 ,123.0 ,117.2 ,83.8 ,111.7 , + 15,434 , +  9,48477.8
113/06/29,109 台北一,SG5 大蒜 蒜頭 ,152.8 ,114.9 ,93.5 ,118.2 , + 15,423 , -  9,49998.6
113/06/29,109 台北一,SG6 大蒜 蒜仁 ,110.0 ,110.0 ,103.7 ,108.8 , +  3,"1,618 ", - 34,176038.4
113/06/29,109 台北一,SG7 大蒜 蒜瓣 ,243.1 ,115.5 ,68.4 ,131.6 , -  3,369 , + 14,48560.4
113/06/29,109 台北一,SH1 竹筍 麻竹筍 ,32.2 ,30.6 ,27.9 ,30.4 , -  1,"6,492 ", + 26,197356.8
113/06/29,109 台北一,SH2 竹筍 綠竹筍 ,258.8 ,151.0 ,65.8 ,155.5 , +  7,"7,358 ", + 46,1144169
113/06/29,109 台北一,SH5 竹筍 烏殼綠 ,43.5 ,29.2 ,17.6 ,29.7 , +  1,"15,705 ", + 31,466438.5
113/06/29,109 台北一,SH7 竹筍 去殼 ,27.9 ,23.6 ,18.9 ,23.6 , - 12,"1,515 ", -  4,35754
113/06/29,109 台北一,SJ2 芋 檳榔心芋 ,72.8 ,62.5 ,41.0 ,60.3 , -  4,"3,737 ", -  5,225341.1
113/06/29,109 台北一,SJ3 芋 里芋 ,110.0 ,59.0 ,37.0 ,64.8 , +  3,93 , + 11,6026.4
113/06/29,109 台北一,SJ4 芋 芋莖 ,10.0 ,6.9 ,5.0 ,7.2 ,  -  ,139 ,  -  ,1000.8
113/06/29,109 台北一,SK2 荸薺 加工 ,65.0 ,65.0 ,65.0 ,65.0 ,    0,286 , + 29,18590
113/06/29,109 台北一,SL1 豆薯  ,30.0 ,29.6 ,22.3 ,28.2 , -  5,"1,830 ", - 11,51606
113/06/29,109 台北一,SM1 牛蒡  ,45.0 ,40.9 ,35.0 ,40.6 , -  7,360 , - 71,14616
113/06/29,109 台北一,SM9 牛蒡 進口 ,35.0 ,30.4 ,20.0 ,29.2 , + 46,520 , +160,15184
113/06/29,109 台北一,SN1 蓮藕  ,60.0 ,49.6 ,17.0 ,45.1 , + 14,"2,481 ", + 41,111893.1
113/06/29,109 台北一,SN2 蓮藕 蓮子 ,400.0 ,294.8 ,230.0 ,302.9 , - 24,42 , - 50,12721.8
113/06/29,109 台北一,SO0 甘薯 其他 ,40.3 ,16.6 ,8.2 ,19.6 , + 12,"3,115 ", +138,61054
113/06/29,109 台北一,SO1 甘薯 臺農57號 ,29.0 ,16.8 ,5.5 ,17.0 , + 28,"3,429 ", - 23,58293
113/06/29,109 台北一,SO2 甘薯 芋仔甘薯 ,40.0 ,32.7 ,16.1 ,30.8 , + 84,176 , + 17,5420.8
113/06/29,109 台北一,SO3 甘薯 臺農66號 ,14.9 ,8.5 ,5.0 ,9.1 , +  1,"12,300 ", +  4,111930
113/06/29,109 台北一,SP0 薑 其他 ,110.0 ,106.4 ,95.0 ,104.9 ,  -  ,35 ,  -  ,3671.5
113/06/29,109 台北一,SP1 薑 老薑 ,76.9 ,54.8 ,26.0 ,53.4 , -  7,"2,328 ", +  9,124315.2
113/06/29,109 台北一,SP2 薑 嫩薑 ,65.0 ,40.8 ,18.7 ,41.2 , + 30,"2,908 ", + 62,119809.6
113/06/29,109 台北一,SP3 薑 粉薑 ,60.0 ,51.8 ,43.0 ,51.6 , -  7,"3,078 ", +375,158824.8
113/06/29,109 台北一,SP5 薑 薑黃 ,120.0 ,75.6 ,40.0 ,77.3 ,  -  ,45 ,  -  ,3478.5
113/06/29,109 台北一,SQ1 茭白筍 帶殼 ,122.4 ,89.8 ,70.6 ,92.5 , +  5,"4,616 ", + 77,426980
113/06/29,109 台北一,SQ3 茭白筍 去殼 ,181.5 ,132.2 ,84.2 ,132.5 , -  2,"2,855 ", + 53,378287.5
113/06/29,109 台北一,SR1 菱角 生菱角 ,75.0 ,75.0 ,75.0 ,75.0 ,  -  ,11 ,  -  ,825
113/06/29,109 台北一,SR3 菱角 去殼 ,100.0 ,100.0 ,100.0 ,100.0 ,    0,30 , - 90,3000
113/06/29,109 台北一,ST1 蕎頭 露蕎 ,50.0 ,50.0 ,45.0 ,49.0 ,  -  ,90 ,  -  ,4410
113/06/29,109 台北一,SU1 薯蕷 紅薯蕷 ,70.0 ,61.8 ,50.2 ,61.1 , - 15,203 , - 16,12403.3
113/06/29,109 台北一,SU2 薯蕷 白薯蕷 ,60.2 ,39.9 ,27.8 ,41.5 , +  3,"2,751 ", + 28,114166.5
113/06/29,109 台北一,SU3 薯蕷 樹薯 ,33.0 ,33.0 ,33.0 ,33.0 , -  6,63 , -  5,2079
113/06/29,109 台北一,SU9 薯蕷 進口 ,150.0 ,77.0 ,47.3 ,85.7 , + 31,940 , + 30,80558
113/06/29,109 台北一,SV1 蘆筍 白蘆筍 ,516.0 ,321.7 ,215.8 ,339.4 , +  7,43 , - 35,14594.2
113/06/29,109 台北一,SV2 蘆筍 綠蘆筍 ,386.4 ,272.2 ,154.9 ,271.6 , +  5,883 , + 35,239822.8
113/06/29,109 台北一,SV3 蘆筍 蘆筍花 ,270.0 ,247.5 ,200.0 ,242.5 , +  1,16 , +167,3880
113/06/29,109 台北一,SV9 蘆筍 進口 ,314.4 ,210.4 ,147.0 ,218.5 , +  9,"1,103 ", - 10,241005.5
113/06/29,109 台北一,SX1 芽菜類 綠豆芽 ,13.6 ,13.0 ,13.0 ,13.1 ,  -  ,"14,840 ",  -  ,194404
113/06/29,109 台北一,SX2 芽菜類 黃豆芽 ,20.0 ,20.0 ,20.0 ,20.0 ,  -  ,"1,410 ",  -  ,28200
113/06/29,109 台北一,SX3 芽菜類 豌豆芽 ,70.0 ,70.0 ,66.9 ,69.4 , +  3,146 , - 44,10132.4
113/06/29,109 台北一,SX4 芽菜類 苜蓿芽 ,65.0 ,65.0 ,65.0 ,65.0 ,    0,202 , +181,13130
113/06/29,109 台北一,SZ1 半天筍  ,74.4 ,55.0 ,55.0 ,58.9 , - 16,62 , + 29,3651.8
113/06/29,109 台北一,SZ3 金針筍  ,100.0 ,100.0 ,100.0 ,100.0 , + 67,2 , - 33,200
113/06/29,109 台北一,SZ6 半天花  ,120.0 ,111.4 ,100.0 ,110.8 ,  -  ,82 ,  -  ,9085.6
113/06/29,109 台北一,SZ7 晚香玉筍  ,250.9 ,181.9 ,105.0 ,180.3 , + 57,32 , - 52,5769.6
113/06/29,109 台北一,SZ8 香茅  ,64.3 ,44.2 ,32.7 ,45.9 , -  8,330 , + 20,15147
113/06/30,109 台北一,FA1 黃秋葵  ,93.0 ,53.2 ,31.4 ,56.8 , +  6,"3,399 ", + 20,193063.2
113/06/30,109 台北一,FB1 花椰菜 青梗 ,187.3 ,55.5 ,14.2 ,73.6 , - 31,"2,603 ", + 58,191580.8
113/06/30,109 台北一,FC1 胡瓜 黑刺 ,28.3 ,16.9 ,6.6 ,17.1 , -  5,"18,675 ", + 11,319342.5
113/06/30,109 台北一,FD0 花胡瓜 其他 ,76.8 ,60.3 ,39.2 ,59.4 , -  3,"1,595 ", + 36,94743
113/06/30,109 台北一,FD1 花胡瓜  ,68.8 ,46.2 ,20.8 ,45.6 , +  0,"26,067 ", +  2,1188655.2
113/06/30,109 台北一,FE0 冬瓜 其他 ,10.0 ,10.0 ,10.0 ,10.0 ,    0,135 , +611,1350
113/06/30,109 台北一,FE1 冬瓜 白皮 ,19.9 ,11.4 ,5.2 ,11.8 , + 31,"13,213 ", + 22,155913.4
113/06/30,109 台北一,FF0 絲瓜 其他 ,39.9 ,21.4 ,13.6 ,23.5 , - 14,"4,355 ", + 23,102342.5
113/06/30,109 台北一,FF1 絲瓜  ,38.6 ,27.1 ,14.8 ,26.9 , -  5,"31,927 ", + 13,858836.3
113/06/30,109 台北一,FF2 絲瓜 角瓜 ,140.8 ,115.7 ,79.2 ,113.4 , + 74,488 , -  8,55339.2
113/06/30,109 台北一,FF4 絲瓜 長絲瓜 ,12.0 ,12.0 ,12.0 ,12.0 ,  -  ,7 ,  -  ,84
113/06/30,109 台北一,FG0 苦瓜 其他 ,57.0 ,45.8 ,30.5 ,45.0 , -  9,"4,738 ", + 35,213210
113/06/30,109 台北一,FG1 苦瓜 白大米 ,67.9 ,36.1 ,24.2 ,40.1 , -  1,"17,832 ", + 30,715063.2
113/06/30,109 台北一,FG3 苦瓜 山苦瓜 ,84.8 ,68.4 ,55.1 ,69.0 , + 46,123 , - 19,8487
113/06/30,109 台北一,FG4 苦瓜 翠綠 ,75.4 ,42.4 ,25.6 ,45.6 , +  4,"1,119 ", + 53,51026.4
113/06/30,109 台北一,FH2 扁蒲 圓形 ,19.0 ,19.0 ,19.0 ,19.0 , + 27,39 , + 63,741
113/06/30,109 台北一,FH3 扁蒲 花蒲 ,21.7 ,10.5 ,6.3 ,11.9 , +  3,"10,560 ", + 13,125664
113/06/30,109 台北一,FH4 扁蒲 梨子蒲 ,27.7 ,14.4 ,8.1 ,15.8 , +  6,"2,834 ", +  6,44777.2
113/06/30,109 台北一,FI0 茄子 其他 ,27.8 ,17.4 ,12.0 ,18.4 , - 28,178 , + 31,3275.2
113/06/30,109 台北一,FI2 茄子 麻荸茄 ,49.8 ,24.6 ,14.8 ,27.7 , -  9,"15,485 ", - 16,428934.5
113/06/30,109 台北一,FI3 茄子 日本種 ,63.4 ,18.6 ,7.5 ,25.4 , - 10,525 , -  3,13335
113/06/30,109 台北一,FJ1 番茄 黑柿 ,74.6 ,35.0 ,21.1 ,40.2 , - 17,"7,990 ", +280,321198
113/06/30,109 台北一,FJ3 番茄 牛番茄 ,85.3 ,60.4 ,35.8 ,60.4 , +  1,"18,660 ", - 14,1127064
113/06/30,109 台北一,FK3 甜椒 新香 ,57.4 ,34.1 ,20.3 ,36.0 , - 11,148 , - 63,5328
113/06/30,109 台北一,FK4 甜椒 彩色種 ,91.0 ,70.4 ,35.2 ,67.5 ,    0,"5,181 ", +  4,349717.5
113/06/30,109 台北一,FK5 甜椒 青椒 ,139.4 ,68.6 ,28.4 ,74.7 , - 10,"3,854 ", +  8,287893.8
113/06/30,109 台北一,FK6 甜椒 水果彩椒 ,166.4 ,134.0 ,40.0 ,121.7 , + 14,361 , - 49,43933.7
113/06/30,109 台北一,FK9 甜椒 進口 ,5.0 ,5.0 ,5.0 ,5.0 ,  -  ,400 ,  -  ,2000
113/06/30,109 台北一,FL9 豌豆 進口 ,140.0 ,135.4 ,110.0 ,131.2 , + 19,684 , -  2,89740.8
113/06/30,109 台北一,FM1 菜豆 白色 ,55.0 ,37.9 ,22.0 ,38.1 , + 25,77 , - 38,2933.7
113/06/30,109 台北一,FM2 菜豆 青色 ,69.6 ,42.6 ,25.2 ,44.6 , + 11,"4,264 ", +  6,190174.4
113/06/30,109 台北一,FM3 菜豆 紅色 ,43.6 ,37.9 ,31.0 ,37.7 , + 15,144 , - 41,5428.8
113/06/30,109 台北一,FN1 敏豆 白豆 ,169.6 ,96.8 ,41.9 ,100.4 , -  7,"7,347 ", +  9,737638.8
113/06/30,109 台北一,FN3 敏豆 粉豆 ,35.0 ,35.0 ,35.0 ,35.0 , + 17,328 , + 82,11480
113/06/30,109 台北一,FN5 敏豆 醜豆 ,117.8 ,78.2 ,47.5 ,80.0 , -  1,"1,347 ", + 43,107760
113/06/30,109 台北一,FQ1 毛豆 豆莢 ,69.0 ,53.9 ,50.0 ,56.1 , +  1,310 , +  5,17391
113/06/30,109 台北一,FQ2 毛豆 豆仁 ,110.0 ,103.1 ,100.0 ,103.9 , +  3,747 , - 18,77613.3
113/06/30,109 台北一,FR2 青花苔 青花筍 ,350.0 ,350.0 ,350.0 ,350.0 ,  -  ,12 ,  -  ,4200
113/06/30,109 台北一,FR9 青花苔 進口 ,74.0 ,61.9 ,11.4 ,54.2 , +  1,"13,934 ", - 14,755222.8
113/06/30,109 台北一,FS2 越瓜 白色 ,15.3 ,12.0 ,12.0 ,12.7 ,  -  ,120 ,  -  ,1524
113/06/30,109 台北一,FT0 南瓜 其他 ,21.0 ,19.0 ,18.0 ,19.2 , -  6,113 , - 57,2169.6
113/06/30,109 台北一,FT1 南瓜 木瓜形 ,32.3 ,21.7 ,14.3 ,22.3 , -  6,"10,489 ", +  1,233904.7
113/06/30,109 台北一,FT2 南瓜 圓形 ,29.6 ,26.1 ,16.5 ,24.9 , +  3,"1,121 ", - 19,27912.9
113/06/30,109 台北一,FT3 南瓜 黃如意 ,100.8 ,45.4 ,27.6 ,52.9 , - 30,360 , + 20,19044
113/06/30,109 台北一,FT5 南瓜 青如意 ,106.7 ,57.5 ,27.7 ,61.4 , - 12,"6,616 ", + 35,406222.4
113/06/30,109 台北一,FT7 南瓜 栗子 ,70.0 ,46.4 ,26.4 ,47.1 , - 14,667 , + 18,31415.7
113/06/30,109 台北一,FT9 南瓜 進口 ,52.1 ,32.0 ,22.8 ,34.2 , -  7,"1,718 ", - 15,58755.6
113/06/30,109 台北一,FU1 隼人瓜  ,25.0 ,20.7 ,9.7 ,19.3 , + 46,773 , -  9,14918.9
113/06/30,109 台北一,FU2 隼人瓜 瓜苗 ,74.0 ,64.7 ,53.4 ,64.3 , + 18,"6,038 ", -  2,388243.4
113/06/30,109 台北一,FV0 辣椒 其他 ,139.3 ,28.6 ,17.9 ,48.6 , -  1,112 , + 20,5443.2
113/06/30,109 台北一,FV1 辣椒 紅小 ,100.6 ,62.1 ,31.5 ,63.7 , - 13,"3,131 ", + 10,199444.7
113/06/30,109 台北一,FV2 辣椒 青小 ,93.8 ,81.6 ,30.6 ,73.8 , +  0,434 , -  5,32029.2
113/06/30,109 台北一,FV3 辣椒 雞心 ,72.0 ,72.0 ,72.0 ,72.0 , - 13,3 , - 73,216
113/06/30,109 台北一,FV4 辣椒 朝天椒 ,64.4 ,50.0 ,33.1 ,49.5 , -  8,"3,309 ", + 32,163795.5
113/06/30,109 台北一,FV5 辣椒 青龍 ,20.0 ,20.0 ,20.0 ,20.0 , + 18,12 , +  9,240
113/06/30,109 台北一,FV6 辣椒 糯米椒 ,142.9 ,85.0 ,39.5 ,87.5 , -  8,"1,427 ", + 16,124862.5
113/06/30,109 台北一,FV9 辣椒 進口 ,100.0 ,95.0 ,90.0 ,95.0 ,  -  ,56 ,  -  ,5320
113/06/30,109 台北一,FW1 金針花  ,787.5 ,406.7 ,280.0 ,457.5 , + 67,20 , - 82,9150
113/06/30,109 台北一,FY0 玉米 其他 ,61.7 ,28.4 ,13.4 ,32.0 , - 22,"1,435 ", + 64,45920
113/06/30,109 台北一,FY3 玉米 超甜白 ,12.0 ,12.0 ,12.0 ,12.0 , + 17,50 , - 67,600
113/06/30,109 台北一,FY4 玉米 玉米筍 ,48.4 ,18.9 ,11.0 ,23.2 , + 21,"3,909 ", - 40,90688.8
113/06/30,109 台北一,FY5 玉米 糯米黑 ,33.2 ,19.6 ,9.8 ,20.4 , +  7,"12,270 ", - 21,250308
113/06/30,109 台北一,FY6 玉米 甜軟殼 ,54.7 ,44.2 ,18.2 ,41.1 , + 21,"9,299 ", - 11,382188.9
113/06/30,109 台北一,FY8 玉米 白龍王 ,72.0 ,59.0 ,29.8 ,55.8 , + 32,"2,911 ", - 33,162433.8
113/06/30,109 台北一,FY9 玉米 進口 ,155.1 ,111.5 ,73.4 ,112.6 , + 13,"1,540 ", + 11,173404
113/06/30,109 台北一,FZ1 落花生 生 ,75.0 ,56.5 ,30.1 ,54.9 , - 10,200 , + 60,10980
113/06/30,109 台北一,FZ2 落花生 熟 ,60.0 ,60.0 ,60.0 ,60.0 ,    0,107 , + 78,6420
113/06/30,109 台北一,LA1 甘藍 初秋 ,49.2 ,34.9 ,19.2 ,34.6 , -  8,"70,127 ", -  7,2426394.2
113/06/30,109 台北一,LA2 甘藍 改良種 ,35.5 ,28.3 ,17.3 ,27.5 , - 20,"72,832 ", + 15,2002880
113/06/30,109 台北一,LA4 甘藍 紫色 ,25.0 ,24.3 ,10.4 ,21.7 , - 17,219 , +133,4752.3
113/06/30,109 台北一,LA5 甘藍 甘藍心 ,185.5 ,180.2 ,156.6 ,176.5 , - 18,209 , +190,36888.5
113/06/30,109 台北一,LA6 甘藍 甘藍芽 ,145.0 ,145.0 ,145.0 ,145.0 ,  -  ,18 ,  -  ,2610
113/06/30,109 台北一,LA9 甘藍 進口 ,24.5 ,21.8 ,14.7 ,20.9 , - 11,"25,070 ", - 28,523963
113/06/30,109 台北一,LB1 小白菜 土白菜 ,31.2 ,22.1 ,9.6 ,21.4 ,    0,"3,214 ", -  4,68779.6
113/06/30,109 台北一,LB2 小白菜 蚵仔白 ,33.9 ,12.5 ,3.9 ,15.1 ,    0,"25,084 ", +  9,378768.4
113/06/30,109 台北一,LB3 小白菜 奶油白 ,56.1 ,27.2 ,11.1 ,29.7 , +  3,638 , - 35,18948.6
113/06/30,109 台北一,LC0 包心白 其他 ,112.0 ,95.7 ,46.2 ,89.1 , + 17,758 , - 51,67537.8
113/06/30,109 台北一,LC1 包心白 包白 ,19.4 ,12.9 ,5.3 ,12.7 , -  5,"25,403 ", + 19,322618.1
113/06/30,109 台北一,LC6 包心白 冬白芽 ,90.0 ,90.0 ,90.0 ,90.0 ,    0,175 , +629,15750
113/06/30,109 台北一,LC9 包心白 進口 ,30.0 ,25.6 ,21.8 ,25.7 , + 18,"14,629 ", - 14,375965.3
113/06/30,109 台北一,LD1 青江白菜 小梗 ,44.8 ,20.7 ,4.7 ,22.3 , + 34,"15,671 ", - 24,349463.3
113/06/30,109 台北一,LE1 皇宮菜 小葉 ,84.3 ,39.3 ,14.2 ,43.3 , -  6,"1,545 ", +  7,66898.5
113/06/30,109 台北一,LE2 皇宮菜 大葉 ,30.2 ,23.0 ,12.5 ,22.4 , -  9,380 , +  3,8512
113/06/30,109 台北一,LF1 蕹菜 大葉 ,12.0 ,12.0 ,12.0 ,12.0 ,  -  ,96 ,  -  ,1152
113/06/30,109 台北一,LF2 蕹菜 小葉 ,46.7 ,29.5 ,18.1 ,30.6 , + 22,"13,699 ", - 10,419189.4
113/06/30,109 台北一,LF3 蕹菜 水蕹菜 ,80.7 ,80.0 ,66.2 ,77.4 , +  2,"1,009 ", +  0,78096.6
113/06/30,109 台北一,LG2 芹菜 白梗 ,57.7 ,40.1 ,21.3 ,39.9 , +  2,"4,994 ", - 10,199260.6
113/06/30,109 台北一,LG3 芹菜 西洋芹菜 ,45.0 ,45.0 ,45.0 ,45.0 ,    0,54 ,    0,2430
113/06/30,109 台北一,LG9 芹菜 進口 ,55.5 ,29.4 ,15.0 ,31.8 , -  4,"1,430 ", + 70,45474
113/06/30,109 台北一,LH1 菠菜 圓葉 ,115.0 ,111.7 ,100.0 ,110.0 ,  -  ,45 ,  -  ,4950
113/06/30,109 台北一,LH2 菠菜 角葉 ,136.0 ,57.1 ,12.2 ,63.9 , - 39,"1,942 ", + 36,124093.8
113/06/30,109 台北一,LI0 萵苣菜 其他 ,221.9 ,132.3 ,32.6 ,130.3 , +  9,301 , - 36,39220.3
113/06/30,109 台北一,LI1 萵苣菜 廣東菜 ,35.0 ,25.6 ,17.7 ,25.9 , + 17,440 , - 27,11396
113/06/30,109 台北一,LI3 萵苣菜 本島圓葉 ,37.2 ,19.6 ,6.5 ,20.5 , +  7,"7,279 ", -  3,149219.5
113/06/30,109 台北一,LI4 萵苣菜 本島尖葉 ,20.0 ,20.0 ,20.0 ,20.0 , + 33,18 ,    0,360
113/06/30,109 台北一,LI5 萵苣菜 油麥菜 ,25.7 ,10.0 ,3.6 ,11.8 , +  6,"22,101 ", - 22,260791.8
113/06/30,109 台北一,LI6 萵苣菜 蘿美 ,121.2 ,105.0 ,88.4 ,104.9 , -  3,217 , - 35,22763.3
113/06/30,109 台北一,LI7 萵苣菜 紅捲綠捲 ,196.6 ,148.7 ,88.6 ,146.2 , - 22,347 , + 29,50731.4
113/06/30,109 台北一,LI8 萵苣菜 水耕 ,99.8 ,84.6 ,59.8 ,82.7 , + 14,"1,710 ", +  3,141417
